Date,open,open,open,high,high,high,low,low,low,close,close,close,volume,volume,volume
2025-01-20,33.099998474121094,30.399999618530273,299.5,33.099998474121094,30.399999618530273,299.5,33.099998474121094,30.399999618530273,299.5,33.099998474121094,31.549999237060547,299.5,18627,2005838.0,0.0
2025-01-21,32.849998474121094,30.899999618530273,299.5,32.849998474121094,30.899999618530273,299.5,32.849998474121094,30.899999618530273,299.5,32.849998474121094,31.399999618530273,299.5,35183,1185143.0,0.0
2025-01-22,32.75,30.700000762939453,299.5,32.75,30.700000762939453,299.5,32.75,30.700000762939453,299.5,32.75,31.700000762939453,299.5,19037,1896183.0,0.0
2025-02-03,32.70000076293945,30.5,299.5,32.70000076293945,30.5,299.5,32.70000076293945,30.5,299.5,33.650001525878906,31.0,299.5,64131,1242472.0,0.0
2025-02-04,33.650001525878906,30.899999618530273,299.5,33.650001525878906,30.899999618530273,299.5,33.650001525878906,30.899999618530273,299.5,34.04999923706055,31.399999618530273,299.5,60173,1135881.0,0.0
2025-02-05,33.95000076293945,31.299999237060547,299.5,33.95000076293945,31.299999237060547,299.5,33.95000076293945,31.299999237060547,299.5,34.04999923706055,31.549999237060547,299.5,10562,1291197.0,0.0
2025-02-06,34.099998474121094,31.399999618530273,299.5,34.099998474121094,31.399999618530273,299.5,34.099998474121094,31.399999618530273,299.5,34.099998474121094,32.29999923706055,299.5,14804,2717320.0,0.0
2025-02-07,33.45000076293945,31.5,299.5,33.45000076293945,31.5,299.5,33.45000076293945,31.5,299.5,33.5,31.950000762939453,299.5,5828,1232501.0,0.0
2025-02-10,32.849998474121094,31.549999237060547,299.5,32.849998474121094,31.549999237060547,299.5,32.849998474121094,31.549999237060547,299.5,33.45000076293945,31.75,299.5,2113,1234496.0,0.0
2025-02-11,33.400001525878906,31.700000762939453,299.5,33.400001525878906,31.700000762939453,299.5,33.400001525878906,31.700000762939453,299.5,33.400001525878906,32.0,299.5,20552,1206606.0,0.0
2025-02-12,32.70000076293945,31.799999237060547,299.5,32.70000076293945,31.799999237060547,299.5,32.70000076293945,31.799999237060547,299.5,33.0,32.599998474121094,299.5,14223,2134327.0,0.0
2025-02-13,33.0,31.950000762939453,299.5,33.0,31.950000762939453,299.5,33.0,31.950000762939453,299.5,33.099998474121094,32.349998474121094,299.5,18750,1508202.0,0.0
2025-02-14,32.95000076293945,32.29999923706055,299.5,32.95000076293945,32.29999923706055,299.5,32.95000076293945,32.29999923706055,299.5,32.95000076293945,32.349998474121094,299.5,271736,1348200.0,0.0
2025-02-17,32.45000076293945,32.20000076293945,299.5,32.45000076293945,32.20000076293945,299.5,32.45000076293945,32.20000076293945,299.5,32.45000076293945,32.650001525878906,299.5,171183,1590021.0,0.0
2025-02-18,32.0,32.099998474121094,299.5,32.0,32.099998474121094,299.5,32.0,32.099998474121094,299.5,32.0,32.5,299.5,179514,1889106.0,0.0
2025-02-19,31.5,32.79999923706055,299.5,31.5,32.79999923706055,299.5,31.5,32.79999923706055,299.5,31.950000762939453,35.599998474121094,299.5,132695,25935209.0,0.0
2025-02-20,31.899999618530273,36.25,299.5,31.899999618530273,36.25,299.5,31.899999618530273,36.25,299.5,32.70000076293945,38.04999923706055,299.5,89463,51895548.0,0.0
2025-02-21,32.54999923706055,36.0,299.5,32.54999923706055,36.0,299.5,32.54999923706055,36.0,299.5,32.650001525878906,37.0,299.5,28304,11959692.0,0.0
2025-02-24,32.400001525878906,34.900001525878906,299.5,32.400001525878906,34.900001525878906,299.5,32.400001525878906,34.900001525878906,299.5,32.75,35.75,299.5,8053,4328594.0,0.0
2025-02-25,32.25,35.5,299.5,32.25,35.5,299.5,32.25,35.5,299.5,32.25,37.45000076293945,299.5,7488,16543193.0,0.0
2025-02-26,32.25,36.04999923706055,299.5,32.25,36.04999923706055,299.5,32.25,36.04999923706055,299.5,32.29999923706055,36.5,299.5,35252,5109969.0,0.0
2025-02-27,32.25,36.5,299.5,32.25,36.5,299.5,32.25,36.5,299.5,32.25,37.29999923706055,299.5,41339,8095837.0,0.0
2025-03-03,31.799999237060547,34.900001525878906,299.5,31.799999237060547,34.900001525878906,299.5,31.799999237060547,34.900001525878906,299.5,34.20000076293945,36.0,299.5,91318,3364232.0,0.0
2025-03-04,32.099998474121094,34.099998474121094,299.5,32.099998474121094,34.099998474121094,299.5,32.099998474121094,34.099998474121094,299.5,32.45000076293945,36.599998474121094,299.5,13597,5733848.0,0.0
2025-03-05,32.400001525878906,36.099998474121094,299.5,32.400001525878906,36.099998474121094,299.5,32.400001525878906,36.099998474121094,299.5,33.099998474121094,37.70000076293945,299.5,49524,10990202.0,0.0
2025-03-06,32.150001525878906,37.5,299.5,32.150001525878906,37.5,299.5,32.150001525878906,37.5,299.5,32.150001525878906,37.54999923706055,299.5,12231,6579812.0,0.0
2025-03-07,32.5,36.900001525878906,299.5,32.5,36.900001525878906,299.5,32.5,36.900001525878906,299.5,32.599998474121094,37.20000076293945,299.5,48183,5174292.0,0.0
2025-03-10,32.349998474121094,36.70000076293945,299.5,32.349998474121094,36.70000076293945,299.5,32.349998474121094,36.70000076293945,299.5,33.5,38.0,299.5,40203,8708241.0,0.0
2025-03-11,33.25,35.56562042236328,299.5,33.25,35.56562042236328,299.5,33.25,35.56562042236328,299.5,33.349998474121094,36.2954216003418,299.5,26416,6120872.0,0.0
2025-03-12,33.20000076293945,36.58734130859375,299.5,33.20000076293945,36.58734130859375,299.5,33.20000076293945,36.58734130859375,299.5,34.150001525878906,38.192901611328125,299.5,79969,18144590.0,0.0
2025-03-13,33.650001525878906,37.85232925415039,299.5,33.650001525878906,37.85232925415039,299.5,33.650001525878906,37.85232925415039,299.5,34.79999923706055,38.338863372802734,299.5,57760,15753525.0,0.0
2025-03-14,33.70000076293945,36.63599395751953,299.5,33.70000076293945,36.63599395751953,299.5,33.70000076293945,36.63599395751953,299.5,33.79999923706055,36.73330307006836,299.5,40275,5635806.0,0.0
2025-03-17,33.599998474121094,36.39272689819336,299.5,33.599998474121094,36.39272689819336,299.5,33.599998474121094,36.39272689819336,299.5,33.650001525878906,36.8792610168457,299.5,15004,5203493.0,0.0
2025-03-18,33.20000076293945,35.22504806518555,299.5,33.20000076293945,35.22504806518555,299.5,33.20000076293945,35.22504806518555,299.5,33.20000076293945,35.80888748168945,299.5,113808,4692656.0,0.0
2025-03-19,32.599998474121094,35.32235336303711,299.5,32.599998474121094,35.32235336303711,299.5,32.599998474121094,35.32235336303711,299.5,32.75,36.2954216003418,299.5,13014,3484025.0,0.0
2025-03-20,32.45000076293945,36.400001525878906,299.5,32.45000076293945,36.400001525878906,299.5,32.45000076293945,36.400001525878906,299.5,32.900001525878906,37.150001525878906,299.5,47939,5204231.0,0.0
2025-03-21,32.599998474121094,35.650001525878906,299.5,32.599998474121094,35.650001525878906,299.5,32.599998474121094,35.650001525878906,299.5,32.599998474121094,35.75,299.5,120061,2497683.0,0.0
2025-03-24,31.950000762939453,35.349998474121094,299.5,31.950000762939453,35.349998474121094,299.5,31.950000762939453,35.349998474121094,299.5,32.099998474121094,35.45000076293945,299.5,51093,4288677.0,0.0
2025-03-25,31.799999237060547,34.099998474121094,299.5,31.799999237060547,34.099998474121094,299.5,31.799999237060547,34.099998474121094,299.5,31.899999618530273,35.04999923706055,299.5,30049,2209575.0,0.0
2025-03-26,31.950000762939453,34.54999923706055,299.5,31.950000762939453,34.54999923706055,299.5,31.950000762939453,34.54999923706055,299.5,31.950000762939453,35.45000076293945,299.5,28084,1923211.0,0.0
2025-03-27,31.899999618530273,34.45000076293945,299.5,31.899999618530273,34.45000076293945,299.5,31.899999618530273,34.45000076293945,299.5,31.899999618530273,34.5,299.5,22153,1281141.0,0.0
2025-03-28,31.75,33.650001525878906,299.5,31.75,33.650001525878906,299.5,31.75,33.650001525878906,299.5,31.75,34.25,299.5,41587,2578907.0,0.0
2025-03-31,30.950000762939453,31.350000381469727,299.5,30.950000762939453,31.350000381469727,299.5,30.950000762939453,31.350000381469727,299.5,31.200000762939453,31.75,299.5,36013,3779652.0,0.0
2025-04-01,31.25,30.850000381469727,299.5,31.25,30.850000381469727,299.5,31.25,30.850000381469727,299.5,31.25,31.25,299.5,25809,1626020.0,0.0
2025-04-02,31.25,31.0,299.5,31.25,31.0,299.5,31.25,31.0,299.5,31.25,31.600000381469727,299.5,24367,1451514.0,0.0
2025-04-07,29.450000762939453,28.399999618530273,299.5,29.450000762939453,28.399999618530273,299.5,29.450000762939453,28.399999618530273,299.5,29.450000762939453,28.399999618530273,299.5,300498,1349665.0,0.0
2025-04-08,24.700000762939453,25.649999618530273,299.5,24.700000762939453,25.649999618530273,299.5,24.700000762939453,25.649999618530273,299.5,26.100000381469727,26.600000381469727,299.5,226416,6676925.0,0.0
2025-04-09,23.799999237060547,26.350000381469727,299.5,23.799999237060547,26.350000381469727,299.5,23.799999237060547,26.350000381469727,299.5,24.799999237060547,27.149999618530273,299.5,146701,7416387.0,0.0
2025-04-10,25.399999618530273,27.100000381469727,299.5,25.399999618530273,27.100000381469727,299.5,25.399999618530273,27.100000381469727,299.5,28.5,27.100000381469727,299.5,157752,1040755.0,0.0
2025-04-11,26.700000762939453,28.0,299.5,26.700000762939453,28.0,299.5,26.700000762939453,28.0,299.5,27.25,29.299999237060547,299.5,58619,5505819.0,0.0
2025-04-14,27.399999618530273,30.0,299.5,27.399999618530273,30.0,299.5,27.399999618530273,30.0,299.5,28.200000762939453,30.899999618530273,299.5,70126,2779608.0,0.0
2025-04-15,28.200000762939453,30.049999237060547,299.5,28.200000762939453,30.049999237060547,299.5,28.200000762939453,30.049999237060547,299.5,28.399999618530273,31.149999618530273,299.5,36317,2805650.0,0.0
2025-04-16,27.950000762939453,30.049999237060547,299.5,27.950000762939453,30.049999237060547,299.5,27.950000762939453,30.049999237060547,299.5,28.0,30.850000381469727,299.5,21216,1987874.0,0.0
2025-04-17,27.549999237060547,30.100000381469727,299.5,27.549999237060547,30.100000381469727,299.5,27.549999237060547,30.100000381469727,299.5,28.0,30.399999618530273,299.5,7024,1268018.0,0.0
2025-04-18,28.0,30.100000381469727,299.5,28.0,30.100000381469727,299.5,28.0,30.100000381469727,299.5,28.399999618530273,30.200000762939453,299.5,17225,1591213.0,0.0
2025-04-21,28.399999618530273,30.200000762939453,299.5,28.399999618530273,30.200000762939453,299.5,28.399999618530273,30.200000762939453,299.5,31.100000381469727,30.399999618530273,299.5,81769,1660187.0,0.0
2025-04-22,31.049999237060547,29.0,299.5,31.049999237060547,29.0,299.5,31.049999237060547,29.0,299.5,31.049999237060547,32.04999923706055,299.5,35205,7461373.0,0.0
2025-04-23,30.0,32.04999923706055,299.5,30.0,32.04999923706055,299.5,30.0,32.04999923706055,299.5,30.5,33.400001525878906,299.5,44850,15651215.0,0.0
2025-04-24,30.450000762939453,31.899999618530273,299.5,30.450000762939453,31.899999618530273,299.5,30.450000762939453,31.899999618530273,299.5,30.450000762939453,32.150001525878906,299.5,66458,5001052.0,0.0
2025-04-25,30.450000762939453,31.049999237060547,299.5,30.450000762939453,31.049999237060547,299.5,30.450000762939453,31.049999237060547,299.5,30.600000381469727,31.75,299.5,37045,3922920.0,0.0
2025-04-28,30.549999237060547,31.149999618530273,299.5,30.549999237060547,31.149999618530273,299.5,30.549999237060547,31.149999618530273,299.5,32.70000076293945,31.25,299.5,66598,1931198.0,0.0
2025-04-29,32.04999923706055,30.799999237060547,299.5,32.04999923706055,30.799999237060547,299.5,32.04999923706055,30.799999237060547,299.5,32.29999923706055,31.75,299.5,39655,2407202.0,0.0
2025-04-30,32.20000076293945,31.350000381469727,299.5,32.20000076293945,31.350000381469727,299.5,32.20000076293945,31.350000381469727,299.5,32.20000076293945,31.350000381469727,299.5,18801,1380887.0,0.0
2025-05-02,31.450000762939453,31.200000762939453,299.5,31.450000762939453,31.200000762939453,299.5,31.450000762939453,31.200000762939453,299.5,32.29999923706055,31.399999618530273,299.5,72474,1223010.0,0.0
2025-05-05,32.349998474121094,32.0,299.5,32.349998474121094,32.0,299.5,32.349998474121094,32.0,299.5,32.349998474121094,32.70000076293945,299.5,62743,6298174.0,0.0
2025-05-06,30.450000762939453,31.549999237060547,299.5,30.450000762939453,31.549999237060547,299.5,30.450000762939453,31.549999237060547,299.5,30.450000762939453,32.0,299.5,1160,1646100.0,0.0
2025-05-07,30.350000381469727,31.549999237060547,299.5,30.350000381469727,31.549999237060547,299.5,30.350000381469727,31.549999237060547,299.5,31.0,32.04999923706055,299.5,20473,2509055.0,0.0
2025-05-08,31.0,31.649999618530273,299.5,31.0,31.649999618530273,299.5,31.0,31.649999618530273,299.5,31.600000381469727,31.950000762939453,299.5,44651,2712816.0,0.0
2025-05-09,31.649999618530273,31.850000381469727,299.5,31.649999618530273,31.850000381469727,299.5,31.649999618530273,31.850000381469727,299.5,32.0,32.099998474121094,299.5,30308,3317389.0,0.0
2025-05-12,31.75,31.75,299.5,31.75,31.75,299.5,31.75,31.75,299.5,32.150001525878906,34.54999923706055,299.5,38066,14253944.0,0.0
2025-05-13,32.0,35.54999923706055,299.5,32.0,35.54999923706055,299.5,32.0,35.54999923706055,299.5,32.75,37.79999923706055,299.5,96228,39511381.0,0.0
2025-05-14,32.45000076293945,36.79999923706055,299.5,32.45000076293945,36.79999923706055,299.5,32.45000076293945,36.79999923706055,299.5,32.45000076293945,40.0,299.5,78072,32804107.0,0.0
2025-05-15,32.099998474121094,39.900001525878906,299.5,32.099998474121094,39.900001525878906,299.5,32.099998474121094,39.900001525878906,299.5,32.099998474121094,40.150001525878906,299.5,52373,19168341.0,0.0
2025-05-16,31.75,40.20000076293945,299.5,31.75,40.20000076293945,299.5,31.75,40.20000076293945,299.5,31.899999618530273,40.29999923706055,299.5,111025,15472829.0,0.0
2025-05-19,31.899999618530273,38.95000076293945,299.5,31.899999618530273,38.95000076293945,299.5,31.899999618530273,38.95000076293945,299.5,31.899999618530273,39.0,299.5,53474,19803283.0,0.0
2025-05-20,30.350000381469727,38.150001525878906,299.5,30.350000381469727,38.150001525878906,299.5,30.350000381469727,38.150001525878906,299.5,31.049999237060547,38.150001525878906,299.5,35569,14157277.0,0.0
2025-05-21,30.450000762939453,36.45000076293945,299.5,30.450000762939453,36.45000076293945,299.5,30.450000762939453,36.45000076293945,299.5,30.600000381469727,37.70000076293945,299.5,27140,14421484.0,0.0
2025-05-22,30.549999237060547,36.45000076293945,299.5,30.549999237060547,36.45000076293945,299.5,30.549999237060547,36.45000076293945,299.5,30.549999237060547,36.849998474121094,299.5,52342,7995421.0,0.0
2025-05-23,30.5,33.75,299.5,30.5,33.75,299.5,30.5,33.75,299.5,30.5,36.29999923706055,299.5,14727,6315708.0,0.0
2025-05-26,30.299999237060547,35.900001525878906,299.5,30.299999237060547,35.900001525878906,299.5,30.299999237060547,35.900001525878906,299.5,30.299999237060547,35.900001525878906,299.5,2141,6048907.0,0.0
2025-05-27,30.299999237060547,33.900001525878906,299.5,30.299999237060547,33.900001525878906,299.5,30.299999237060547,33.900001525878906,299.5,30.299999237060547,35.0,299.5,9510,3790518.0,0.0
2025-05-28,30.0,34.5,299.5,30.0,34.5,299.5,30.0,34.5,299.5,30.25,35.599998474121094,299.5,64805,4600082.0,0.0
2025-05-29,30.5,34.0,299.5,30.5,34.0,299.5,30.5,34.0,299.5,30.5,34.29999923706055,299.5,30088,5641848.0,0.0
2025-06-02,30.5,32.099998474121094,299.5,30.5,32.099998474121094,299.5,30.5,32.099998474121094,299.5,30.5,32.150001525878906,299.5,48031,3944343.0,0.0
2025-06-03,29.600000381469727,32.150001525878906,299.5,29.600000381469727,32.150001525878906,299.5,29.600000381469727,32.150001525878906,299.5,29.850000381469727,33.0,299.5,32430,2273753.0,0.0
2025-06-04,29.899999618530273,33.150001525878906,299.5,29.899999618530273,33.150001525878906,299.5,29.899999618530273,33.150001525878906,299.5,30.5,33.150001525878906,299.5,69854,1775831.0,0.0
2025-06-05,30.5,32.20000076293945,299.5,30.5,32.20000076293945,299.5,30.5,32.20000076293945,299.5,32.400001525878906,33.5,299.5,282697,1923791.0,0.0
2025-06-06,32.0,32.599998474121094,299.5,32.0,32.599998474121094,299.5,32.0,32.599998474121094,299.5,36.150001525878906,35.0,299.5,743773,5038700.0,0.0
2025-06-09,36.20000076293945,34.900001525878906,299.5,36.20000076293945,34.900001525878906,299.5,36.20000076293945,34.900001525878906,299.5,39.0,35.0,299.5,573707,2977164.0,0.0
2025-06-10,36.95000076293945,33.150001525878906,299.5,36.95000076293945,33.150001525878906,299.5,36.95000076293945,33.150001525878906,299.5,37.099998474121094,34.25,299.5,248721,1914872.0,0.0
2025-06-11,36.5,34.29999923706055,299.5,36.5,34.29999923706055,299.5,36.5,34.29999923706055,299.5,37.0,34.75,299.5,160278,2103554.0,0.0
2025-06-12,36.150001525878906,34.150001525878906,299.5,36.150001525878906,34.150001525878906,299.5,36.150001525878906,34.150001525878906,299.5,36.29999923706055,34.150001525878906,299.5,241817,2802879.0,0.0
2025-06-13,35.0,33.099998474121094,299.5,35.0,33.099998474121094,299.5,35.0,33.099998474121094,299.5,36.0,33.099998474121094,299.5,146822,1267846.0,0.0
2025-06-16,35.45000076293945,32.29999923706055,299.5,35.45000076293945,32.29999923706055,299.5,35.45000076293945,32.29999923706055,299.5,35.45000076293945,32.45000076293945,299.5,125137,955799.0,0.0
2025-06-17,35.150001525878906,32.5,299.5,35.150001525878906,32.5,299.5,35.150001525878906,32.5,299.5,35.95000076293945,32.599998474121094,299.5,59140,1221420.0,0.0
2025-06-18,35.5,32.099998474121094,299.5,35.5,32.099998474121094,299.5,35.5,32.099998474121094,299.5,37.349998474121094,32.70000076293945,299.5,219704,1485384.0,0.0
2025-06-19,36.099998474121094,32.20000076293945,299.5,36.099998474121094,32.20000076293945,299.5,36.099998474121094,32.20000076293945,299.5,36.95000076293945,32.20000076293945,299.5,182853,4061480.0,0.0
2025-06-20,36.29999923706055,31.0,299.5,36.29999923706055,31.0,299.5,36.29999923706055,31.0,299.5,37.54999923706055,32.5,299.5,440840,2832450.0,0.0
2025-06-23,37.04999923706055,31.100000381469727,299.5,37.04999923706055,31.100000381469727,299.5,37.04999923706055,31.100000381469727,299.5,37.5,31.299999237060547,299.5,190952,2480643.0,0.0
2025-06-24,37.5,31.600000381469727,299.5,37.5,31.600000381469727,299.5,37.5,31.600000381469727,299.5,37.79999923706055,34.20000076293945,299.5,190113,7413321.0,0.0
2025-06-25,37.04999923706055,33.70000076293945,299.5,37.04999923706055,33.70000076293945,299.5,37.04999923706055,33.70000076293945,299.5,37.150001525878906,34.150001525878906,299.5,128648,4657430.0,0.0
2025-06-26,37.0,33.400001525878906,299.5,37.0,33.400001525878906,299.5,37.0,33.400001525878906,299.5,37.0,33.70000076293945,299.5,141608,2225208.0,0.0
2025-06-27,36.95000076293945,33.150001525878906,299.5,36.95000076293945,33.150001525878906,299.5,36.95000076293945,33.150001525878906,299.5,36.95000076293945,33.400001525878906,299.5,46506,1313100.0,0.0
2025-06-30,36.849998474121094,33.0,299.5,36.849998474121094,33.0,299.5,36.849998474121094,33.0,299.5,36.95000076293945,33.0,299.5,307356,2132076.0,0.0
2025-07-01,36.0,31.700000762939453,299.5,36.0,31.700000762939453,299.5,36.0,31.700000762939453,299.5,36.0,32.349998474121094,299.5,53746,1294677.0,0.0
2025-07-02,35.54999923706055,31.450000762939453,299.5,35.54999923706055,31.450000762939453,299.5,35.54999923706055,31.450000762939453,299.5,36.349998474121094,31.700000762939453,299.5,56207,575318.0,0.0
2025-07-03,36.29999923706055,31.850000381469727,299.5,36.29999923706055,31.850000381469727,299.5,36.29999923706055,31.850000381469727,299.5,37.150001525878906,32.04999923706055,299.5,157822,982383.0,0.0
2025-07-04,37.099998474121094,31.649999618530273,299.5,37.099998474121094,31.649999618530273,299.5,37.099998474121094,31.649999618530273,299.5,38.900001525878906,31.799999237060547,299.5,208168,1507608.0,0.0
2025-07-07,37.150001525878906,30.850000381469727,299.5,37.150001525878906,30.850000381469727,299.5,37.150001525878906,30.850000381469727,299.5,37.150001525878906,30.950000762939453,299.5,134982,787411.0,0.0
2025-07-08,36.0,30.200000762939453,299.5,36.0,30.200000762939453,299.5,36.0,30.200000762939453,299.5,36.0,30.600000381469727,299.5,84380,794505.0,0.0
2025-07-09,35.099998474121094,30.399999618530273,299.5,35.099998474121094,30.399999618530273,299.5,35.099998474121094,30.399999618530273,299.5,35.900001525878906,30.75,299.5,31859,784423.0,0.0
2025-07-10,35.5,30.299999237060547,299.5,35.5,30.299999237060547,299.5,35.5,30.299999237060547,299.5,36.79999923706055,30.950000762939453,299.5,150214,830864.0,0.0
2025-07-11,36.650001525878906,30.100000381469727,299.5,36.650001525878906,30.100000381469727,299.5,36.650001525878906,30.100000381469727,299.5,37.70000076293945,30.5,299.5,352526,487938.0,0.0
2025-07-14,37.04999923706055,30.350000381469727,299.5,37.04999923706055,30.350000381469727,299.5,37.04999923706055,30.350000381469727,299.5,38.20000076293945,30.649999618530273,299.5,345367,537244.0,0.0
2025-07-15,37.650001525878906,30.0,299.5,37.650001525878906,30.0,299.5,37.650001525878906,30.0,299.5,38.349998474121094,30.350000381469727,299.5,471377,511169.0,0.0
2025-07-16,37.95000076293945,30.200000762939453,299.5,37.95000076293945,30.200000762939453,299.5,37.95000076293945,30.200000762939453,299.5,38.099998474121094,30.549999237060547,299.5,288010,815282.0,0.0
2025-07-17,37.849998474121094,30.350000381469727,299.5,37.849998474121094,30.350000381469727,299.5,37.849998474121094,30.350000381469727,299.5,38.150001525878906,30.649999618530273,299.5,238764,726277.0,0.0
2025-07-18,37.5,30.450000762939453,299.5,37.5,30.450000762939453,299.5,37.5,30.450000762939453,299.5,37.5,30.549999237060547,299.5,253829,857711.0,0.0
2025-07-21,36.75,30.100000381469727,299.5,36.75,30.100000381469727,299.5,36.75,30.100000381469727,299.5,37.599998474121094,30.5,299.5,312295,1396854.0,0.0
2025-07-22,37.25,30.049999237060547,299.5,37.25,30.049999237060547,299.5,37.25,30.049999237060547,299.5,37.25,31.700000762939453,299.5,241657,2937600.0,0.0
2025-07-23,36.650001525878906,30.899999618530273,299.5,36.650001525878906,30.899999618530273,299.5,36.650001525878906,30.899999618530273,299.5,36.650001525878906,31.600000381469727,299.5,259320,1399510.0,0.0
2025-07-24,36.04999923706055,31.549999237060547,299.5,36.04999923706055,31.549999237060547,299.5,36.04999923706055,31.549999237060547,299.5,36.04999923706055,31.600000381469727,299.5,558107,958944.0,0.0
2025-07-25,35.25,31.149999618530273,299.5,35.25,31.149999618530273,299.5,35.25,31.149999618530273,299.5,35.25,31.149999618530273,299.5,304974,891444.0,0.0
2025-07-28,34.75,30.700000762939453,299.5,34.75,30.700000762939453,299.5,34.75,30.700000762939453,299.5,35.95000076293945,31.200000762939453,299.5,484239,628382.0,0.0
2025-07-29,35.849998474121094,30.950000762939453,299.5,35.849998474121094,30.950000762939453,299.5,35.849998474121094,30.950000762939453,299.5,36.20000076293945,30.950000762939453,299.5,327766,862753.0,0.0
2025-07-30,35.75,30.200000762939453,299.5,35.75,30.200000762939453,299.5,35.75,30.200000762939453,299.5,35.900001525878906,30.5,299.5,152443,514054.0,0.0
2025-07-31,36.0,30.399999618530273,299.5,36.0,30.399999618530273,299.5,36.0,30.399999618530273,299.5,36.0,30.75,299.5,170790,653629.0,0.0
2025-08-04,35.849998474121094,30.899999618530273,299.5,35.849998474121094,30.899999618530273,299.5,35.849998474121094,30.899999618530273,299.5,35.849998474121094,31.200000762939453,299.5,178755,710000.0,0.0
2025-08-05,35.650001525878906,31.5,299.5,35.650001525878906,31.5,299.5,35.650001525878906,31.5,299.5,36.75,31.950000762939453,299.5,421573,1202346.0,0.0
2025-08-06,33.349998474121094,31.600000381469727,299.5,33.349998474121094,31.600000381469727,299.5,33.349998474121094,31.600000381469727,299.5,33.400001525878906,31.600000381469727,299.5,3116471,761929.0,0.0
2025-08-07,32.45000076293945,31.049999237060547,299.5,32.45000076293945,31.049999237060547,299.5,32.45000076293945,31.049999237060547,299.5,32.75,31.350000381469727,299.5,1384515,504121.0,0.0
2025-08-08,31.549999237060547,30.950000762939453,299.5,31.549999237060547,30.950000762939453,299.5,31.549999237060547,30.950000762939453,299.5,32.5,32.25,299.5,1520826,1964264.0,0.0
2025-08-11,32.349998474121094,31.5,299.5,32.349998474121094,31.5,299.5,32.349998474121094,31.5,299.5,32.400001525878906,31.549999237060547,299.5,1151792,1290010.0,0.0
2025-08-12,31.75,31.5,299.5,31.75,31.5,299.5,31.75,31.5,299.5,37.0,31.75,299.5,4175005,794501.0,0.0
2025-08-13,40.45000076293945,31.450000762939453,299.5,40.45000076293945,31.450000762939453,299.5,40.45000076293945,31.450000762939453,299.5,40.70000076293945,33.25,299.5,5109470,2975900.0,0.0
2025-08-14,38.099998474121094,32.79999923706055,299.5,38.099998474121094,32.79999923706055,299.5,38.099998474121094,32.79999923706055,299.5,39.400001525878906,33.79999923706055,299.5,4936033,2580966.0,0.0
2025-08-15,37.099998474121094,32.900001525878906,299.5,37.099998474121094,32.900001525878906,299.5,37.099998474121094,32.900001525878906,299.5,37.599998474121094,33.25,299.5,2858958,1742296.0,0.0
2025-08-18,35.5,33.20000076293945,299.5,35.5,33.20000076293945,299.5,35.5,33.20000076293945,299.5,35.599998474121094,35.79999923706055,299.5,1667135,5702206.0,0.0
