Date,open,open,high,high,low,low,close,close,volume,volume
2025-01-02,63.29999923706055,24.518518447875977,63.29999923706055,24.518518447875977,63.29999923706055,24.8148136138916,63.29999923706055,24.8148136138916,192910,873987
2025-01-03,63.79999923706055,24.66666603088379,63.79999923706055,24.66666603088379,68.9000015258789,25.148147583007812,68.9000015258789,25.148147583007812,1529382,1396689
2025-01-06,68.30000305175781,24.44444465637207,68.30000305175781,24.44444465637207,72.0,25.074073791503906,72.0,25.074073791503906,1777607,2465804
2025-01-07,70.69999694824219,25.037036895751953,70.69999694824219,25.037036895751953,72.4000015258789,25.22222137451172,72.4000015258789,25.22222137451172,954965,1382255
2025-01-08,70.19999694824219,24.629629135131836,70.19999694824219,24.629629135131836,72.80000305175781,24.8148136138916,72.80000305175781,24.8148136138916,605307,532340
2025-01-09,72.19999694824219,24.592592239379883,72.19999694824219,24.592592239379883,73.0999984741211,24.92592430114746,73.0999984741211,24.92592430114746,706411,1247645
2025-01-10,69.9000015258789,24.8148136138916,69.9000015258789,24.8148136138916,70.9000015258789,25.037036895751953,70.9000015258789,25.037036895751953,431203,5241202
2025-01-13,70.0999984741211,23.22222137451172,70.0999984741211,23.22222137451172,70.0999984741211,23.333332061767578,70.0999984741211,23.333332061767578,531033,3207159
2025-01-14,67.5,23.185184478759766,67.5,23.185184478759766,69.9000015258789,23.370370864868164,69.9000015258789,23.370370864868164,365056,1388172
2025-01-15,69.5,23.370370864868164,69.5,23.370370864868164,70.69999694824219,23.592592239379883,70.69999694824219,23.592592239379883,290010,884799
2025-01-16,69.4000015258789,23.333332061767578,69.4000015258789,23.333332061767578,69.5999984741211,23.518518447875977,69.5999984741211,23.518518447875977,314017,1624552
2025-01-17,67.80000305175781,23.11111068725586,67.80000305175781,23.11111068725586,68.30000305175781,23.22222137451172,68.30000305175781,23.22222137451172,259002,599850
2025-01-20,69.0,23.037036895751953,69.0,23.037036895751953,69.0,23.518518447875977,69.0,23.518518447875977,113024,880083
2025-01-21,67.69999694824219,23.481481552124023,67.69999694824219,23.481481552124023,69.0,23.740739822387695,69.0,23.740739822387695,130000,585819
2025-01-22,68.5,23.703702926635742,68.5,23.703702926635742,70.5,23.888887405395508,70.5,23.888887405395508,520333,1457009
2025-02-03,68.9000015258789,23.8148136138916,68.9000015258789,23.8148136138916,71.80000305175781,24.703702926635742,71.80000305175781,24.703702926635742,458001,3178604
2025-02-04,70.9000015258789,24.592592239379883,70.9000015258789,24.592592239379883,71.0999984741211,24.66666603088379,71.0999984741211,24.66666603088379,250023,1622170
2025-02-05,70.19999694824219,24.333332061767578,70.19999694824219,24.333332061767578,75.69999694824219,24.370370864868164,75.69999694824219,24.370370864868164,1137176,881089
2025-02-06,76.0999984741211,24.296295166015625,76.0999984741211,24.296295166015625,76.80000305175781,24.518518447875977,76.80000305175781,24.518518447875977,1260027,1049815
2025-02-07,74.5999984741211,24.370370864868164,74.5999984741211,24.370370864868164,75.5999984741211,24.407407760620117,75.5999984741211,24.407407760620117,969050,1494171
2025-02-10,75.69999694824219,23.370370864868164,75.69999694824219,23.370370864868164,77.19999694824219,24.407407760620117,77.19999694824219,24.407407760620117,935101,1828564
2025-02-11,75.5,24.185184478759766,75.5,24.185184478759766,79.4000015258789,24.296295166015625,79.4000015258789,24.296295166015625,1337185,1128315
2025-02-12,77.19999694824219,24.296295166015625,77.19999694824219,24.296295166015625,79.9000015258789,24.92592430114746,79.9000015258789,24.92592430114746,1399033,3127194
2025-02-13,79.5,24.296295166015625,79.5,24.296295166015625,80.80000305175781,24.481481552124023,80.80000305175781,24.481481552124023,1124602,1043629
2025-02-14,81.5,24.296295166015625,81.5,24.296295166015625,82.5999984741211,24.518518447875977,82.5999984741211,24.518518447875977,1172609,1381287
2025-02-17,82.5999984741211,24.703702926635742,82.5999984741211,24.703702926635742,82.69999694824219,25.481481552124023,82.69999694824219,25.481481552124023,845852,4323987
2025-02-18,80.4000015258789,24.851850509643555,80.4000015258789,24.851850509643555,81.5,25.55555534362793,81.5,25.55555534362793,848382,2502983
2025-02-19,80.30000305175781,25.370370864868164,80.30000305175781,25.370370864868164,81.19999694824219,25.55555534362793,81.19999694824219,25.55555534362793,412560,1693147
2025-02-20,80.0999984741211,25.518518447875977,80.0999984741211,25.518518447875977,80.5999984741211,26.11111068725586,80.5999984741211,26.11111068725586,309013,4696928
2025-02-21,81.19999694824219,25.92592430114746,81.19999694824219,25.92592430114746,81.19999694824219,26.44444465637207,81.19999694824219,26.44444465637207,382064,3236152
2025-02-24,80.30000305175781,26.185184478759766,80.30000305175781,26.185184478759766,82.5,27.0,82.5,27.0,591697,7615506
2025-02-25,80.69999694824219,27.0,80.69999694824219,27.0,82.0,27.259258270263672,82.0,27.259258270263672,644125,4648907
2025-02-26,79.9000015258789,27.074073791503906,79.9000015258789,27.074073791503906,80.30000305175781,27.11111068725586,80.30000305175781,27.11111068725586,321000,3193947
2025-02-27,80.30000305175781,26.888887405395508,80.30000305175781,26.888887405395508,81.5999984741211,26.888887405395508,81.5999984741211,26.888887405395508,376235,2990443
2025-03-03,78.5,26.370370864868164,78.5,26.370370864868164,78.9000015258789,26.92592430114746,78.9000015258789,26.92592430114746,642771,2538306
2025-03-04,73.0,26.370370864868164,73.0,26.370370864868164,78.4000015258789,26.92592430114746,78.4000015258789,26.92592430114746,807390,3890930
2025-03-05,76.0999984741211,26.962961196899414,76.0999984741211,26.962961196899414,77.0,27.037036895751953,77.0,27.037036895751953,359000,4118922
2025-03-06,78.5999984741211,26.518518447875977,78.5999984741211,26.518518447875977,78.5999984741211,26.77777671813965,78.5999984741211,26.77777671813965,225080,1791197
2025-03-07,76.5,26.703702926635742,76.5,26.703702926635742,77.19999694824219,26.962961196899414,77.19999694824219,26.962961196899414,140601,2299610
2025-03-10,74.80000305175781,27.370370864868164,74.80000305175781,27.370370864868164,75.0999984741211,27.407407760620117,75.0999984741211,27.407407760620117,150061,7108404
2025-03-11,71.9000015258789,26.592592239379883,71.9000015258789,26.592592239379883,73.19999694824219,27.259258270263672,73.19999694824219,27.259258270263672,299006,11180326
2025-03-12,73.0,27.629629135131836,73.0,27.629629135131836,74.0,27.66666603088379,74.0,27.66666603088379,153004,24331002
2025-03-13,74.69999694824219,27.22222137451172,74.69999694824219,27.22222137451172,75.80000305175781,27.92592430114746,75.80000305175781,27.92592430114746,261001,15323349
2025-03-14,73.19999694824219,27.0,73.19999694824219,27.0,73.80000305175781,27.44444465637207,73.80000305175781,27.44444465637207,127000,7110472
2025-03-17,72.69999694824219,27.66666603088379,72.69999694824219,27.66666603088379,73.4000015258789,28.370370864868164,73.4000015258789,28.370370864868164,149000,21536316
2025-03-18,73.80000305175781,28.370370864868164,73.80000305175781,28.370370864868164,75.9000015258789,28.481481552124023,75.9000015258789,28.481481552124023,500088,11931206
2025-03-19,74.0,28.0,74.0,28.0,74.0,28.22222137451172,74.0,28.22222137451172,195120,5956868
2025-03-20,72.19999694824219,28.148147583007812,72.19999694824219,28.148147583007812,72.80000305175781,28.370370864868164,72.80000305175781,28.370370864868164,110012,9991891
2025-03-21,72.5,28.259258270263672,72.5,28.259258270263672,72.69999694824219,29.0,72.69999694824219,29.0,86050,21759333
2025-03-24,71.69999694824219,28.92592430114746,71.69999694824219,28.92592430114746,71.9000015258789,29.185184478759766,71.9000015258789,29.185184478759766,158000,11407126
2025-03-25,71.0,29.11111068725586,71.0,29.11111068725586,71.19999694824219,29.22222137451172,71.19999694824219,29.22222137451172,118000,9360681
2025-03-26,69.9000015258789,28.77777671813965,69.9000015258789,28.77777671813965,70.69999694824219,30.074073791503906,70.69999694824219,30.074073791503906,58001,17109354
2025-03-27,70.0,29.629629135131836,70.0,29.629629135131836,70.30000305175781,30.333332061767578,70.30000305175781,30.333332061767578,67353,14573304
2025-03-28,69.69999694824219,30.22222137451172,69.69999694824219,30.22222137451172,69.69999694824219,30.296295166015625,69.69999694824219,30.296295166015625,178155,13921320
2025-03-31,67.0,27.44444465637207,67.0,27.44444465637207,67.30000305175781,28.851850509643555,67.30000305175781,28.851850509643555,235261,10902189
2025-04-01,64.4000015258789,28.629629135131836,64.4000015258789,28.629629135131836,67.80000305175781,28.629629135131836,67.80000305175781,28.629629135131836,156011,7362520
2025-04-02,67.5,28.22222137451172,67.5,28.22222137451172,67.5999984741211,28.55555534362793,67.5999984741211,28.55555534362793,102021,5068943
2025-04-07,60.0,25.703702926635742,60.0,25.703702926635742,60.0,25.703702926635742,60.0,25.703702926635742,36132,1666866
2025-04-08,54.0,23.55555534362793,54.0,23.55555534362793,54.0,25.518518447875977,54.0,25.518518447875977,88082,15805650
2025-04-09,48.599998474121094,25.296295166015625,48.599998474121094,25.296295166015625,48.599998474121094,25.55555534362793,48.599998474121094,25.55555534362793,153094,15261404
2025-04-10,52.900001525878906,25.518518447875977,52.900001525878906,25.518518447875977,52.900001525878906,25.518518447875977,52.900001525878906,25.518518447875977,4155169,4253850
2025-04-11,39.849998474121094,24.8148136138916,39.849998474121094,24.8148136138916,41.599998474121094,25.22222137451172,41.599998474121094,25.22222137451172,3207310,7749257
2025-04-14,42.0,25.55555534362793,42.0,25.55555534362793,44.900001525878906,26.259258270263672,44.900001525878906,26.259258270263672,2229250,8590599
