Date,open,open,open,open,high,high,high,high,low,low,low,low,close,close,close,close,volume,volume,volume,volume
2025-01-16,60.70000076293945,20.649999618530273,29.268430709838867,32.849998474121094,60.70000076293945,20.649999618530273,29.268430709838867,32.849998474121094,60.70000076293945,20.649999618530273,29.268430709838867,32.849998474121094,60.70000076293945,20.649999618530273,29.268430709838867,32.849998474121094,243182,38200,27929,201217
2025-01-17,60.599998474121094,21.5,29.08550262451172,32.70000076293945,60.599998474121094,21.5,29.08550262451172,32.70000076293945,60.599998474121094,21.5,29.08550262451172,32.70000076293945,60.599998474121094,21.5,29.08550262451172,32.70000076293945,189300,624323,38270,201500
2025-01-20,61.29999923706055,21.399999618530273,29.451358795166016,32.599998474121094,61.29999923706055,21.399999618530273,29.451358795166016,32.599998474121094,61.29999923706055,21.399999618530273,29.451358795166016,32.599998474121094,61.29999923706055,21.399999618530273,29.451358795166016,32.599998474121094,581151,117720,16947,237000
2025-01-21,63.400001525878906,21.299999237060547,29.81721305847168,32.25,63.400001525878906,21.299999237060547,29.81721305847168,32.25,63.400001525878906,21.299999237060547,29.81721305847168,32.25,63.400001525878906,21.299999237060547,29.81721305847168,32.25,891123,85000,27906,1214010
2025-01-22,65.19999694824219,20.850000381469727,29.268430709838867,32.349998474121094,65.19999694824219,20.850000381469727,29.268430709838867,32.349998474121094,65.19999694824219,20.850000381469727,29.268430709838867,32.349998474121094,65.19999694824219,20.850000381469727,29.268430709838867,32.349998474121094,1245101,44350,25147,633600
2025-02-03,64.9000015258789,20.700000762939453,29.17696762084961,31.799999237060547,64.9000015258789,20.700000762939453,29.17696762084961,31.799999237060547,64.9000015258789,20.700000762939453,29.17696762084961,31.799999237060547,64.9000015258789,20.700000762939453,29.17696762084961,31.799999237060547,635103,44400,38268,365168
2025-02-04,64.0999984741211,20.799999237060547,29.268430709838867,32.29999923706055,64.0999984741211,20.799999237060547,29.268430709838867,32.29999923706055,64.0999984741211,20.799999237060547,29.268430709838867,32.29999923706055,64.0999984741211,20.799999237060547,29.268430709838867,32.29999923706055,344502,70875,21324,199353
2025-02-05,64.0999984741211,20.5,29.90867805480957,32.150001525878906,64.0999984741211,20.5,29.90867805480957,32.150001525878906,64.0999984741211,20.5,29.90867805480957,32.150001525878906,64.0999984741211,20.5,29.90867805480957,32.150001525878906,1010749,18231,54605,480700
2025-02-06,66.30000305175781,21.100000381469727,29.268430709838867,33.0,66.30000305175781,21.100000381469727,29.268430709838867,33.0,66.30000305175781,21.100000381469727,29.268430709838867,33.0,66.30000305175781,21.100000381469727,29.268430709838867,33.0,1828414,58005,47651,271241
2025-02-07,69.19999694824219,21.649999618530273,29.268430709838867,32.900001525878906,69.19999694824219,21.649999618530273,29.268430709838867,32.900001525878906,69.19999694824219,21.649999618530273,29.268430709838867,32.900001525878906,69.19999694824219,21.649999618530273,29.268430709838867,32.900001525878906,5670212,26855,32965,339376
2025-02-10,68.5999984741211,21.75,28.90257453918457,33.70000076293945,68.5999984741211,21.75,28.90257453918457,33.70000076293945,68.5999984741211,21.75,28.90257453918457,33.70000076293945,68.5999984741211,21.75,28.90257453918457,33.70000076293945,2600805,37131,41015,653217
2025-02-11,70.19999694824219,22.100000381469727,28.628183364868164,35.0,70.19999694824219,22.100000381469727,28.628183364868164,35.0,70.19999694824219,22.100000381469727,28.628183364868164,35.0,70.19999694824219,22.100000381469727,28.628183364868164,35.0,3280423,39020,19686,425666
2025-02-12,68.80000305175781,22.5,28.445255279541016,35.0,68.80000305175781,22.5,28.445255279541016,35.0,68.80000305175781,22.5,28.445255279541016,35.0,68.80000305175781,22.5,28.445255279541016,35.0,1747563,904889,48661,280400
2025-02-13,68.80000305175781,22.549999237060547,28.353792190551758,34.849998474121094,68.80000305175781,22.549999237060547,28.353792190551758,34.849998474121094,68.80000305175781,22.549999237060547,28.353792190551758,34.849998474121094,68.80000305175781,22.549999237060547,28.353792190551758,34.849998474121094,851860,76125,56034,164335
2025-02-14,68.19999694824219,22.549999237060547,28.353792190551758,35.150001525878906,68.19999694824219,22.549999237060547,28.353792190551758,35.150001525878906,68.19999694824219,22.549999237060547,28.353792190551758,35.150001525878906,68.19999694824219,22.549999237060547,28.353792190551758,35.150001525878906,634450,30008,59203,299135
2025-02-17,69.19999694824219,22.5,28.536720275878906,35.29999923706055,69.19999694824219,22.5,28.536720275878906,35.29999923706055,69.19999694824219,22.5,28.536720275878906,35.29999923706055,69.19999694824219,22.5,28.536720275878906,35.29999923706055,2501047,29035,32816,224959
2025-02-18,69.5999984741211,22.5,28.17086410522461,35.5,69.5999984741211,22.5,28.17086410522461,35.5,69.5999984741211,22.5,28.17086410522461,35.5,69.5999984741211,22.5,28.17086410522461,35.5,1362059,28150,88563,133683
2025-02-19,69.0,22.350000381469727,28.811111450195312,35.54999923706055,69.0,22.350000381469727,28.811111450195312,35.54999923706055,69.0,22.350000381469727,28.811111450195312,35.54999923706055,69.0,22.350000381469727,28.811111450195312,35.54999923706055,833221,54348,52663,234596
2025-02-20,69.4000015258789,23.0,28.536720275878906,35.900001525878906,69.4000015258789,23.0,28.536720275878906,35.900001525878906,69.4000015258789,23.0,28.536720275878906,35.900001525878906,69.4000015258789,23.0,28.536720275878906,35.900001525878906,700004,47559,38745,123219
2025-02-21,69.5,23.200000762939453,28.628183364868164,35.54999923706055,69.5,23.200000762939453,28.628183364868164,35.54999923706055,69.5,23.200000762939453,28.628183364868164,35.54999923706055,69.5,23.200000762939453,28.628183364868164,35.54999923706055,822250,81848,50844,129411
2025-02-24,69.5999984741211,22.799999237060547,28.628183364868164,35.29999923706055,69.5999984741211,22.799999237060547,28.628183364868164,35.29999923706055,69.5999984741211,22.799999237060547,28.628183364868164,35.29999923706055,69.5999984741211,22.799999237060547,28.628183364868164,35.29999923706055,478056,45732,83097,222357
2025-02-25,69.69999694824219,22.75,27.713544845581055,35.099998474121094,69.69999694824219,22.75,27.713544845581055,35.099998474121094,69.69999694824219,22.75,27.713544845581055,35.099998474121094,69.69999694824219,22.75,27.713544845581055,35.099998474121094,579100,28422,656749,198750
2025-02-26,69.0999984741211,23.0,27.2562255859375,34.900001525878906,69.0999984741211,23.0,27.2562255859375,34.900001525878906,69.0999984741211,23.0,27.2562255859375,34.900001525878906,69.0999984741211,23.0,27.2562255859375,34.900001525878906,2609357,26436,590648,90616
2025-02-27,69.19999694824219,22.600000381469727,23.2318172454834,35.0,69.19999694824219,22.600000381469727,23.2318172454834,35.0,69.19999694824219,22.600000381469727,23.2318172454834,35.0,69.19999694824219,22.600000381469727,23.2318172454834,35.0,955012,37566,543184,201852
2025-03-03,67.80000305175781,22.5,20.945220947265625,34.29999923706055,67.80000305175781,22.5,20.945220947265625,34.29999923706055,67.80000305175781,22.5,20.945220947265625,34.29999923706055,67.80000305175781,22.5,20.945220947265625,34.29999923706055,760080,32251,64620,162012
2025-03-04,67.0,22.5,18.933015823364258,34.29999923706055,67.0,22.5,18.933015823364258,34.29999923706055,67.0,22.5,18.933015823364258,34.29999923706055,67.0,22.5,18.933015823364258,34.29999923706055,391005,43150,135815,262250
2025-03-05,68.4000015258789,23.25,17.670814514160156,34.849998474121094,68.4000015258789,23.25,17.670814514160156,34.849998474121094,68.4000015258789,23.25,17.670814514160156,34.849998474121094,68.4000015258789,23.25,17.670814514160156,34.849998474121094,386012,16427,897368,174100
2025-03-06,68.5999984741211,22.600000381469727,17.670814514160156,34.900001525878906,68.5999984741211,22.600000381469727,17.670814514160156,34.900001525878906,68.5999984741211,22.600000381469727,17.670814514160156,34.900001525878906,68.5999984741211,22.600000381469727,17.670814514160156,34.900001525878906,726467,29008,727604,156658
2025-03-07,66.9000015258789,22.700000762939453,17.5793514251709,34.20000076293945,66.9000015258789,22.700000762939453,17.5793514251709,34.20000076293945,66.9000015258789,22.700000762939453,17.5793514251709,34.20000076293945,66.9000015258789,22.700000762939453,17.5793514251709,34.20000076293945,715336,62256,301857,177204
2025-03-10,66.4000015258789,22.25,16.408613204956055,33.5,66.4000015258789,22.25,16.408613204956055,33.5,66.4000015258789,22.25,16.408613204956055,33.5,66.4000015258789,22.25,16.408613204956055,33.5,500020,20165,412353,214002
2025-03-11,64.19999694824219,22.200000762939453,14.634215354919434,33.29999923706055,64.19999694824219,22.200000762939453,14.634215354919434,33.29999923706055,64.19999694824219,22.200000762939453,14.634215354919434,33.29999923706055,64.19999694824219,22.200000762939453,14.634215354919434,33.29999923706055,681010,55000,224578,418200
2025-03-12,64.80000305175781,22.399999618530273,15.530561447143555,33.54999923706055,64.80000305175781,22.399999618530273,15.530561447143555,33.54999923706055,64.80000305175781,22.399999618530273,15.530561447143555,33.54999923706055,64.80000305175781,22.399999618530273,15.530561447143555,33.54999923706055,392001,44330,156137,248436
2025-03-13,65.19999694824219,22.0,15.091533660888672,33.900001525878906,65.19999694824219,22.0,15.091533660888672,33.900001525878906,65.19999694824219,22.0,15.091533660888672,33.900001525878906,65.19999694824219,22.0,15.091533660888672,33.900001525878906,348102,91055,185021,201011
2025-03-14,65.30000305175781,21.799999237060547,15.58543872833252,33.20000076293945,65.30000305175781,21.799999237060547,15.58543872833252,33.20000076293945,65.30000305175781,21.799999237060547,15.58543872833252,33.20000076293945,65.30000305175781,21.799999237060547,15.58543872833252,33.20000076293945,778192,73000,103871,243007
2025-03-17,66.4000015258789,22.200000762939453,15.237875938415527,34.04999923706055,66.4000015258789,22.200000762939453,15.237875938415527,34.04999923706055,66.4000015258789,22.200000762939453,15.237875938415527,34.04999923706055,66.4000015258789,22.200000762939453,15.237875938415527,34.04999923706055,363024,41745,98413,127259
2025-03-18,65.4000015258789,22.049999237060547,15.292755126953125,34.0,65.4000015258789,22.049999237060547,15.292755126953125,34.0,65.4000015258789,22.049999237060547,15.292755126953125,34.0,65.4000015258789,22.049999237060547,15.292755126953125,34.0,144037,92001,56338,117595
2025-03-19,66.0,22.799999237060547,15.365925788879395,33.70000076293945,66.0,22.799999237060547,15.365925788879395,33.70000076293945,66.0,22.799999237060547,15.365925788879395,33.70000076293945,66.0,22.799999237060547,15.365925788879395,33.70000076293945,293013,117471,69463,175712
2025-03-20,65.30000305175781,22.5,15.548853874206543,33.70000076293945,65.30000305175781,22.5,15.548853874206543,33.70000076293945,65.30000305175781,22.5,15.548853874206543,33.70000076293945,65.30000305175781,22.5,15.548853874206543,33.70000076293945,229259,70545,59600,153465
2025-03-21,65.80000305175781,22.549999237060547,14.83543586730957,34.0,65.80000305175781,22.549999237060547,14.83543586730957,34.0,65.80000305175781,22.549999237060547,14.83543586730957,34.0,65.80000305175781,22.549999237060547,14.83543586730957,34.0,743076,44351,101054,114587
2025-03-24,65.30000305175781,22.450000762939453,15.548853874206543,33.79999923706055,65.30000305175781,22.450000762939453,15.548853874206543,33.79999923706055,65.30000305175781,22.450000762939453,15.548853874206543,33.79999923706055,65.30000305175781,22.450000762939453,15.548853874206543,33.79999923706055,339015,41199,84744,209489
2025-03-25,65.5,22.049999237060547,14.798850059509277,33.79999923706055,65.5,22.049999237060547,14.798850059509277,33.79999923706055,65.5,22.049999237060547,14.798850059509277,33.79999923706055,65.5,22.049999237060547,14.798850059509277,33.79999923706055,311003,37050,52266,279300
2025-03-26,64.0999984741211,22.0,14.707386016845703,33.0,64.0999984741211,22.0,14.707386016845703,33.0,64.0999984741211,22.0,14.707386016845703,33.0,64.0999984741211,22.0,14.707386016845703,33.0,483002,52961,42880,185687
2025-03-27,64.5,22.100000381469727,15.018362998962402,32.25,64.5,22.100000381469727,15.018362998962402,32.25,64.5,22.100000381469727,15.018362998962402,32.25,64.5,22.100000381469727,15.018362998962402,32.25,371078,23000,84802,170056
2025-03-28,64.0,21.299999237060547,14.634215354919434,32.20000076293945,64.0,21.299999237060547,14.634215354919434,32.20000076293945,64.0,21.299999237060547,14.634215354919434,32.20000076293945,64.0,21.299999237060547,14.634215354919434,32.20000076293945,672051,82171,111580,521552
2025-03-31,63.599998474121094,20.600000381469727,12.914694786071777,30.799999237060547,63.599998474121094,20.600000381469727,12.914694786071777,30.799999237060547,63.599998474121094,20.600000381469727,12.914694786071777,30.799999237060547,63.599998474121094,20.600000381469727,12.914694786071777,30.799999237060547,3877008,100999,80981,753030
2025-04-01,60.79999923706055,19.549999237060547,12.676889419555664,29.600000381469727,60.79999923706055,19.549999237060547,12.676889419555664,29.600000381469727,60.79999923706055,19.549999237060547,12.676889419555664,29.600000381469727,60.79999923706055,19.549999237060547,12.676889419555664,29.600000381469727,2833200,232100,39431,290126
2025-04-02,62.20000076293945,19.600000381469727,13.006158828735352,30.100000381469727,62.20000076293945,19.600000381469727,13.006158828735352,30.100000381469727,62.20000076293945,19.600000381469727,13.006158828735352,30.100000381469727,62.20000076293945,19.600000381469727,13.006158828735352,30.100000381469727,815151,905770,83641,88494
2025-04-07,55.79999923706055,17.899999618530273,11.634201049804688,27.200000762939453,55.79999923706055,17.899999618530273,11.634201049804688,27.200000762939453,55.79999923706055,17.899999618530273,11.634201049804688,27.200000762939453,55.79999923706055,17.899999618530273,11.634201049804688,27.200000762939453,71210,14697,14873,90130
2025-04-08,50.29999923706055,16.200000762939453,10.481756210327148,24.5,50.29999923706055,16.200000762939453,10.481756210327148,24.5,50.29999923706055,16.200000762939453,10.481756210327148,24.5,50.29999923706055,16.200000762939453,10.481756210327148,24.5,1084077,116422,131746,275195
2025-04-09,46.95000076293945,16.149999618530273,10.975661277770996,22.049999237060547,46.95000076293945,16.149999618530273,10.975661277770996,22.049999237060547,46.95000076293945,16.149999618530273,10.975661277770996,22.049999237060547,46.95000076293945,16.149999618530273,10.975661277770996,22.049999237060547,1157052,89882,99001,1346867
2025-04-10,49.79999923706055,15.0,10.756148338317871,24.25,49.79999923706055,15.0,10.756148338317871,24.25,49.79999923706055,15.0,10.756148338317871,24.25,49.79999923706055,15.0,10.756148338317871,24.25,1156300,1152228,83641,691000
2025-04-11,46.0,14.199999809265137,10.792733192443848,24.799999237060547,46.0,14.199999809265137,10.792733192443848,24.799999237060547,46.0,14.199999809265137,10.792733192443848,24.799999237060547,46.0,14.199999809265137,10.792733192443848,24.799999237060547,1102104,331261,20229,701050
2025-04-14,49.900001525878906,15.75,10.609806060791016,25.200000762939453,49.900001525878906,15.75,10.609806060791016,25.200000762939453,49.900001525878906,15.75,10.609806060791016,25.200000762939453,49.900001525878906,15.75,10.609806060791016,25.200000762939453,1068282,80437,106638,544919
2025-04-15,51.099998474121094,15.350000381469727,11.176881790161133,27.450000762939453,51.099998474121094,15.350000381469727,11.176881790161133,27.450000762939453,51.099998474121094,15.350000381469727,11.176881790161133,27.450000762939453,51.099998474121094,15.350000381469727,11.176881790161133,27.450000762939453,752168,197080,30802,328000
2025-04-16,52.5,16.549999237060547,11.890299797058105,29.899999618530273,52.5,16.549999237060547,11.890299797058105,29.899999618530273,52.5,16.549999237060547,11.890299797058105,29.899999618530273,52.5,16.549999237060547,11.890299797058105,29.899999618530273,456201,103000,51934,2241493
2025-04-17,52.79999923706055,15.800000190734863,12.292740821838379,28.399999618530273,52.79999923706055,15.800000190734863,12.292740821838379,28.399999618530273,52.79999923706055,15.800000190734863,12.292740821838379,28.399999618530273,52.79999923706055,15.800000190734863,12.292740821838379,28.399999618530273,1053114,46019,53575,513002
2025-04-18,52.70000076293945,16.25,12.951279640197754,28.399999618530273,52.70000076293945,16.25,12.951279640197754,28.399999618530273,52.70000076293945,16.25,12.951279640197754,28.399999618530273,52.70000076293945,16.25,12.951279640197754,28.399999618530273,2823755,309721,27973,238015
2025-04-21,57.400001525878906,17.25,13.006158828735352,28.450000762939453,57.400001525878906,17.25,13.006158828735352,28.450000762939453,57.400001525878906,17.25,13.006158828735352,28.450000762939453,57.400001525878906,17.25,13.006158828735352,28.450000762939453,3662180,465800,68882,328112
2025-04-22,53.0,16.649999618530273,12.219569206237793,26.950000762939453,53.0,16.649999618530273,12.219569206237793,26.950000762939453,53.0,16.649999618530273,12.219569206237793,26.950000762939453,53.0,16.649999618530273,12.219569206237793,26.950000762939453,825251,71884,13121,400459
2025-04-23,55.0,17.299999237060547,11.890299797058105,27.049999237060547,55.0,17.299999237060547,11.890299797058105,27.049999237060547,55.0,17.299999237060547,11.890299797058105,27.049999237060547,55.0,17.299999237060547,11.890299797058105,27.049999237060547,854075,67297,20774,303001
2025-04-24,55.099998474121094,16.950000762939453,11.615907669067383,27.5,55.099998474121094,16.950000762939453,11.615907669067383,27.5,55.099998474121094,16.950000762939453,11.615907669067383,27.5,55.099998474121094,16.950000762939453,11.615907669067383,27.5,412000,54296,18588,1654106
2025-04-25,55.20000076293945,17.100000381469727,11.286638259887695,28.200000762939453,55.20000076293945,17.100000381469727,11.286638259887695,28.200000762939453,55.20000076293945,17.100000381469727,11.286638259887695,28.200000762939453,55.20000076293945,17.100000381469727,11.286638259887695,28.200000762939453,2270151,24228,5468,462208
2025-04-28,57.5,16.850000381469727,11.341517448425293,28.200000762939453,57.5,16.850000381469727,11.341517448425293,28.200000762939453,57.5,16.850000381469727,11.341517448425293,28.200000762939453,57.5,16.850000381469727,11.341517448425293,28.200000762939453,746050,52100,38813,398224
2025-04-29,57.0,17.299999237060547,11.615907669067383,29.0,57.0,17.299999237060547,11.615907669067383,29.0,57.0,17.299999237060547,11.615907669067383,29.0,57.0,17.299999237060547,11.615907669067383,29.0,464000,116000,7653,332125
2025-04-30,58.0,17.75,12.164690971374512,28.850000381469727,58.0,17.75,12.164690971374512,28.850000381469727,58.0,17.75,12.164690971374512,28.850000381469727,58.0,17.75,12.164690971374512,28.850000381469727,1186593,24000,22455,509062
2025-05-02,59.29999923706055,18.149999618530273,11.890299797058105,28.700000762939453,59.29999923706055,18.149999618530273,11.890299797058105,28.700000762939453,59.29999923706055,18.149999618530273,11.890299797058105,28.700000762939453,59.29999923706055,18.149999618530273,11.890299797058105,28.700000762939453,627028,69010,10934,384195
2025-05-05,59.0,17.700000762939453,11.615907669067383,28.850000381469727,59.0,17.700000762939453,11.615907669067383,28.850000381469727,59.0,17.700000762939453,11.615907669067383,28.850000381469727,59.0,17.700000762939453,11.615907669067383,28.850000381469727,1123445,23013,20218,376030
2025-05-06,58.70000076293945,17.0,12.073226928710938,27.200000762939453,58.70000076293945,17.0,12.073226928710938,27.200000762939453,58.70000076293945,17.0,12.073226928710938,27.200000762939453,58.70000076293945,17.0,12.073226928710938,27.200000762939453,2296190,44000,30889,142012
2025-05-07,62.0,17.200000762939453,11.817129135131836,27.549999237060547,62.0,17.200000762939453,11.817129135131836,27.549999237060547,62.0,17.200000762939453,11.817129135131836,27.549999237060547,62.0,17.200000762939453,11.817129135131836,27.549999237060547,1562514,52022,16372,83002
2025-05-08,64.30000305175781,18.299999237060547,11.451272964477539,28.200000762939453,64.30000305175781,18.299999237060547,11.451272964477539,28.200000762939453,64.30000305175781,18.299999237060547,11.451272964477539,28.200000762939453,64.30000305175781,18.299999237060547,11.451272964477539,28.200000762939453,1091217,944408,51208,265001
2025-05-09,63.70000076293945,17.649999618530273,11.359808921813965,28.600000381469727,63.70000076293945,17.649999618530273,11.359808921813965,28.600000381469727,63.70000076293945,17.649999618530273,11.359808921813965,28.600000381469727,63.70000076293945,17.649999618530273,11.359808921813965,28.600000381469727,465233,86711,38813,218100
2025-05-12,63.79999923706055,17.649999618530273,11.670785903930664,27.850000381469727,63.79999923706055,17.649999618530273,11.670785903930664,27.850000381469727,63.79999923706055,17.649999618530273,11.670785903930664,27.850000381469727,63.79999923706055,17.649999618530273,11.670785903930664,27.850000381469727,509292,59703,12574,297836
2025-05-13,64.9000015258789,18.100000381469727,12.073226928710938,28.899999618530273,64.9000015258789,18.100000381469727,12.073226928710938,28.899999618530273,64.9000015258789,18.100000381469727,12.073226928710938,28.899999618530273,64.9000015258789,18.100000381469727,12.073226928710938,28.899999618530273,823296,71265,22413,330000
2025-05-14,64.0999984741211,18.549999237060547,11.743956565856934,28.549999237060547,64.0999984741211,18.549999237060547,11.743956565856934,28.549999237060547,64.0999984741211,18.549999237060547,11.743956565856934,28.549999237060547,64.0999984741211,18.549999237060547,11.743956565856934,28.549999237060547,697206,67213,17493,401200
2025-05-15,64.4000015258789,18.399999618530273,11.743956565856934,28.450000762939453,64.4000015258789,18.399999618530273,11.743956565856934,28.450000762939453,64.4000015258789,18.399999618530273,11.743956565856934,28.450000762939453,64.4000015258789,18.399999618530273,11.743956565856934,28.450000762939453,414081,65020,4421,189003
2025-05-16,64.5,18.600000381469727,12.054935455322266,28.049999237060547,64.5,18.600000381469727,12.054935455322266,28.049999237060547,64.5,18.600000381469727,12.054935455322266,28.049999237060547,64.5,18.600000381469727,12.054935455322266,28.049999237060547,721107,76254,14213,506025
2025-05-19,65.0999984741211,18.049999237060547,11.615907669067383,27.649999618530273,65.0999984741211,18.049999237060547,11.615907669067383,27.649999618530273,65.0999984741211,18.049999237060547,11.615907669067383,27.649999618530273,65.0999984741211,18.049999237060547,11.615907669067383,27.649999618530273,543152,148704,33626,165004
2025-05-20,63.70000076293945,18.200000762939453,11.707371711730957,27.350000381469727,63.70000076293945,18.200000762939453,11.707371711730957,27.350000381469727,63.70000076293945,18.200000762939453,11.707371711730957,27.350000381469727,63.70000076293945,18.200000762939453,11.707371711730957,27.350000381469727,300000,34126,9294,167084
2025-05-21,63.29999923706055,18.200000762939453,11.945178031921387,27.600000381469727,63.29999923706055,18.200000762939453,11.945178031921387,27.600000381469727,63.29999923706055,18.200000762939453,11.945178031921387,27.600000381469727,63.29999923706055,18.200000762939453,11.945178031921387,27.600000381469727,289384,36000,13121,106584
2025-05-22,63.599998474121094,17.75,11.615907669067383,27.200000762939453,63.599998474121094,17.75,11.615907669067383,27.200000762939453,63.599998474121094,17.75,11.615907669067383,27.200000762939453,63.599998474121094,17.75,11.615907669067383,27.200000762939453,288080,57000,13666,109000
2025-05-23,63.400001525878906,18.049999237060547,11.085417747497559,27.200000762939453,63.400001525878906,18.049999237060547,11.085417747497559,27.200000762939453,63.400001525878906,18.049999237060547,11.085417747497559,27.200000762939453,63.400001525878906,18.049999237060547,11.085417747497559,27.200000762939453,407000,54855,18641,118573
2025-05-26,63.79999923706055,18.149999618530273,11.872007369995117,27.100000381469727,63.79999923706055,18.149999618530273,11.872007369995117,27.100000381469727,63.79999923706055,18.149999618530273,11.872007369995117,27.100000381469727,63.79999923706055,18.149999618530273,11.872007369995117,27.100000381469727,544001,73214,13675,148026
2025-05-27,64.30000305175781,18.200000762939453,11.890299797058105,27.100000381469727,64.30000305175781,18.200000762939453,11.890299797058105,27.100000381469727,64.30000305175781,18.200000762939453,11.890299797058105,27.100000381469727,64.30000305175781,18.200000762939453,11.890299797058105,27.100000381469727,398000,109120,15853,238159
2025-05-28,65.0,19.149999618530273,11.579322814941406,26.399999618530273,65.0,19.149999618530273,11.579322814941406,26.399999618530273,65.0,19.149999618530273,11.579322814941406,26.399999618530273,65.0,19.149999618530273,11.579322814941406,26.399999618530273,686769,51054,3281,246083
2025-05-29,65.19999694824219,18.899999618530273,11.542737007141113,26.700000762939453,65.19999694824219,18.899999618530273,11.542737007141113,26.700000762939453,65.19999694824219,18.899999618530273,11.542737007141113,26.700000762939453,65.19999694824219,18.899999618530273,11.542737007141113,26.700000762939453,561726,445046,4977,281302
2025-06-02,63.5,18.799999237060547,11.524443626403809,26.75,63.5,18.799999237060547,11.524443626403809,26.75,63.5,18.799999237060547,11.524443626403809,26.75,63.5,18.799999237060547,11.524443626403809,26.75,383002,129120,17494,268625
2025-06-03,63.599998474121094,18.299999237060547,11.158589363098145,26.200000762939453,63.599998474121094,18.299999237060547,11.158589363098145,26.200000762939453,63.599998474121094,18.299999237060547,11.158589363098145,26.200000762939453,63.599998474121094,18.299999237060547,11.158589363098145,26.200000762939453,625398,149591,11484,212001
2025-06-04,65.5,19.100000381469727,11.176881790161133,26.25,65.5,19.100000381469727,11.176881790161133,26.25,65.5,19.100000381469727,11.176881790161133,26.25,65.5,19.100000381469727,11.176881790161133,26.25,923269,53091,8200,154001
2025-06-05,65.30000305175781,18.549999237060547,11.286638259887695,26.649999618530273,65.30000305175781,18.549999237060547,11.286638259887695,26.649999618530273,65.30000305175781,18.549999237060547,11.286638259887695,26.649999618530273,65.30000305175781,18.549999237060547,11.286638259887695,26.649999618530273,569420,62278,36244,120001
2025-06-06,65.4000015258789,18.450000762939453,11.689079284667969,26.549999237060547,65.4000015258789,18.450000762939453,11.689079284667969,26.549999237060547,65.4000015258789,18.450000762939453,11.689079284667969,26.549999237060547,65.4000015258789,18.450000762939453,11.689079284667969,26.549999237060547,595269,67955,3754,158004
2025-06-09,63.29999923706055,18.299999237060547,11.670785903930664,26.5,63.29999923706055,18.299999237060547,11.670785903930664,26.5,63.29999923706055,18.299999237060547,11.670785903930664,26.5,63.29999923706055,18.299999237060547,11.670785903930664,26.5,2065176,61021,18039,167000
2025-06-10,60.0,18.799999237060547,11.432979583740234,26.049999237060547,60.0,18.799999237060547,11.432979583740234,26.049999237060547,60.0,18.799999237060547,11.432979583740234,26.049999237060547,60.0,18.799999237060547,11.432979583740234,26.049999237060547,909950,63099,20773,393010
