date,open,high,low,close,volume
2025-01-02,27.6,28.05,27.6,27.75,5491609
2025-01-03,27.75,27.9,27.6,27.75,3110093
2025-01-06,27.75,27.8,27.6,27.65,3543139
2025-01-07,27.65,27.75,27.55,27.55,3639958
2025-01-08,27.55,27.65,27.5,27.55,2715647
2025-01-09,27.55,27.6,27.1,27.15,7273567
2025-01-10,27.15,27.6,27.05,27.3,5087330
2025-01-13,27.35,27.4,26.8,27.0,7775062
2025-01-14,27.0,27.25,26.95,27.2,4013115
2025-01-15,27.2,27.25,26.9,27.05,3200941
2025-01-16,27.2,27.3,27.1,27.1,3031900
2025-01-17,27.35,27.85,27.15,27.6,9000971
2025-01-20,27.7,27.7,27.35,27.5,4483618
2025-01-21,27.5,27.7,27.45,27.55,3546236
2025-01-22,27.6,27.85,27.55,27.75,6611947
2025-02-03,27.7,27.75,27.05,27.3,8850197
2025-02-04,27.35,27.45,27.1,27.1,4688351
2025-02-05,27.2,27.5,27.15,27.35,3557209
2025-02-06,27.35,27.4,27.2,27.25,3510579
2025-02-07,27.25,27.3,27.15,27.25,3127764
2025-02-10,27.2,27.35,27.1,27.2,4516932
2025-02-11,27.4,27.7,27.3,27.35,5492866
2025-02-12,28.2,29.25,28.15,28.3,41579888
2025-02-13,28.55,29.0,28.4,28.65,21252807
2025-02-14,28.7,29.0,28.2,28.5,13341820
2025-02-17,28.6,28.8,28.4,28.65,11566402
2025-02-18,28.8,28.95,28.6,28.85,14990360
2025-02-19,29.0,29.1,28.4,28.6,13763329
2025-02-20,28.65,28.7,28.3,28.35,8492026
2025-02-21,28.35,28.45,28.2,28.25,5906230
2025-02-24,28.25,28.35,28.05,28.1,6356374
2025-02-25,28.05,28.1,27.9,27.9,5196066
2025-02-26,28.0,28.15,27.9,28.05,5459634
2025-02-27,28.1,28.2,27.85,28.2,34913890
2025-03-03,28.0,28.0,27.8,27.9,6544739
2025-03-04,27.9,28.2,27.7,27.95,7272219
2025-03-05,27.95,28.1,27.95,27.95,3502315
2025-03-06,28.0,28.2,27.95,28.0,4499077
2025-03-07,28.0,28.3,27.8,28.3,6978489
2025-03-10,28.3,28.35,28.0,28.05,3951427
2025-03-11,27.8,28.1,27.55,28.1,8247824
2025-03-12,28.05,28.05,27.8,27.85,5740233
2025-03-13,27.95,28.0,27.55,27.55,5665945
2025-03-14,27.55,27.6,27.25,27.55,5213514
2025-03-17,27.45,27.5,27.3,27.35,4696297
2025-03-18,27.35,27.5,27.25,27.25,4204504
2025-03-19,27.25,27.3,27.1,27.1,4189487
2025-03-20,27.15,27.2,27.0,27.1,6778440
2025-03-21,27.15,27.15,27.0,27.1,3312285
2025-03-24,27.1,27.15,27.0,27.0,3490151
2025-03-25,27.1,27.1,26.85,26.95,7601550
2025-03-26,26.95,27.1,26.9,26.9,5044633
2025-03-27,26.9,26.9,26.7,26.75,6882452
2025-03-28,26.75,26.75,26.2,26.35,8420859
2025-03-31,26.2,26.25,25.9,25.95,10096346
2025-04-01,26.0,26.1,25.8,26.05,6570270
2025-04-02,26.05,26.05,25.85,26.0,2928773
2025-04-07,23.4,23.4,23.4,23.4,7187638
2025-04-08,21.35,23.35,21.35,23.2,16938693
2025-04-09,23.2,23.4,22.0,22.15,14185649
2025-04-10,24.3,24.35,24.0,24.35,5450527
2025-04-11,24.35,26.0,23.4,25.45,14283154
2025-04-14,25.8,26.15,25.0,25.0,8860364
2025-04-15,25.05,25.15,24.9,25.05,3571014
2025-04-16,25.0,25.1,24.75,24.85,3166022
2025-04-17,24.85,24.9,24.5,24.65,2083782
2025-04-18,24.75,24.8,24.55,24.65,2071260
2025-04-21,24.65,24.65,24.0,24.0,2986312
2025-04-22,24.0,24.0,23.6,23.6,3143953
2025-04-23,23.8,24.1,23.6,24.1,2523529
2025-04-24,24.15,24.15,23.9,24.0,1260376
2025-04-25,24.1,24.25,24.0,24.0,2169832
2025-04-28,24.0,24.0,23.9,24.0,1975255
2025-04-29,24.0,24.1,23.85,24.1,1829516
2025-04-30,24.1,24.25,23.95,24.25,4099803
2025-05-02,24.25,24.7,24.1,24.6,4312227
2025-05-05,25.3,25.95,25.25,25.35,13574583
