Date,open,high,low,close,volume
2025-01-02,58.0,58.79999923706055,57.29999923706055,57.900001525878906,4190642
2025-01-03,58.099998474121094,58.5,56.79999923706055,57.099998474121094,4104721
2025-01-06,57.099998474121094,58.0,56.79999923706055,57.599998474121094,3108650
2025-01-07,58.0,58.5,57.400001525878906,57.79999923706055,2411957
2025-01-08,57.599998474121094,58.20000076293945,57.400001525878906,58.20000076293945,2057299
2025-01-09,58.20000076293945,58.400001525878906,55.599998474121094,55.70000076293945,3901519
2025-01-10,55.5,58.79999923706055,55.400001525878906,58.79999923706055,7695544
2025-01-13,59.0,59.70000076293945,57.400001525878906,59.099998474121094,10247517
2025-01-14,59.099998474121094,59.70000076293945,57.900001525878906,59.400001525878906,8132586
2025-01-15,59.099998474121094,59.29999923706055,57.0,57.0,3885177
2025-01-16,57.79999923706055,58.20000076293945,56.599998474121094,57.5,3374416
2025-01-17,57.79999923706055,59.400001525878906,56.79999923706055,59.20000076293945,8435942
2025-01-20,58.79999923706055,58.79999923706055,57.79999923706055,57.900001525878906,2471505
2025-01-21,58.29999923706055,58.599998474121094,57.099998474121094,57.099998474121094,2483600
2025-01-22,57.5,57.5,56.599998474121094,57.5,1515362
2025-02-03,56.5,57.5,56.29999923706055,56.5,1849669
2025-02-04,57.20000076293945,57.20000076293945,56.099998474121094,56.5,975828
2025-02-05,57.099998474121094,57.79999923706055,56.79999923706055,57.79999923706055,1730917
2025-02-06,57.79999923706055,57.79999923706055,57.099998474121094,57.5,1039081
2025-02-07,57.400001525878906,57.70000076293945,56.900001525878906,57.099998474121094,1627036
2025-02-10,57.099998474121094,57.5,56.400001525878906,57.20000076293945,1277170
2025-02-11,57.20000076293945,57.70000076293945,57.20000076293945,57.400001525878906,888100
2025-02-12,57.29999923706055,60.900001525878906,57.29999923706055,60.599998474121094,13634752
2025-02-13,61.5,66.5999984741211,60.900001525878906,66.5999984741211,35161029
2025-02-14,69.5999984741211,70.4000015258789,65.80000305175781,65.80000305175781,83101537
2025-02-17,66.4000015258789,70.5,66.0999984741211,70.5,47008275
2025-02-18,71.19999694824219,71.19999694824219,68.80000305175781,70.0,24287948
2025-02-19,70.5,70.69999694824219,67.30000305175781,69.0999984741211,17736358
2025-02-20,69.30000305175781,72.19999694824219,67.19999694824219,67.19999694824219,41688135
2025-02-21,67.30000305175781,69.0,66.0,66.5,22516642
2025-02-24,68.0999984741211,73.0999984741211,68.0,73.0999984741211,75636206
2025-02-25,73.9000015258789,74.80000305175781,70.5999984741211,72.30000305175781,72594256
2025-02-26,73.5,74.5999984741211,71.5999984741211,71.69999694824219,26176163
2025-02-27,72.0999984741211,78.0,71.5,73.69999694824219,88004958
2025-03-03,70.0999984741211,72.4000015258789,69.5,71.4000015258789,23135346
2025-03-04,71.4000015258789,75.19999694824219,70.30000305175781,75.19999694824219,32843502
2025-03-05,77.0,77.0,73.0999984741211,73.80000305175781,32183525
2025-03-06,73.80000305175781,74.5,72.30000305175781,72.30000305175781,16114408
2025-03-07,73.0,75.19999694824219,71.4000015258789,72.4000015258789,30200177
2025-03-10,73.19999694824219,74.5,71.5,73.80000305175781,17344558
2025-03-11,72.0999984741211,74.4000015258789,71.80000305175781,73.80000305175781,14654507
2025-03-12,74.5,75.0,70.4000015258789,70.5999984741211,23603811
2025-03-13,71.5,72.80000305175781,70.19999694824219,70.69999694824219,19995249
2025-03-14,71.0,76.4000015258789,70.0,75.5,45031472
2025-03-17,75.5,75.5,73.0999984741211,73.5,17452245
2025-03-18,73.5,74.30000305175781,72.5,73.5,10041894
2025-03-19,74.0,74.9000015258789,72.5999984741211,72.69999694824219,15306653
2025-03-20,72.69999694824219,73.0,70.80000305175781,71.5999984741211,12541674
2025-03-21,71.9000015258789,72.30000305175781,71.0,71.0,6848791
2025-03-24,71.19999694824219,72.30000305175781,70.80000305175781,70.9000015258789,5691840
2025-03-25,71.9000015258789,71.9000015258789,70.0,70.19999694824219,5002546
2025-03-26,70.30000305175781,71.19999694824219,70.0999984741211,70.30000305175781,2706402
2025-03-27,70.5,71.4000015258789,69.0,69.0,8375053
2025-03-28,68.9000015258789,69.0,67.0,67.4000015258789,8291170
2025-03-31,65.5,66.5,64.4000015258789,64.4000015258789,6779933
2025-04-01,64.5,66.0,64.0999984741211,64.69999694824219,5056162
2025-04-02,64.5,66.0999984741211,64.0999984741211,64.80000305175781,2949757
2025-04-07,58.400001525878906,58.400001525878906,58.400001525878906,58.400001525878906,418660
2025-04-08,52.599998474121094,54.900001525878906,52.599998474121094,52.599998474121094,9791479
2025-04-09,50.20000076293945,50.29999923706055,47.349998474121094,47.349998474121094,11306783
2025-04-10,52.0,52.0,51.5,51.900001525878906,15651489
2025-04-11,50.099998474121094,52.79999923706055,48.5,50.79999923706055,29758823
2025-04-14,51.79999923706055,54.70000076293945,51.79999923706055,53.0,19020009
2025-04-15,53.400001525878906,54.29999923706055,53.0,53.70000076293945,7448501
2025-04-16,53.20000076293945,53.29999923706055,51.70000076293945,51.70000076293945,6950784
2025-04-17,51.400001525878906,52.79999923706055,51.099998474121094,52.0,3563217
2025-04-18,52.70000076293945,53.29999923706055,52.29999923706055,52.599998474121094,6886343
2025-04-21,52.29999923706055,53.70000076293945,50.79999923706055,51.0,10925406
2025-04-22,50.29999923706055,51.20000076293945,49.849998474121094,50.599998474121094,3466440
2025-04-23,52.20000076293945,53.20000076293945,51.900001525878906,52.900001525878906,5047752
