Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,17545.0,6.494688922610015,47.8550402,272756.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4860.0,3.9572192513368987,120.2988996,2475286.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4250.0,2.781136638452237,119.254065,2805978.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,5380.0,8.796764408493427,88.2117712,1639624.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,10700.0,3.033220991815118,21.975232,205376.0,一般,穎崴,一般,0,0,0,0
2059.TW,4055.0,3.70843989769821,28.49071385,702607.0,一般,川湖,一般,0,0,0,0
3008.TW,2575.0,2.3856858846918487,34.4585985,1338198.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4685.0,10.0,74.7344641,1595186.0,一般,創意,一般,0,0,0,0
3653.TW,5300.0,-1.486988847583643,18.129127,342059.0,一般,健策,一般,0,0,0,0
6510.TWO,3780.0,9.883720930232558,39.2780934,1039103.0,一般,精測,一般,0,0,0,0
6223.TWO,5165.0,4.873096446700507,70.60560165,1367001.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3065.0,3.898305084745763,25.56194675,833995.0,一般,弘塑,一般,0,0,0,0
3529.TWO,4180.0,7.317073170731707,21.4809782,513899.0,一般,力旺,一般,0,0,0,0
2330.TW,2275.0,6.557377049180328,1011.436153,44458732.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2010.0,5.7894736842105265,167.299938,8323380.0,一般,群聯,一般,0,0,0,0
2383.TW,4755.0,4.62046204620462,144.852516,3046320.0,一般,台光電,一般,0,0,0,0
2454.TW,2870.0,10.0,115.3701255,4019865.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2940.0,6.137184115523466,87.1582992,2964568.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,2215.0,7.004830917874397,57.3164475,2587650.0,一般,富世達,一般,0,0,0,0
3017.TW,2885.0,1.763668430335097,107.57688975,3728835.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2610.0,-0.19120458891013384,42.1022493,1613113.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1390.0,1.8315018315018317,28.4324917,2045503.0,一般,祥碩,一般,0,0,0,0
6442.TW,2085.0,-1.1848341232227488,25.472028,1221680.0,一般,光聖,一般,0,0,0,0
6781.TW,1135.0,2.7149321266968327,12.1122433,1067158.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2505.0,9.868421052631579,110.52974325,4412365.0,一般,智邦,一般,0,0,0,0
2308.TW,2220.0,2.5404157043879905,280.8082218,12649019.0,一般,台達電,一般,0,0,0,0
6409.TW,791.0,2.461139896373057,5.78391856,731216.0,一般,旭隼,一般,0,0,0,0
