Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,17195.0,-3.4531162268388544,42.3691678,246404.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,5115.0,-5.887764489420423,120.03651825,2346755.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4605.0,-4.658385093167702,125.5060515,2725430.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6895.0,-8.796296296296296,60.7797008,881504.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,9780.0,-7.2106261859582546,34.7831568,355656.0,一般,穎崴,一般,0,0,0,0
2059.TW,4860.0,-2.9940119760479043,13.404609,275815.0,一般,川湖,一般,0,0,0,0
3008.TW,3445.0,9.888357256778308,106.4315525,3089450.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4845.0,-4.532019704433497,178.33810305,3680869.0,一般,創意,一般,0,0,0,0
3653.TW,3465.0,2.9717682020802374,28.28115675,816195.0,一般,健策,一般,0,0,0,0
6510.TWO,3735.0,-10.0,43.4957931,1164546.0,一般,精測,一般,0,0,0,0
6223.TWO,5895.0,-6.279809220985691,129.56178375,2197825.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2870.0,-2.2146507666098807,13.3174601,464023.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3830.0,-2.295918367346939,19.5056921,509287.0,一般,力旺,一般,0,0,0,0
2330.TW,2265.0,-0.22026431718061676,778.26561945,34360513.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2650.0,-7.986111111111111,345.4895365,13037341.0,一般,群聯,一般,0,0,0,0
2383.TW,4615.0,-6.199186991869919,120.7300614,2616036.0,一般,台光電,一般,0,0,0,0
2454.TW,3260.0,-4.258443465491924,239.317415,7341025.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2095.0,-6.888888888888889,215.2373251,10273858.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1735.0,-2.528089887640449,29.35958325,1692195.0,一般,富世達,一般,0,0,0,0
3017.TW,2455.0,-3.9138943248532287,163.173048,6646560.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2330.0,-4.8979591836734695,60.4508015,2594455.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1455.0,-0.6825938566552902,46.3268799,3183978.0,一般,祥碩,一般,0,0,0,0
6442.TW,1740.0,-6.199460916442049,56.8047012,3264638.0,一般,光聖,一般,0,0,0,0
6781.TW,1160.0,-2.109704641350211,19.7210556,1700091.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2505.0,-6.355140186915888,176.34756615,7039823.0,一般,智邦,一般,0,0,0,0
2308.TW,2075.0,-3.7122969837587005,256.293459,12351492.0,一般,台達電,一般,0,0,0,0
6409.TW,716.0,1.5602836879432624,5.94363772,830117.0,一般,旭隼,一般,0,0,0,0
2404.TW,1000.0,-4.761904761904762,62.00944,6200944.0,一般,漢唐,一般,0,0,0,0
7734.TWO,3750.0,-4.822335025380711,28.7695875,767189.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1465.0,0.0,28.4071997,1939058.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,995.0,-1.9704433497536946,27.45918415,2759717.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1410.0,-3.4246575342465753,23.5625946,1671106.0,一般,勤誠,一般,0,0,0,0
4749.TWO,1015.0,-9.375,47.1791894,4648196.0,一般,新應材,一般,0,0,0,0
2360.TW,2240.0,-0.8849557522123894,69.6448704,3109146.0,一般,致茂,一般,0,0,0,0
7750.TWO,2555.0,-6.9216757741347905,22.79987465,892363.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,1025.0,1.4851485148514851,28.47571975,2778119.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1690.0,4.0,37.5791273,2223617.0,一般,昇達科,一般,0,0,0,0
1519.TW,823.0,-5.402298850574713,38.00265871,4617577.0,一般,華城,一般,0,0,0,0
6944.TWO,897.0,-1.7524644030668126,6.59763234,735522.0,廢水處理(興櫃),兆聯實業,廢水處理(興櫃),0,0,0,0
6739.TWO,1285.0,-3.3834586466165413,5.17946235,403071.0,半導體設備(興櫃),竹陞科技,半導體設備(興櫃),0,0,0,0
