Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
QCOM,Qualcomm,Technology,Semiconductors,141.27,8196921.0,0.74,-1.38,0.16,-8.31,1.16,1.16,1.16,150.88
RIG,RIG,Energy,Oil & Gas Drilling,6.36,62840938.0,0.64,2.25,6.0,47.91,0.4,0.4,0.4,7.01
COLD,COLD,Real Estate,REIT - Industrial,13.89,16207394.0,3.3,15.75,10.68,6.27,0.23,0.23,0.23,3.97
META,Meta,Communication Services,Internet Content & Information,644.78,9972501.0,0.72,0.24,-3.58,6.73,6.43,6.43,6.43,1631.01
KLAR,KLAR,Technology,Software - Infrastructure,13.85,44563743.0,9.79,-26.91,-27.52,-49.19,0.62,0.62,0.62,5.22
SSRM,SSRM,Basic Materials,Gold,29.11,5522177.0,0.99,9.48,5.78,19.16,0.16,0.16,0.16,5.93
OMC,OMC,Communication Services,Advertising Agencies,80.94,12767655.0,2.37,15.36,16.76,3.73,1.03,1.03,1.03,25.69
WMT,Walmart,Consumer Defensive,Discount Stores,124.87,42102802.0,1.39,-1.38,-3.03,5.19,5.26,5.26,5.26,995.57
NOK,NOK,Technology,Communication Equipment,7.6,49170671.0,1.13,2.29,3.54,18.56,0.37,0.37,0.37,42.43
RELY,RELY,Technology,Software - Infrastructure,17.14,22826201.0,5.36,25.94,29.36,25.48,0.39,0.39,0.39,3.58
TSM,TSMC,Technology,Semiconductors,360.39,5882542.0,0.46,-0.52,-3.66,10.16,2.12,2.12,2.12,1869.16
ONDS,ONDS,Technology,Communication Equipment,11.39,101094716.0,1.36,2.89,23.4,-13.25,1.15,1.15,1.15,5.13
EQX,EQX,Basic Materials,Gold,16.98,11972937.0,1.16,8.5,3.92,8.57,0.2,0.2,0.2,13.33
F,F,Consumer Cyclical,Auto Manufacturers,13.78,51496579.0,0.55,-0.51,-0.51,3.77,0.71,0.71,0.71,54.97
MSFT,Microsoft,Technology,Software - Infrastructure,398.46,27956029.0,0.81,-0.29,-1.46,-12.33,11.14,11.14,11.14,2961.51
SNAP,SNAP,Communication Services,Internet Content & Information,5.0,43543541.0,0.72,2.46,0.2,-31.97,0.22,0.22,0.22,8.44
TPL,TPL,Energy,Oil & Gas E&P,486.56,819070.0,1.22,10.4,17.66,48.4,0.4,0.4,0.4,33.54
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,78.91,10263244.0,0.52,-0.73,0.39,9.98,0.81,0.81,0.81,339.44
AAL,AAL,Industrials,Airlines,13.35,63510609.0,1.29,-5.32,-6.97,-9.74,0.85,0.85,0.85,8.82
AAPL,Apple,Technology,Consumer Electronics,260.58,26687518.0,0.47,-1.43,-5.42,5.63,6.95,6.95,6.95,3829.99
MA,Mastercard,Financial Services,Credit Services,520.26,2365877.0,0.66,-1.46,-3.2,-2.16,1.23,1.23,1.23,464.3
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,237.39,6365671.0,0.67,-1.12,0.97,6.74,1.51,1.51,1.51,298.17
AMD,AMD,Technology,Semiconductors,203.37,25161037.0,0.78,1.62,-4.78,-12.31,5.12,5.12,5.12,331.58
BRK-B,Berkshire,Financial Services,Insurance - Diversified,496.94,2560880.0,0.61,-0.43,-0.62,2.38,1.27,1.27,1.27,1072.07
AMZN,Amazon,Consumer Cyclical,Internet Retail,204.86,34070278.0,0.51,0.03,0.38,-11.32,6.98,6.98,6.98,2199.16
NVDA,NVIDIA,Technology,Semiconductors,187.9,124309275.0,0.76,-0.04,-1.13,5.52,23.36,23.36,23.36,4574.8
OWL,OWL,Financial Services,Asset Management,11.58,57474181.0,2.72,-5.93,-8.17,-24.56,0.67,0.67,0.67,18.1
GC=F,Gold (黃金),Index,Market Index,5017.3,82753.0,92.42,0.62,-1.07,5.41,0.42,0.42,0.42,0.0
TXN,Texas Inst,Technology,Semiconductors,218.05,4993171.0,0.72,-2.36,-3.76,15.01,1.09,1.09,1.09,198.13
INTC,Intel,Technology,Semiconductors,44.62,72289933.0,0.91,-1.85,-7.6,-8.11,3.23,3.23,3.23,222.88
COST,Costco,Consumer Defensive,Discount Stores,987.82,1567230.0,0.71,-0.83,0.99,2.44,1.55,1.55,1.55,438.55
DIS,Disney,Communication Services,Entertainment,106.0,7469550.0,0.56,-1.03,-1.96,-3.93,0.79,0.79,0.79,187.98
CHWY,CHWY,Consumer Cyclical,Internet Retail,25.86,7383842.0,0.83,6.99,-0.27,-21.57,0.19,0.19,0.19,10.73
KRMN,KRMN,Industrials,Aerospace & Defense,88.46,3736010.0,1.13,9.21,11.24,-16.77,0.33,0.33,0.33,11.71
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1023.22,1537718.0,0.51,0.26,0.79,-1.74,1.57,1.57,1.57,965.26
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,411.71,49015490.0,0.89,0.09,-3.87,-1.8,20.18,20.18,20.18,1544.91
BMA,BMA,Financial Services,Banks - Regional,91.09,318073.0,1.23,6.96,-3.38,0.21,0.03,0.03,0.03,6.42
CL=F,Crude Oil (原油),Index,Market Index,66.47,429184.0,1.32,1.96,2.85,10.16,0.03,0.03,0.03,0.0
SOFI,SOFI,Financial Services,Credit Services,19.3,52978224.0,0.99,-1.23,-6.08,-24.28,1.02,1.02,1.02,24.39
KVUE,KVUE,Consumer Defensive,Household & Personal Products,18.66,37924583.0,0.75,-1.17,0.65,6.08,0.71,0.71,0.71,35.75
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,224.35,5294193.0,0.7,-1.91,1.57,4.82,1.19,1.19,1.19,396.51
NFLX,Netflix,Communication Services,Entertainment,77.0,29954008.0,0.67,-1.27,-3.29,-11.76,2.31,2.31,2.31,326.63
BTC-USD,Bitcoin,Crypto,Cryptocurrency,66938.67,31322839040.0,0.88,0.77,-4.05,-20.84,2096709.24,2096709.24,2096709.24,0.0
^SOX,PHLX Semi,Index,Market Index,8173.3,0.0,0.0,-0.5,-1.43,4.86,0.0,0.0,0.0,0.0
UNH,UnitedHealth,Healthcare,Healthcare Plans,289.93,3828460.0,0.46,0.6,3.95,-14.33,1.11,1.11,1.11,262.63
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,150.97,15189858.0,0.67,0.19,-2.95,15.72,2.29,2.29,2.29,636.67
OXY,OXY,Energy,Oil & Gas E&P,51.53,33199399.0,2.99,9.38,9.08,21.99,1.71,1.71,1.71,50.77
SPNT,SPNT,Financial Services,Insurance - Reinsurance,22.01,629776.0,1.09,7.0,8.21,10.99,0.01,0.01,0.01,2.57
AAOI,AAOI,Technology,Communication Equipment,46.98,3083802.0,0.98,8.15,-2.93,19.66,0.14,0.14,0.14,3.21
ORCL,Oracle,Technology,Software - Infrastructure,156.54,12992004.0,0.64,0.24,-0.39,-12.99,2.03,2.03,2.03,449.91
JNJ,J&J,Healthcare,Drug Manufacturers - General,246.91,5750275.0,0.56,0.78,2.51,13.15,1.42,1.42,1.42,595.03
FIG,FIG,Technology,Software - Application,25.86,64581892.0,4.66,6.9,14.58,-6.84,1.67,1.67,1.67,12.82
AG,AG,Basic Materials,Silver,24.78,27769017.0,1.25,9.65,4.07,10.33,0.69,0.69,0.69,12.15
AVGO,Broadcom,Technology,Semiconductors,333.99,14042361.0,0.74,0.14,-2.56,0.42,4.69,4.69,4.69,1583.54
SMCI,Super Micro,Technology,Computer Hardware,32.16,42086487.0,1.93,8.25,0.37,2.39,1.35,1.35,1.35,19.26
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,165.94,7951551.0,0.41,1.15,8.32,-27.13,1.32,1.32,1.32,44.75
^DJI,Dow Jones,Index,Market Index,49395.16,439980764.0,0.74,-0.54,-1.45,1.87,21732.92,21732.92,21732.92,0.0
PG,P&G,Consumer Defensive,Household & Personal Products,158.56,7908899.0,0.6,1.08,-0.9,7.86,1.25,1.25,1.25,371.11
^IXIC,Nasdaq,Index,Market Index,22682.73,5828858000.0,0.69,-0.31,-1.66,-1.18,132214.4,132214.4,132214.4,0.0
TS,TS,Energy,Oil & Gas Equipment & Services,53.64,4747592.0,3.18,7.86,10.26,26.66,0.25,0.25,0.25,27.08
