Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
MU,Micron,Technology,Semiconductors,437.8,36722513.0,0.91,5.52,12.52,53.39,16.08,16.08,16.08
INTC,Intel,Technology,Semiconductors,48.81,100195666.0,0.7,5.04,14.87,32.28,4.89,4.89,4.89
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,421.81,55850125.0,0.91,-2.0,-3.08,-6.21,23.56,23.56,23.56
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.52,64883232.0,1.41,-3.83,-1.95,-11.37,0.29,0.29,0.29
PANW,Palo Alto,Technology,Software - Infrastructure,175.42,4974935.0,0.7,-0.88,-4.78,-4.77,0.87,0.87,0.87
SAIA,SAIA,Industrials,Trucking,367.75,1020488.0,2.32,9.82,6.14,12.63,0.38,0.38,0.38
BBAI,BBAI,Technology,Information Technology Services,4.78,46908507.0,0.55,-5.16,-16.43,-11.48,0.22,0.22,0.22
BMNR,BMNR,Financial Services,Capital Markets,22.8,50541242.0,1.25,-9.16,-17.99,-16.02,1.15,1.15,1.15
CADE,CADE,Financial Services,Banks - Regional,42.11,77944918.0,22.35,-1.66,-1.86,-2.39,3.28,3.28,3.28
TWST,TWST,Healthcare,Diagnostics & Research,46.81,2720939.0,2.39,13.98,10.24,47.57,0.13,0.13,0.13
BELFB,BELFB,Technology,Electronic Components,215.59,170865.0,0.95,7.16,5.08,27.09,0.04,0.04,0.04
BTC-USD,Bitcoin,Crypto,Cryptocurrency,78534.38,75726430208.0,1.26,2.03,-11.94,-13.88,5947128.46,5947128.46,5947128.46
CRWD,CrowdStrike,Technology,Software - Infrastructure,438.85,2069654.0,0.69,-0.58,-6.29,-6.38,0.91,0.91,0.91
SNAP,SNAP,Communication Services,Internet Content & Information,6.66,51429354.0,1.14,-3.9,-11.9,-17.47,0.34,0.34,0.34
