Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
SCHW,SCHW,Financial Services,Capital Markets,99.25,40395774.0,3.92,-7.42,-4.32,-0.92,4.01,4.01,4.01
SPOT,SPOT,Communication Services,Internet Content & Information,476.02,10137351.0,1.78,14.75,0.43,-11.75,4.83,4.83,4.83
JPM,JPMorgan,Financial Services,Banks - Diversified,318.28,9895245.0,0.81,-1.19,1.09,-3.31,3.15,3.15,3.15
V,Visa,Financial Services,Credit Services,328.17,5793093.0,0.69,0.8,-0.23,-6.18,1.9,1.9,1.9
MESO,MESO,Healthcare,Biotechnology,17.99,337440.0,1.59,7.21,3.75,-14.17,0.01,0.01,0.01
RIG,RIG,Energy,Oil & Gas Drilling,5.44,114471242.0,1.66,-4.73,9.24,28.0,0.62,0.62,0.62
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,425.21,64226761.0,1.0,1.89,0.77,-4.45,27.31,27.31,27.31
OPEN,OPEN,Real Estate,Real Estate Services,4.69,46402176.0,0.85,-5.06,-8.58,-35.67,0.22,0.22,0.22
ZLAB,ZLAB,Healthcare,Biotechnology,19.55,889248.0,1.0,6.02,18.99,5.39,0.02,0.02,0.02
TPL,TPL,Energy,Oil & Gas E&P,401.62,917648.0,2.12,7.24,19.49,28.78,0.37,0.37,0.37
UCTT,UCTT,Technology,Semiconductor Equipment & Materials,54.33,2610257.0,2.61,6.99,19.85,58.81,0.14,0.14,0.14
HG=F,Copper (銅),Other,Other,5.91,36047.0,55.35,-0.67,-2.6,0.85,0.0,0.0,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,226.61,7903141.0,0.58,-1.16,-1.52,3.78,1.79,1.79,1.79
ORCL,Oracle,Technology,Software - Infrastructure,159.89,35073639.0,0.84,2.11,3.37,-19.46,5.61,5.61,5.61
^VIX,VIX,Index,Market Index,17.79,0.0,0.0,2.48,-1.17,22.77,0.0,0.0,0.0
PFE,PFE,Healthcare,Drug Manufacturers - General,27.61,38622061.0,0.56,2.07,7.14,8.36,1.07,1.07,1.07
AVGO,Broadcom,Technology,Semiconductors,340.44,16970549.0,0.46,-1.02,6.28,-1.31,5.78,5.78,5.78
GCMG,GCMG,Financial Services,Asset Management,11.3,1607623.0,2.6,14.14,6.7,-2.84,0.02,0.02,0.02
PHG,PHG,Healthcare,Medical Devices,32.91,5308597.0,3.5,11.11,13.4,11.26,0.17,0.17,0.17
DDOG,DDOG,Technology,Software - Application,129.67,18716614.0,2.44,13.74,8.37,3.33,2.43,2.43,2.43
JNJ,J&J,Healthcare,Drug Manufacturers - General,238.35,5323813.0,0.58,-0.12,2.25,16.62,1.27,1.27,1.27
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,329.07,6781615.0,0.68,-0.45,3.26,9.26,2.23,2.23,2.23
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,162.51,8745621.0,0.49,-2.83,-9.55,-32.51,1.42,1.42,1.42
^GSPC,S&P 500,Index,Market Index,6941.81,3494760000.0,0.52,-0.33,0.35,-0.35,24259.96,24259.96,24259.96
CRWV,CoreWeave,Technology,Software - Infrastructure,95.11,13190520.0,0.48,-1.74,5.61,18.68,1.25,1.25,1.25
ADBE,Adobe,Technology,Software - Application,264.67,5469356.0,0.78,-0.84,-2.67,-20.75,1.45,1.45,1.45
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.04,82113722.0,0.77,-2.86,-4.23,-6.85,0.17,0.17,0.17
WULF,WULF,Financial Services,Capital Markets,16.63,58335545.0,1.08,-0.12,12.36,26.95,0.97,0.97,0.97
WMT,Walmart,Consumer Defensive,Discount Stores,126.7,24634026.0,0.86,-1.8,-0.79,10.63,3.12,3.12,3.12
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1025.0,2634697.0,0.46,-1.88,2.15,-3.63,2.7,2.7,2.7
CE,CE,Basic Materials,Chemicals,58.32,2361475.0,0.83,5.98,21.4,27.98,0.14,0.14,0.14
ONDS,ONDS,Technology,Communication Equipment,9.68,55268226.0,0.55,-6.38,-14.94,-29.29,0.53,0.53,0.53
GC=F,Gold (黃金),Other,Other,5048.6,101730.0,58.71,-0.05,2.95,12.43,0.51,0.51,0.51
NU,NU,Financial Services,Banks - Regional,17.57,45382937.0,0.85,0.11,-3.04,0.63,0.8,0.8,0.8
CL=F,Crude Oil (原油),Other,Other,64.18,238491.0,0.56,-0.28,1.53,8.56,0.02,0.02,0.02
NVDA,NVIDIA,Technology,Semiconductors,188.54,135996672.0,0.65,-0.79,4.55,1.99,25.64,25.64,25.64
KVYO,KVYO,Technology,Software - Application,21.12,9115196.0,2.16,7.26,4.81,-26.1,0.19,0.19,0.19
TXN,Texas Inst,Technology,Semiconductors,220.92,5099050.0,0.43,0.98,-1.9,16.08,1.13,1.13,1.13
SHOP,SHOP,Technology,Software - Application,127.24,26733628.0,1.44,7.47,6.66,-22.64,3.4,3.4,3.4
UNF,UNF,Industrials,Specialty Business Services,230.01,703765.0,4.44,15.1,13.31,13.14,0.16,0.16,0.16
META,Meta,Communication Services,Internet Content & Information,670.72,9663758.0,0.6,-0.96,-3.03,2.7,6.48,6.48,6.48
GOOGL,GOOGL,Communication Services,Internet Content & Information,318.58,38604471.0,0.66,-1.77,-6.22,-3.04,12.3,12.3,12.3
ENTG,ENTG,Technology,Semiconductor Equipment & Materials,133.44,7059361.0,1.49,9.03,17.36,29.57,0.94,0.94,0.94
HIMS,HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,17.24,48673106.0,0.77,-10.81,-32.5,-45.6,0.84,0.84,0.84
MAS,MAS,Industrials,Building Products & Equipment,77.82,5467792.0,1.62,8.67,14.36,12.26,0.43,0.43,0.43
HRC=F,Steel (熱軋鋼),Other,Other,980.0,469.0,4.6,0.31,0.93,4.26,0.0,0.0,0.0
PYPL,PayPal,Financial Services,Credit Services,41.49,22674044.0,0.37,0.83,-0.5,-28.04,0.94,0.94,0.94
FIG,FIG,Technology,Software - Application,24.1,26715265.0,1.39,8.9,12.67,-35.44,0.64,0.64,0.64
BTG,BTG,Basic Materials,Gold,5.62,46726436.0,0.94,3.31,11.95,22.98,0.26,0.26,0.26
CRM,Salesforce,Technology,Software - Application,193.45,13353596.0,0.73,-0.3,-1.49,-25.58,2.58,2.58,2.58
KVUE,KVUE,Consumer Defensive,Household & Personal Products,18.32,91869554.0,1.14,0.77,4.15,8.85,1.68,1.68,1.68
MARA,MARA,Financial Services,Capital Markets,7.66,45573219.0,0.67,-4.96,-15.36,-25.05,0.35,0.35,0.35
^DJI,Dow Jones,Index,Market Index,50188.14,532707215.0,0.74,0.1,1.92,1.38,26735.58,26735.58,26735.58
RACE,RACE,Consumer Cyclical,Auto Manufacturers,363.22,2330519.0,3.75,8.06,9.96,-3.45,0.85,0.85,0.85
F,F,Consumer Cyclical,Auto Manufacturers,13.57,69628877.0,1.02,-0.15,-1.17,-4.44,0.94,0.94,0.94
HSAI,HSAI,Consumer Cyclical,Auto Parts,27.62,3862355.0,1.82,6.39,15.23,0.91,0.11,0.11,0.11
QCOM,Qualcomm,Technology,Semiconductors,140.09,9755519.0,0.56,0.83,-4.82,-21.2,1.37,1.37,1.37
FBIN,FBIN,Industrials,Building Products & Equipment,64.44,2634600.0,1.18,6.16,13.55,10.84,0.17,0.17,0.17
COST,Costco,Consumer Defensive,Discount Stores,971.23,1777231.0,0.69,-2.64,-0.68,5.01,1.73,1.73,1.73
GOOG,Alphabet,Communication Services,Internet Content & Information,318.63,25225087.0,0.72,-1.78,-6.48,-3.19,8.04,8.04,8.04
BBAI,BBAI,Technology,Information Technology Services,4.56,65414805.0,0.99,-6.37,-7.88,-26.45,0.3,0.3,0.3
PLTR,Palantir,Technology,Software - Infrastructure,139.51,55804307.0,0.63,-2.38,-11.64,-21.4,7.79,7.79,7.79
