Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
MU,Micron,Technology,Semiconductors,373.25,35281492.0,0.85,-2.67,-11.01,8.16,13.17,13.17,13.17
TSM,TSMC,Technology,Semiconductors,361.91,14441753.0,0.94,1.83,7.79,11.83,5.23,5.23,5.23
DGX,DGX,Healthcare,Diagnostics & Research,205.35,2002368.0,1.47,7.37,10.9,17.72,0.41,0.41,0.41
CRDO,CRDO,Technology,Semiconductors,134.72,12335308.0,1.17,9.16,21.03,-10.44,1.66,1.66,1.66
^IXIC,Nasdaq,Index,Market Index,23102.47,7328515000.0,0.76,-0.59,-0.66,-2.4,169306.83,169306.83,169306.83
SMCI,Super Micro,Technology,Computer Hardware,33.33,24547468.0,0.41,-0.6,12.34,10.51,0.82,0.82,0.82
AMZN,Amazon,Consumer Cyclical,Internet Retail,206.96,66340406.0,0.69,-0.84,-13.27,-16.34,13.73,13.73,13.73
SOFI,SOFI,Financial Services,Credit Services,21.18,55417319.0,0.7,-0.8,-2.67,-22.7,1.17,1.17,1.17
AXL,AXL,Consumer Cyclical,Auto Parts,8.55,4542300.0,0.25,-0.81,7.14,14.15,0.04,0.04,0.04
SNAP,SNAP,Communication Services,Internet Content & Information,5.23,81777888.0,0.75,0.77,-14.26,-36.3,0.43,0.43,0.43
BAC,BAC,Financial Services,Banks - Diversified,55.39,42807606.0,1.05,-1.81,1.73,-0.82,2.37,2.37,2.37
MSTR,MicroStrategy,Technology,Software - Application,133.0,22869904.0,0.56,-3.93,-0.2,-15.46,3.04,3.04,3.04
HAS,HAS,Consumer Cyclical,Leisure,104.0,6076853.0,2.19,7.48,9.87,19.93,0.63,0.63,0.63
MAR,MAR,Consumer Cyclical,Lodging,359.35,4005186.0,2.37,8.5,12.85,9.5,1.44,1.44,1.44
MSFT,Microsoft,Technology,Software - Infrastructure,413.27,44733855.0,0.82,-0.08,0.5,-13.77,18.49,18.49,18.49
AMD,AMD,Technology,Semiconductors,213.57,25167946.0,0.4,-1.12,-11.79,5.12,5.38,5.38,5.38
MA,Mastercard,Financial Services,Credit Services,540.39,1803895.0,0.4,0.95,-1.88,-6.11,0.97,0.97,0.97
PANW,Palo Alto,Technology,Software - Infrastructure,165.51,29862115.0,2.33,-0.3,-0.44,-12.44,4.94,4.94,4.94
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,151.59,15791185.0,0.64,0.25,5.47,21.65,2.39,2.39,2.39
AAPL,Apple,Technology,Consumer Electronics,273.68,34311675.0,0.57,-0.34,1.56,5.52,9.39,9.39,9.39
CRWD,CrowdStrike,Technology,Software - Infrastructure,413.39,3115094.0,0.7,1.31,-1.98,-12.16,1.29,1.29,1.29
DIS,Disney,Communication Services,Entertainment,109.96,9801889.0,0.63,2.64,5.51,-5.11,1.08,1.08,1.08
FRMI,FRMI,Other,Other,9.4,8702469.0,1.65,8.17,10.33,2.4,0.08,0.08,0.08
HBAN,HBAN,Financial Services,Banks - Regional,18.57,45194007.0,1.08,-2.26,0.98,1.81,0.84,0.84,0.84
GRAB,GRAB,Technology,Software - Application,4.31,39310695.0,0.7,1.17,0.94,-11.13,0.17,0.17,0.17
SKWD,SKWD,Financial Services,Insurance - Property & Casualty,45.49,848216.0,1.49,6.29,2.8,-2.51,0.04,0.04,0.04
SI=F,Silver (白銀),Other,Other,80.48,51837.0,156.51,-1.93,-3.09,2.02,0.0,0.0,0.0
BTC-USD,Bitcoin,Crypto,Cryptocurrency,68670.04,42293813248.0,0.54,-2.07,9.52,-22.24,2904317.81,2904317.81,2904317.81
INTC,Intel,Technology,Semiconductors,47.13,98898064.0,0.86,-6.19,-4.3,3.47,4.66,4.66,4.66
^SOX,PHLX Semi,Index,Market Index,8107.13,0.0,0.0,-0.68,1.77,6.13,0.0,0.0,0.0
NFLX,Netflix,Communication Services,Entertainment,82.21,43171377.0,0.89,0.91,2.84,-8.1,3.55,3.55,3.55
