Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B
GC=F,Gold (黃金),Other,Other,4989.5,238903.0,7.89,1.75,-5.89,12.45,1.19,1.19,1.19
OPEN,OPEN,Real Estate,Real Estate Services,5.0,57843570.0,1.13,-2.53,-13.19,-20.89,0.29,0.29,0.29
SEDG,SEDG,Technology,Solar,35.04,7417891.0,3.38,13.14,-2.12,12.09,0.26,0.26,0.26
BBAI,BBAI,Technology,Information Technology Services,4.5,68165364.0,0.86,-9.09,-25.12,-23.47,0.31,0.31,0.31
WMT,Walmart,Consumer Defensive,Discount Stores,128.0,27427492.0,1.16,0.23,9.81,13.57,3.51,3.51,3.51
INTC,Intel,Technology,Semiconductors,48.6,127603007.0,0.96,-1.32,-0.37,23.44,6.2,6.2,6.2
COLM,COLM,Consumer Cyclical,Apparel Manufacturing,65.69,2667144.0,3.34,14.44,21.92,19.74,0.18,0.18,0.18
DIS,Disney,Communication Services,Entertainment,107.05,15897233.0,0.79,2.72,-2.29,-6.15,1.7,1.7,1.7
SW,SW,Consumer Cyclical,Packaging & Containers,44.39,4813339.0,0.82,8.53,4.67,10.78,0.21,0.21,0.21
GPK,GPK,Consumer Cyclical,Packaging & Containers,13.7,15730811.0,1.24,10.31,-7.68,-11.33,0.22,0.22,0.22
FTV,FTV,Technology,Scientific & Technical Instruments,60.13,11075976.0,2.95,10.63,13.88,11.75,0.67,0.67,0.67
COST,Costco,Consumer Defensive,Discount Stores,978.35,2492542.0,1.03,0.04,1.83,11.72,2.44,2.44,2.44
SMCI,Super Micro,Technology,Computer Hardware,33.76,114995588.0,3.94,13.78,8.17,12.27,3.88,3.88,3.88
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,168.62,16507516.0,1.42,-6.14,-19.49,-33.85,2.78,2.78,2.78
UBER,UBER,Technology,Software - Application,73.92,59526930.0,2.51,-5.15,-7.35,-8.45,4.4,4.4,4.4
^VIX,VIX,Index,Market Index,18.64,0.0,0.0,3.56,14.01,25.1,0.0,0.0,0.0
JPM,JPMorgan,Financial Services,Banks - Diversified,317.27,7800767.0,0.7,0.77,5.49,-5.02,2.47,2.47,2.47
CBT,CBT,Basic Materials,Specialty Chemicals,78.73,1142282.0,1.52,10.44,10.13,13.25,0.09,0.09,0.09
JNJ,J&J,Healthcare,Drug Manufacturers - General,234.47,6549289.0,0.69,0.59,2.96,14.76,1.54,1.54,1.54
SLAB,SLAB,Technology,Semiconductors,203.41,8403311.0,23.38,48.89,41.02,47.47,1.71,1.71,1.71
PYPL,PayPal,Financial Services,Credit Services,41.03,57700699.0,1.27,-1.61,-24.13,-30.8,2.37,2.37,2.37
TXN,Texas Inst,Technology,Semiconductors,222.92,14528418.0,1.05,-1.02,3.12,25.82,3.24,3.24,3.24
ORCL,Oracle,Technology,Software - Infrastructure,146.67,41897531.0,1.1,-5.17,-15.12,-23.84,6.15,6.15,6.15
RUN,RUN,Technology,Solar,20.73,14305997.0,1.71,12.24,-3.18,13.16,0.3,0.3,0.3
ONDS,ONDS,Technology,Communication Equipment,9.68,123435027.0,1.33,-14.94,-21.11,-22.75,1.19,1.19,1.19
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,209.78,19516512.0,1.26,-8.83,-12.44,7.71,4.09,4.09,4.09
SLGN,SLGN,Consumer Cyclical,Packaging & Containers,47.97,1971293.0,1.95,9.62,13.19,15.48,0.09,0.09,0.09
^IXIC,Nasdaq,Index,Market Index,22904.58,9071255000.0,1.0,-1.51,-3.99,-2.1,207773.29,207773.29,207773.29
NVDA,NVIDIA,Technology,Semiconductors,174.19,195443460.0,1.12,-3.41,-9.05,-7.4,34.04,34.04,34.04
BSX,BSX,Healthcare,Medical Devices,75.5,78107732.0,5.03,-17.59,-19.5,-20.93,5.9,5.9,5.9
BTC-USD,Bitcoin,Crypto,Cryptocurrency,72181.43,64271781888.0,0.95,-4.56,-14.2,-25.53,4639229.11,4639229.11,4639229.11
CSL,CSL,Industrials,Building Products & Equipment,395.36,1750563.0,3.13,11.11,15.94,18.72,0.69,0.69,0.69
META,Meta,Communication Services,Internet Content & Information,668.99,16481887.0,0.6,-3.28,0.04,1.55,11.03,11.03,11.03
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,297.6,14548092.0,1.66,-6.61,-11.63,4.67,4.33,4.33,4.33
LEA,LEA,Consumer Cyclical,Auto Parts,132.45,1297007.0,2.0,10.74,10.99,9.54,0.17,0.17,0.17
BTG,BTG,Basic Materials,Gold,5.05,66083809.0,0.99,0.6,-12.48,10.99,0.33,0.33,0.33
CFLT,CFLT,Technology,Software - Infrastructure,30.33,58465633.0,3.0,-0.39,-0.66,0.6,1.77,1.77,1.77
SKY,SKY,Consumer Cyclical,Residential Construction,84.44,1515664.0,1.55,11.06,0.38,-1.12,0.13,0.13,0.13
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,406.01,72485996.0,1.08,-3.78,-5.9,-10.11,29.43,29.43,29.43
NFLX,Netflix,Communication Services,Entertainment,80.16,45926881.0,1.06,0.28,-5.29,-12.36,3.68,3.68,3.68
MA,Mastercard,Financial Services,Credit Services,553.52,3305822.0,0.65,0.51,6.17,-2.65,1.83,1.83,1.83
MSFT,Microsoft,Technology,Software - Infrastructure,414.19,44206612.0,0.67,0.72,-14.0,-12.41,18.31,18.31,18.31
ENPH,ENPH,Technology,Solar,51.67,49694482.0,7.0,38.6,27.67,51.97,2.57,2.57,2.57
CDW,CDW,Technology,Information Technology Services,138.08,3045961.0,1.57,9.45,10.71,3.35,0.42,0.42,0.42
AMD,AMD,Technology,Semiconductors,200.19,104937995.0,2.79,-17.31,-20.79,-9.45,21.01,21.01,21.01
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.05,121472484.0,1.14,-3.76,-16.33,-13.5,0.25,0.25,0.25
SOFI,SOFI,Financial Services,Credit Services,20.75,85324706.0,1.05,-4.64,-15.65,-29.13,1.77,1.77,1.77
PLTR,Palantir,Technology,Software - Infrastructure,139.54,111303591.0,1.65,-11.62,-11.32,-19.82,15.53,15.53,15.53
AMZN,Amazon,Consumer Cyclical,Internet Retail,232.99,47918976.0,1.06,-2.36,-4.12,-0.03,11.16,11.16,11.16
ZWS,ZWS,Industrials,Pollution & Treatment Controls,51.77,2526353.0,1.89,10.01,12.18,10.79,0.13,0.13,0.13
^GSPC,S&P 500,Index,Market Index,6882.72,5124778000.0,0.8,-0.51,-1.37,-0.28,35272.41,35272.41,35272.41
ACT,ACT,Financial Services,Insurance - Specialty,44.07,918533.0,2.87,9.27,12.11,9.33,0.04,0.04,0.04
V,Visa,Financial Services,Credit Services,329.95,6805439.0,0.72,0.31,0.91,-6.74,2.25,2.25,2.25
SI=F,Silver (白銀),Other,Other,87.79,111121.0,128.79,5.72,-22.38,15.27,0.01,0.01,0.01
AAPL,Apple,Technology,Consumer Electronics,276.49,89810584.0,1.32,2.6,7.82,3.45,24.83,24.83,24.83
AAL,AAL,Industrials,Airlines,14.43,60177920.0,1.14,3.0,7.37,-8.84,0.87,0.87,0.87
CE,CE,Basic Materials,Chemicals,52.81,4047513.0,2.25,9.93,14.38,24.03,0.21,0.21,0.21
KVUE,KVUE,Consumer Defensive,Household & Personal Products,18.01,89023932.0,2.16,2.39,3.86,7.07,1.6,1.6,1.6
POWL,POWL,Industrials,Electrical Equipment & Parts,527.3,757664.0,2.58,16.34,18.91,45.91,0.4,0.4,0.4
QCOM,Qualcomm,Technology,Semiconductors,148.89,17056008.0,1.76,1.16,-2.5,-15.55,2.54,2.54,2.54
REYN,REYN,Consumer Cyclical,Packaging & Containers,23.91,3839384.0,2.23,9.63,5.98,5.7,0.09,0.09,0.09
HOOD,HOOD,Financial Services,Capital Markets,80.62,62170181.0,1.81,-7.41,-22.03,-34.58,5.01,5.01,5.01
TSM,TSMC,Technology,Semiconductors,325.74,17980118.0,1.43,-2.98,-4.84,1.08,5.86,5.86,5.86
CRM,Salesforce,Technology,Software - Application,199.44,21104246.0,1.59,1.56,-12.51,-22.17,4.21,4.21,4.21
GOOG,Alphabet,Communication Services,Internet Content & Information,333.34,32526925.0,1.45,-2.16,-0.87,5.05,10.84,10.84,10.84
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1107.12,6392129.0,1.86,10.33,8.14,6.3,7.08,7.08,7.08
HRC=F,Steel (熱軋鋼),Other,Other,977.0,209.0,1.6,0.62,0.51,4.72,0.0,0.0,0.0
PANW,Palo Alto,Technology,Software - Infrastructure,166.72,10149560.0,1.28,0.29,-9.26,-8.46,1.69,1.69,1.69
OLN,OLN,Basic Materials,Chemicals,25.44,5116823.0,0.94,10.95,11.87,19.16,0.13,0.13,0.13
SNAP,SNAP,Communication Services,Internet Content & Information,5.91,92010471.0,1.58,-3.11,-22.95,-28.36,0.54,0.54,0.54
^DJI,Dow Jones,Index,Market Index,49501.3,742922455.0,1.13,0.53,0.99,1.07,36775.63,36775.63,36775.63
