Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
NVS,NVS,Healthcare,Drug Manufacturers - General,161.25,4333427.0,3.75,6.04,2.04,3.27,0.7,0.7,0.7,306.49
CL=F,Crude Oil (原油),Index,Market Index,90.83,2333.0,0.01,5.91,10.28,13.06,0.0,0.0,0.0,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1226.0,1.0,0.0,1.57,2.51,3.03,0.0,0.0,0.0,0.0
HPQ,HPQ,Technology,Computer Hardware,31.32,14777167.0,0.68,4.33,9.59,14.85,0.46,0.46,0.46,28.24
RIG,RIG,Energy,Oil & Gas Drilling,5.92,36347251.0,1.12,1.89,2.6,11.28,0.22,0.22,0.22,6.61
HRMY,HRMY,Healthcare,Biotechnology,41.25,831481.0,1.56,4.75,7.14,17.05,0.03,0.03,0.03,2.4
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,259.99,3814980.0,0.96,1.39,-1.71,3.61,0.99,0.99,0.99,459.43
ORCL,Oracle,Technology,Software - Infrastructure,141.32,25201476.0,1.31,-5.23,-2.38,-0.37,3.56,3.56,3.56,407.07
AMZN,Amazon,Consumer Cyclical,Internet Retail,254.92,31415716.0,0.88,-1.87,-2.35,-10.25,8.01,8.01,8.01,2749.65
META,Meta,Communication Services,Internet Content & Information,578.54,15369187.0,0.9,1.08,1.49,-1.98,8.89,8.89,8.89,1473.83
^VIX,VIX,Index,Market Index,16.34,0.0,0.0,9.52,3.09,2.19,0.0,0.0,0.0,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,501.02,19129792.0,0.76,-1.24,1.89,2.74,9.58,9.58,9.58,3720.35
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,441.85,7105514.0,1.11,-3.61,-8.74,-12.97,3.14,3.14,3.14,350.65
PBR,PBR,Energy,Oil & Gas Integrated,20.33,31038227.0,1.31,5.06,9.3,4.79,0.63,0.63,0.63,131.01
NVDA,NVIDIA,Technology,Semiconductors,217.44,106942626.0,0.58,-1.51,2.06,5.23,23.25,23.25,23.25,5250.52
FRVO,FRVO,Utilities,Utilities - Renewable,19.75,35126200.0,8.81,28.41,27.67,-12.38,0.69,0.69,0.69,5.82
AAL,AAL,Industrials,Airlines,12.95,63057273.0,0.94,-3.57,-7.17,-19.26,0.82,0.82,0.82,8.57
PBR-A,PBR-A,Energy,Oil & Gas Integrated,18.2,10078702.0,1.18,4.6,8.53,6.12,0.18,0.18,0.18,124.61
TAL,TAL,Consumer Defensive,Education & Training Services,12.23,3675117.0,0.55,4.17,6.53,-2.16,0.04,0.04,0.04,6.78
JNJ,J&J,Healthcare,Drug Manufacturers - General,271.19,5963070.0,0.92,2.01,-0.68,5.79,1.62,1.62,1.62,653.54
HP,HP,Energy,Oil & Gas Drilling,46.21,2262072.0,1.54,6.03,8.75,33.67,0.1,0.1,0.1,4.62
ADBE,Adobe,Technology,Software - Application,286.08,4380294.0,0.99,-2.29,3.55,14.24,1.25,1.25,1.25,113.72
CRK,CRK,Energy,Oil & Gas E&P,16.02,11218800.0,5.14,11.02,12.18,20.81,0.18,0.18,0.18,4.7
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,88.0,13870542.0,0.86,-0.76,-4.34,0.47,1.22,1.22,1.22,378.62
EC,EC,Energy,Oil & Gas Integrated,17.45,2885145.0,1.56,4.68,0.69,4.05,0.05,0.05,0.05,35.87
NIO,NIO,Consumer Cyclical,Auto Manufacturers,4.06,80879666.0,2.8,-4.02,-8.76,-15.59,0.33,0.33,0.33,10.17
EXEL,EXEL,Healthcare,Biotechnology,56.89,2397159.0,1.2,4.12,4.29,7.28,0.14,0.14,0.14,14.1
V,Visa,Financial Services,Credit Services,372.67,5624455.0,0.81,-1.77,-2.55,1.79,2.1,2.1,2.1,695.79
^GSPC,S&P 500,Index,Market Index,7631.47,2742281000.0,0.61,-0.71,-0.28,1.89,20927.64,20927.64,20927.64,0.0
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1160.0,2379649.0,0.89,0.28,-5.97,3.45,2.76,2.76,2.76,1034.42
ORA,ORA,Utilities,Utilities - Renewable,107.29,1022600.0,2.07,5.19,0.99,9.46,0.11,0.11,0.11,6.6
