Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
CRWV,CoreWeave,Technology,Software - Infrastructure,84.56,18737553.0,1.14,4.49,-2.58,-5.93,1.58,1.58,1.58,46.64
PURR,PURR,Financial Services,Capital Markets,12.77,36205460.0,1.1,12.81,-0.47,87.24,0.46,0.46,0.46,2.53
SOFI,SOFI,Financial Services,Credit Services,18.51,43257470.0,1.07,3.76,-3.49,1.42,0.8,0.8,0.8,23.91
CLS,CLS,Technology,Electronic Components,309.84,3894130.0,2.01,11.55,-2.38,-14.59,1.21,1.21,1.21,39.07
NVDA,NVIDIA,Technology,Semiconductors,228.45,133890362.0,0.76,1.8,0.21,4.21,30.59,30.59,30.59,5516.38
RIOT,RIOT,Financial Services,Capital Markets,21.14,23375838.0,1.61,13.44,1.25,-1.67,0.49,0.49,0.49,7.93
PLTR,Palantir,Technology,Software - Infrastructure,182.53,38010148.0,1.22,7.71,-1.83,15.21,6.94,6.94,6.94,438.63
TXN,Texas Inst,Technology,Semiconductors,253.83,4299114.0,0.76,-0.38,-4.77,-8.6,1.09,1.09,1.09,231.81
CL=F,Crude Oil (原油),Index,Market Index,91.8,880.0,0.0,0.87,9.9,22.04,0.0,0.0,0.0,0.0
AAL,AAL,Industrials,Airlines,12.97,55602509.0,0.88,-1.07,-5.47,-21.77,0.72,0.72,0.72,8.59
V,Visa,Financial Services,Credit Services,378.75,3868482.0,0.66,0.09,-0.24,2.77,1.47,1.47,1.47,707.14
ORCL,Oracle,Technology,Software - Infrastructure,154.04,25017843.0,1.12,5.69,1.38,6.68,3.85,3.85,3.85,443.71
^SOX,PHLX Semi,Index,Market Index,11352.13,0.0,0.0,0.11,-4.46,-5.47,0.0,0.0,0.0,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,292.66,7205245.0,1.04,1.51,-8.14,-4.8,2.11,2.11,2.11,366.21
BBD,BBD,Financial Services,Banks - Regional,3.46,42591616.0,1.5,0.29,7.12,-0.57,0.15,0.15,0.15,36.64
XXI,XXI,Consumer Defensive,Education & Training Services,6.4,2176751.0,1.91,11.5,1.27,40.97,0.01,0.01,0.01,3.6
FIGR,FIGR,Financial Services,Capital Markets,36.21,5300378.0,1.39,9.1,-4.76,26.04,0.19,0.19,0.19,8.12
^VIX,VIX,Index,Market Index,14.32,0.0,0.0,-5.79,-1.31,-9.42,0.0,0.0,0.0,0.0
BE,BE,Industrials,Electrical Equipment & Parts,235.55,15587803.0,1.47,8.41,8.13,0.52,3.67,3.67,3.67,69.38
SPCX,SPCX,Industrials,Aerospace & Defense,149.74,120960430.0,2.18,6.42,6.3,38.3,18.11,18.11,18.11,1973.84
BTDR,BTDR,Technology,Software - Application,11.91,16128938.0,1.39,10.89,5.12,7.69,0.19,0.19,0.19,3.24
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,376.36,62838720.0,1.61,5.42,6.08,17.05,23.65,23.65,23.65,1486.47
JPM,JPMorgan,Financial Services,Banks - Diversified,362.06,5413320.0,0.98,1.64,2.21,0.78,1.96,1.96,1.96,962.42
ADBE,Adobe,Technology,Software - Application,285.75,3530423.0,0.75,2.13,-1.18,10.19,1.01,1.01,1.01,113.59
AMD,AMD,Technology,Semiconductors,456.16,14826068.0,1.02,-0.2,-4.3,-5.37,6.76,6.76,6.76,744.67
F,F,Consumer Cyclical,Auto Manufacturers,14.41,40590494.0,0.89,1.91,3.3,1.98,0.58,0.58,0.58,57.46
