Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,165.23,16203525.0,1.21,0.61,0.66,3.4,2.68,2.68,2.68,679.41
SWKS,SWKS,Technology,Semiconductors,84.03,11321612.0,2.03,9.79,17.25,22.98,0.95,0.95,0.95,12.64
^SOX,PHLX Semi,Index,Market Index,11614.17,0.0,0.0,-2.66,2.42,-4.0,0.0,0.0,0.0,0.0
MKC-V,MKC-V,Consumer Defensive,Packaged Foods,58.1,37275.0,1.58,4.59,8.29,9.66,0.0,0.0,0.0,15.62
F,F,Consumer Cyclical,Auto Manufacturers,13.88,47724470.0,0.94,3.2,-1.84,-0.72,0.66,0.66,0.66,55.35
NFLX,Netflix,Communication Services,Entertainment,76.01,19936837.0,0.7,-0.03,-8.12,1.63,1.52,1.52,1.52,316.5
BAH,BAH,Industrials,Consulting Services,75.68,2340590.0,1.49,4.82,3.43,-3.68,0.18,0.18,0.18,9.1
MNDY,MNDY,Technology,Software - Application,85.17,2076910.0,2.01,5.01,-9.82,-2.63,0.18,0.18,0.18,3.6
RIG,RIG,Energy,Oil & Gas Drilling,5.77,42270398.0,0.93,1.05,-7.23,-0.69,0.24,0.24,0.24,6.44
IOND,IOND,Financial Services,Capital Markets,79.88,654145.0,1.18,4.75,10.38,35.16,0.05,0.05,0.05,3.59
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.79,64356966.0,3.04,0.23,-7.0,-6.61,1.14,1.14,1.14,34.17
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,172.28,4802315.0,0.61,-1.4,-1.53,15.95,0.83,0.83,0.83,45.45
BTC-USD,Bitcoin,Crypto,Cryptocurrency,76617.47,28864681984.0,1.15,-2.1,-4.02,4.91,2211538.87,2211538.87,2211538.87,0.0
VIST,VIST,Energy,Oil & Gas E&P,78.95,2285844.0,1.72,5.87,2.49,19.39,0.18,0.18,0.18,8.73
PLTR,Palantir,Technology,Software - Infrastructure,165.86,21080018.0,0.7,-2.16,-2.12,-5.19,3.5,3.5,3.5,398.57
MU,Micron,Technology,Semiconductors,977.41,25554875.0,0.97,-4.9,2.23,12.54,24.98,24.98,24.98,1103.88
ADBE,Adobe,Technology,Software - Application,248.83,9883241.0,2.09,-2.37,-11.07,-5.64,2.46,2.46,2.46,98.91
SNAP,SNAP,Communication Services,Internet Content & Information,5.52,40437793.0,1.39,3.95,-1.25,0.18,0.22,0.22,0.22,9.34
ASO,ASO,Consumer Cyclical,Specialty Retail,54.22,3282879.0,1.18,5.99,24.35,9.39,0.18,0.18,0.18,3.36
TXN,Texas Inst,Technology,Semiconductors,258.82,5831596.0,1.32,-1.06,1.58,-7.97,1.51,1.51,1.51,236.37
