Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
GC=F,Gold (黃金),Index,Market Index,4446.1,4196.0,49.48,1.19,2.26,1.93,0.02,0.02,0.02,0.0
PCG,PCG,Utilities,Utilities - Regulated Electric,14.19,55296316.0,0.63,-4.25,0.92,-16.73,0.78,0.78,0.78,31.25
HCA,HCA,Healthcare,Medical Care Facilities,421.83,2140447.0,1.55,4.93,1.99,1.88,0.9,0.9,0.9,93.58
TSM,TSMC,Technology,Semiconductors,435.36,7443121.0,0.79,-0.83,5.16,4.04,3.24,3.24,3.24,2257.98
SUNB,SUNB,Industrials,Rental & Leasing Services,73.42,15479463.0,1.31,5.91,9.47,-6.9,1.14,1.14,1.14,30.1
^VIX,VIX,Index,Market Index,16.46,0.0,0.0,4.71,8.29,7.72,0.0,0.0,0.0,0.0
FSLY,FSLY,Technology,Software - Application,22.71,10509353.0,2.68,5.68,9.34,-18.16,0.24,0.24,0.24,3.62
SRPT,SRPT,Healthcare,Biotechnology,22.02,4163549.0,1.07,5.16,3.23,28.17,0.09,0.09,0.09,2.33
CIFR,CIFR,Technology,Information Technology Services,16.9,41947213.0,1.46,-8.7,15.67,3.49,0.71,0.71,0.71,7.01
JNJ,J&J,Healthcare,Drug Manufacturers - General,267.08,5967693.0,0.92,-0.76,-1.52,2.01,1.59,1.59,1.59,643.64
GME,GME,Consumer Cyclical,Specialty Retail,19.89,15450392.0,1.87,5.29,5.74,5.85,0.31,0.31,0.31,8.92
NU,NU,Financial Services,Banks - Regional,15.0,68293397.0,0.96,-2.15,3.73,8.23,1.02,1.02,1.02,72.46
MSTR,MicroStrategy,Technology,Software - Application,132.7,17104947.0,0.66,-2.8,6.26,36.34,2.27,2.27,2.27,52.72
PLTR,Palantir,Technology,Software - Infrastructure,169.53,20123908.0,0.65,-0.45,-5.77,-3.25,3.41,3.41,3.41,407.39
SSL,SSL,Basic Materials,Specialty Chemicals,14.58,4952130.0,2.38,9.62,17.11,26.67,0.07,0.07,0.07,9.35
MKC-V,MKC-V,Consumer Defensive,Packaged Foods,55.55,71687.0,7.2,5.63,2.85,6.44,0.0,0.0,0.0,14.93
HPE,HPE,Technology,Communication Equipment,58.9,30001414.0,0.71,5.12,15.79,7.72,1.77,1.77,1.77,78.19
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,87.55,12266677.0,0.73,-0.92,-0.51,0.78,1.07,1.07,1.07,376.69
NOK,NOK,Technology,Communication Equipment,10.76,85194184.0,1.21,1.03,8.36,17.85,0.92,0.92,0.92,60.24
CRWV,CoreWeave,Technology,Software - Infrastructure,94.94,21157798.0,0.87,-4.9,15.99,7.65,2.01,2.01,2.01,52.36
GRAB,GRAB,Technology,Software - Application,3.04,148170904.0,3.96,-6.46,-12.14,-17.17,0.45,0.45,0.45,12.44
ITUB,ITUB,Financial Services,Banks - Regional,8.08,35701632.0,1.77,-2.77,5.21,2.54,0.29,0.29,0.29,89.06
BRK-B,Berkshire,Financial Services,Insurance - Diversified,506.72,3313797.0,0.84,0.18,0.87,-4.29,1.68,1.68,1.68,1084.74
ASO,ASO,Consumer Cyclical,Specialty Retail,51.15,6030986.0,3.17,14.4,19.48,2.53,0.31,0.31,0.31,3.17
CL=F,Crude Oil (原油),Index,Market Index,97.06,4515.0,0.02,4.33,7.58,18.18,0.0,0.0,0.0,0.0
ORCL,Oracle,Technology,Software - Infrastructure,161.63,26502308.0,0.97,-0.55,14.37,7.0,4.28,4.28,4.28,465.57
DIS,Disney,Communication Services,Entertainment,104.18,7036870.0,1.02,-0.84,-1.92,0.97,0.73,0.73,0.73,179.89
ADBE,Adobe,Technology,Software - Application,254.86,4081438.0,0.85,-0.93,-10.91,-6.63,1.04,1.04,1.04,101.31
JPM,JPMorgan,Financial Services,Banks - Diversified,354.71,6262650.0,1.19,0.34,-0.07,-1.41,2.22,2.22,2.22,942.89
NIO,NIO,Consumer Cyclical,Auto Manufacturers,3.7,50108128.0,0.81,-2.37,-8.87,-23.24,0.19,0.19,0.19,9.27
FICO,FICO,Technology,Software - Application,983.19,793689.0,1.46,5.35,-10.92,-6.34,0.78,0.78,0.78,21.23
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,468.85,3806722.0,0.6,-0.83,6.11,-10.2,1.78,1.78,1.78,372.08
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,315.84,5453423.0,0.73,-1.43,8.84,3.08,1.72,1.72,1.72,395.22
BTC-USD,Bitcoin,Crypto,Cryptocurrency,78127.43,29305587712.0,1.1,-0.4,-1.94,12.79,2289570.24,2289570.24,2289570.24,0.0
NFLX,Netflix,Communication Services,Entertainment,76.03,22701520.0,0.8,-0.96,-5.92,-0.34,1.73,1.73,1.73,316.58
RIG,RIG,Energy,Oil & Gas Drilling,5.71,45748992.0,1.05,-0.87,-3.55,-0.17,0.26,0.26,0.26,6.38
COHU,COHU,Technology,Semiconductor Equipment & Materials,56.68,1493888.0,1.55,6.6,28.35,14.57,0.08,0.08,0.08,2.68
^DJI,Dow Jones,Index,Market Index,52380.66,403108204.0,0.99,-0.77,-0.73,-2.96,21115.07,21115.07,21115.07,0.0
GOOG,Alphabet,Communication Services,Internet Content & Information,328.38,18920503.0,1.37,-2.09,-1.1,-7.72,6.21,6.21,6.21,4016.07
CMCSA,CMCSA,Communication Services,Telecom Services,24.59,46823603.0,2.24,-6.61,-6.5,-2.42,1.15,1.15,1.15,87.26
CMPS,CMPS,Healthcare,Medical Care Facilities,15.17,7705555.0,3.93,8.05,14.58,15.1,0.12,0.12,0.12,2.1
TXN,Texas Inst,Technology,Semiconductors,261.59,4169438.0,0.83,1.03,3.26,-6.72,1.09,1.09,1.09,238.9
AMD,AMD,Technology,Semiconductors,521.09,22033121.0,1.21,3.04,13.38,10.98,11.48,11.48,11.48,850.67
SNAP,SNAP,Communication Services,Internet Content & Information,5.31,35538985.0,1.27,-2.21,-0.75,-0.75,0.19,0.19,0.19,8.98
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,164.23,12905422.0,0.99,2.22,-0.19,2.78,2.12,2.12,2.12,675.3
BAC,Bank of America,Financial Services,Banks - Diversified,62.67,35254412.0,1.27,0.45,1.1,-1.86,2.21,2.21,2.21,438.24
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,250.91,3643141.0,0.86,0.86,-3.49,1.19,0.91,0.91,0.91,443.39
AAL,AAL,Industrials,Airlines,12.94,48919553.0,0.81,0.23,-0.08,-13.73,0.63,0.63,0.63,8.57
VALE,VALE,Basic Materials,Other Industrial Metals & Mining,15.44,56560598.0,1.78,-0.77,2.12,3.69,0.87,0.87,0.87,65.71
TNGX,TNGX,Healthcare,Biotechnology,24.0,4664478.0,2.68,5.73,7.38,-13.26,0.11,0.11,0.11,4.05
SIG,SIG,Consumer Cyclical,Luxury Goods,102.48,4475646.0,4.72,23.96,26.11,8.47,0.46,0.46,0.46,4.03
AMBA,AMBA,Technology,Semiconductor Equipment & Materials,68.8,5064246.0,1.82,8.38,1.43,-16.14,0.35,0.35,0.35,3.04
AMZN,Amazon,Consumer Cyclical,Internet Retail,252.4,32177880.0,1.13,-1.78,-0.99,-9.24,8.12,8.12,8.12,2722.47
UNH,UnitedHealth,Healthcare,Healthcare Plans,393.06,7730118.0,1.54,-1.94,-0.82,-3.84,3.04,3.04,3.04,352.81
V,Visa,Financial Services,Credit Services,367.39,4469432.0,0.9,-0.34,-1.42,1.68,1.64,1.64,1.64,685.93
F,F,Consumer Cyclical,Auto Manufacturers,13.45,67521161.0,1.44,-3.93,-2.82,-3.93,0.91,0.91,0.91,53.63
T,T,Communication Services,Telecom Services,25.15,51071650.0,1.54,-1.76,-3.27,4.57,1.28,1.28,1.28,172.34
AAPL,Apple,Technology,Consumer Electronics,315.34,64902991.0,1.63,-0.28,-3.01,2.3,20.47,20.47,20.47,4602.13
BBD,BBD,Financial Services,Banks - Regional,3.43,33815869.0,0.95,-3.38,3.31,3.0,0.12,0.12,0.12,36.32
NET,NET,Technology,Software - Infrastructure,314.18,4759162.0,1.83,10.51,10.04,1.16,1.5,1.5,1.5,111.87
QCOM,Qualcomm,Technology,Semiconductors,176.4,14774717.0,1.27,1.33,5.88,8.77,2.61,2.61,2.61,188.41
HG=F,Copper (銅),Index,Market Index,6.86,400.0,0.39,1.79,5.43,4.02,0.0,0.0,0.0,0.0
WMT,Walmart,Consumer Defensive,Discount Stores,105.83,15347532.0,0.66,-0.21,-0.08,-6.06,1.62,1.62,1.62,839.63
HRC=F,Steel (熱軋鋼),Index,Market Index,1262.0,1.0,0.01,2.6,4.13,5.61,0.0,0.0,0.0,0.0
INTC,Intel,Technology,Semiconductors,106.24,96066104.0,1.06,1.69,19.41,8.94,10.21,10.21,10.21,561.6
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,367.81,32340063.0,0.65,-0.1,3.29,11.16,11.89,11.89,11.89,1452.68
SPCX,SPCX,Industrials,Aerospace & Defense,147.55,120147894.0,1.67,-3.86,3.74,6.35,17.73,17.73,17.73,1943.85
ONDS,ONDS,Technology,Communication Equipment,7.29,60816620.0,0.99,-4.33,3.55,-21.7,0.44,0.44,0.44,4.17
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.17,46087146.0,0.92,-3.98,3.83,2.84,0.1,0.1,0.1,3.03
AVGO,Broadcom,Technology,Semiconductors,364.38,24562370.0,0.68,-1.13,-1.43,-13.74,8.95,8.95,8.95,1733.57
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,174.72,5928989.0,0.71,-2.36,-1.19,17.51,1.04,1.04,1.04,46.1
MARA,MARA,Financial Services,Capital Markets,11.92,38238241.0,0.87,0.76,16.52,24.69,0.46,0.46,0.46,4.6
PLSE,PLSE,Healthcare,Medical Instruments & Supplies,52.97,1560251.0,1.9,8.57,1.69,27.61,0.08,0.08,0.08,3.78
JMKE,JMKE,Consumer Cyclical,Restaurants,22.37,7985047.0,3.04,7.44,9.55,0.81,0.18,0.18,0.18,5.21
^SOX,PHLX Semi,Index,Market Index,11931.32,0.0,0.0,0.37,5.69,-0.52,0.0,0.0,0.0,0.0
MXL,MXL,Technology,Semiconductors,71.51,3156985.0,1.4,7.53,24.17,4.49,0.23,0.23,0.23,6.49
MSFT,Microsoft,Technology,Software - Infrastructure,491.65,12778304.0,0.66,-0.47,-1.87,-2.85,6.28,6.28,6.28,3650.77
AEHR,AEHR,Technology,Semiconductor Equipment & Materials,95.56,4300961.0,1.15,5.25,24.77,-10.02,0.41,0.41,0.41,3.12
META,Meta,Communication Services,Internet Content & Information,653.69,35359694.0,2.03,6.55,12.99,9.88,23.11,23.11,23.11,1665.28
MU,Micron,Technology,Semiconductors,1027.77,23573851.0,0.87,2.75,10.11,19.37,24.23,24.23,24.23,1160.76
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,310.45,3357754.0,0.93,-1.04,-2.91,-11.5,1.04,1.04,1.04,309.73
SMCI,Super Micro,Technology,Computer Hardware,38.93,30520204.0,0.8,-3.3,6.05,23.74,1.19,1.19,1.19,25.18
