Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
ADBE,Adobe,Technology,Software - Application,266.51,6579463.0,1.59,-6.73,-8.58,2.41,1.75,1.75,1.75,105.94
^SOX,PHLX Semi,Index,Market Index,11735.26,0.0,0.0,3.37,2.32,-2.6,0.0,0.0,0.0,0.0
SNDK,SNDK,Technology,Computer Hardware,1740.0,16217211.0,1.33,11.9,17.17,38.25,28.22,28.22,28.22,254.77
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,159.47,15942898.0,1.21,-1.69,1.76,2.99,2.54,2.54,2.54,655.73
AMC,AMC,Communication Services,Entertainment,2.65,56990347.0,2.98,4.33,2.32,3.11,0.15,0.15,0.15,2.37
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,454.71,5985911.0,0.92,4.31,-1.51,-13.8,2.72,2.72,2.72,360.86
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,88.07,14571607.0,0.9,-0.83,-1.77,1.4,1.28,1.28,1.28,378.93
PL,PL,Industrials,Aerospace & Defense,18.12,32038992.0,2.61,-1.25,-9.31,-20.25,0.58,0.58,0.58,6.46
UCTT,UCTT,Technology,Semiconductor Equipment & Materials,72.43,1465358.0,1.89,8.77,4.25,-12.88,0.11,0.11,0.11,3.25
^GSPC,S&P 500,Index,Market Index,7718.6,2531375000.0,0.53,-0.38,0.09,0.11,19538.67,19538.67,19538.67,0.0
COHU,COHU,Technology,Semiconductor Equipment & Materials,50.72,857182.0,0.94,10.31,5.67,-2.07,0.04,0.04,0.04,2.4
GOOG,Alphabet,Communication Services,Internet Content & Information,335.31,12195409.0,0.73,-1.11,-2.21,-5.98,4.09,4.09,4.09,4100.82
SMCI,Super Micro,Technology,Computer Hardware,39.59,53308923.0,1.82,4.54,6.77,34.75,2.11,2.11,2.11,25.61
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,321.05,2259444.0,0.66,0.94,-2.77,-8.15,0.73,0.73,0.73,320.31
F,F,Consumer Cyclical,Auto Manufacturers,14.62,38851665.0,0.84,1.46,5.33,6.02,0.57,0.57,0.57,58.3
CBRS,CBRS,Technology,Semiconductors,210.05,13705435.0,2.41,10.3,17.29,-0.59,2.88,2.88,2.88,49.9
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.17,45131492.0,1.07,2.84,-0.91,4.83,0.1,0.1,0.1,3.03
ORCL,Oracle,Technology,Software - Infrastructure,158.78,26162395.0,1.23,3.08,5.26,10.67,4.15,4.15,4.15,457.36
ONDS,ONDS,Technology,Communication Equipment,7.62,43058738.0,0.67,-0.13,-3.54,-12.81,0.33,0.33,0.33,4.35
FORM,FORM,Technology,Semiconductor Equipment & Materials,103.9,1099365.0,1.03,7.38,2.16,-9.82,0.11,0.11,0.11,8.1
BE,BE,Industrials,Electrical Equipment & Parts,252.87,14783982.0,1.29,7.35,19.97,10.44,3.74,3.74,3.74,74.48
ALAB,ALAB,Technology,Semiconductors,310.4,6290634.0,2.23,9.75,7.23,-6.37,1.95,1.95,1.95,53.85
TARS,TARS,Healthcare,Biotechnology,90.78,1595529.0,1.75,9.1,26.51,38.96,0.14,0.14,0.14,3.98
BOBS,BOBS,Consumer Cyclical,Specialty Retail,17.64,410882.0,0.79,7.36,1.91,-2.33,0.01,0.01,0.01,2.31
ACMR,ACMR,Technology,Semiconductor Equipment & Materials,74.44,643418.0,0.67,7.23,0.03,-5.75,0.05,0.05,0.05,5.18
TXN,Texas Inst,Technology,Semiconductors,258.44,4231822.0,0.78,1.82,-0.08,-7.17,1.09,1.09,1.09,236.02
NIO,NIO,Consumer Cyclical,Auto Manufacturers,3.8,52108612.0,0.9,-1.55,-13.04,-17.39,0.2,0.2,0.2,9.52
AXTI,AXTI,Technology,Semiconductor Equipment & Materials,61.64,10587172.0,1.48,9.68,5.13,-18.0,0.65,0.65,0.65,4.04
TSEM,TSEM,Technology,Semiconductors,222.34,1722143.0,1.32,7.85,6.89,-1.05,0.38,0.38,0.38,25.13
SI=F,Silver (白銀),Index,Market Index,66.82,40410.0,33.5,-0.23,-0.26,8.76,0.0,0.0,0.0,0.0
