Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
SPCX,SPCX,Industrials,Aerospace & Defense,151.21,78755857.0,0.79,2.04,0.98,3.46,11.91,11.91,11.91,1992.07
BMNR,BMNR,Financial Services,Capital Markets,25.03,62602049.0,1.58,3.43,-5.37,39.91,1.57,1.57,1.57,15.1
^VIX,VIX,Index,Market Index,15.84,0.0,0.0,-11.21,9.02,8.27,0.0,0.0,0.0,0.0
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1115.7,1835110.0,0.82,-0.65,-3.79,-8.57,2.05,2.05,2.05,994.49
SPSC,SPSC,Technology,Software - Application,82.68,1807073.0,3.88,7.06,-1.82,8.21,0.15,0.15,0.15,2.98
HRC=F,Steel (熱軋鋼),Index,Market Index,1265.0,168.0,1.28,2.6,3.43,5.77,0.0,0.0,0.0,0.0
F,F,Consumer Cyclical,Auto Manufacturers,13.97,39307775.0,0.81,0.65,-3.05,1.01,0.55,0.55,0.55,55.71
^SOX,PHLX Semi,Index,Market Index,11824.0,0.0,0.0,1.81,4.16,-4.64,0.0,0.0,0.0,0.0
PG,P&G,Consumer Defensive,Household & Personal Products,145.27,11508718.0,1.43,1.61,-1.12,0.83,1.67,1.67,1.67,337.67
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,456.49,4310804.0,0.8,0.55,4.72,-16.72,1.97,1.97,1.97,362.27
TXN,Texas Inst,Technology,Semiconductors,268.7,5252848.0,1.09,3.82,5.86,-2.85,1.41,1.41,1.41,245.39
ON,ON,Technology,Semiconductors,76.14,11279601.0,1.18,8.51,3.38,-8.62,0.86,0.86,0.86,29.64
INSP,INSP,Healthcare,Medical Devices,73.0,1399286.0,1.85,7.16,17.48,25.26,0.1,0.1,0.1,2.11
SIMO,SIMO,Technology,Semiconductors,284.48,770339.0,0.94,7.25,20.7,17.89,0.22,0.22,0.22,9.65
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,165.99,11319893.0,0.78,0.46,2.33,3.91,1.88,1.88,1.88,682.54
GOOG,Alphabet,Communication Services,Internet Content & Information,335.45,15784276.0,1.05,1.53,-1.07,-2.02,5.29,5.29,5.29,4102.53
GC=F,Gold (黃金),Index,Market Index,4390.0,185690.0,1694.25,0.58,-2.26,-0.43,0.82,0.82,0.82,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,88.29,9985346.0,0.67,0.52,-0.59,1.82,0.88,0.88,0.88,379.87
ONDS,ONDS,Technology,Communication Equipment,7.23,41818447.0,0.76,-0.28,-5.24,-26.0,0.3,0.3,0.3,4.13
SMCI,Super Micro,Technology,Computer Hardware,40.1,46266671.0,1.23,7.28,5.89,6.62,1.86,1.86,1.86,25.94
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,3.02,37929573.0,1.45,-0.66,-0.66,7.09,0.11,0.11,0.11,46.56
NFLX,Netflix,Communication Services,Entertainment,77.4,22178958.0,0.79,1.83,-6.37,4.3,1.72,1.72,1.72,322.29
QCOM,Qualcomm,Technology,Semiconductors,181.97,11534079.0,0.8,2.88,7.95,11.59,2.1,2.1,2.1,194.35
RIG,RIG,Energy,Oil & Gas Drilling,5.67,33069582.0,0.75,-1.73,-5.81,-0.53,0.19,0.19,0.19,6.33
CRM,Salesforce,Technology,Software - Application,247.72,9664041.0,0.73,1.94,-6.32,28.14,2.39,2.39,2.39,203.87
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.78,46746588.0,1.55,-0.06,-6.17,-6.32,0.83,0.83,0.83,34.15
HIMX,HIMX,Technology,Semiconductors,14.73,1405665.0,1.44,6.89,8.63,-2.39,0.02,0.02,0.02,2.57
JPM,JPMorgan,Financial Services,Banks - Diversified,356.23,5340945.0,1.01,0.76,-1.61,-2.45,1.9,1.9,1.9,946.93
PATH,PATH,Technology,Software - Infrastructure,13.75,41699499.0,0.59,-0.87,-24.53,-9.9,0.57,0.57,0.57,7.17
^GSPC,S&P 500,Index,Market Index,7656.98,2659812000.0,0.56,0.86,-1.17,-1.18,20366.13,20366.13,20366.13,0.0
DELL,DELL,Technology,Computer Hardware,567.29,14366604.0,1.4,11.98,9.86,17.09,8.15,8.15,8.15,360.69
UNH,UnitedHealth,Healthcare,Healthcare Plans,379.09,7449717.0,1.23,-2.37,-5.45,-6.53,2.82,2.82,2.82,340.27
PLTR,Palantir,Technology,Software - Infrastructure,167.23,15348958.0,0.58,0.83,-8.38,-2.23,2.57,2.57,2.57,401.86
HG=F,Copper (銅),Index,Market Index,6.56,41484.0,50.76,1.39,-0.3,-0.61,0.0,0.0,0.0,0.0
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,257.12,4307736.0,1.0,0.83,-1.19,3.36,1.11,1.11,1.11,454.36
CRWV,CoreWeave,Technology,Software - Infrastructure,88.99,17574593.0,0.62,-0.15,5.24,-17.4,1.56,1.56,1.56,49.08
ARW,ARW,Technology,Electronics & Computer Distribution,228.2,794300.0,1.4,6.92,8.22,8.51,0.18,0.18,0.18,11.62
BGSI,BGSI,Consumer Cyclical,Auto & Truck Dealerships,90.4,111463.0,2.48,10.85,0.21,-13.95,0.01,0.01,0.01,2.52
V,Visa,Financial Services,Credit Services,370.45,3490928.0,0.8,0.88,-2.19,3.07,1.29,1.29,1.29,691.65
HPQ,HPQ,Technology,Computer Hardware,35.48,26507780.0,1.83,8.4,11.12,21.17,0.94,0.94,0.94,32.0
HUT,HUT,Financial Services,Capital Markets,98.6,5675565.0,1.23,8.83,11.93,8.63,0.56,0.56,0.56,12.15
SI=F,Silver (白銀),Index,Market Index,65.02,52640.0,504.21,1.14,-2.92,-0.82,0.0,0.0,0.0,0.0
NU,NU,Financial Services,Banks - Regional,14.62,65619960.0,0.94,-2.66,-6.76,7.82,0.96,0.96,0.96,70.62
MU,Micron,Technology,Semiconductors,975.26,21642629.0,0.8,-0.22,1.78,7.02,21.11,21.11,21.11,1101.45
WMT,Walmart,Consumer Defensive,Discount Stores,107.15,17027931.0,0.84,1.34,-1.17,-7.64,1.82,1.82,1.82,850.1
BAC,Bank of America,Financial Services,Banks - Diversified,62.69,26332544.0,0.88,0.21,-0.56,-3.27,1.65,1.65,1.65,438.38
AAPL,Apple,Technology,Consumer Electronics,332.27,50423955.0,1.02,1.75,1.24,9.93,16.75,16.75,16.75,4849.21
M,M,Consumer Cyclical,Department Stores,22.08,10269863.0,1.31,7.71,-1.74,-7.19,0.23,0.23,0.23,5.78
CDW,CDW,Technology,Information Technology Services,153.79,1774427.0,1.09,7.85,-0.08,12.53,0.27,0.27,0.27,19.23
MARA,MARA,Financial Services,Capital Markets,11.98,45199075.0,0.95,4.81,3.28,24.27,0.54,0.54,0.54,4.63
META,Meta,Communication Services,Internet Content & Information,648.03,16862780.0,0.75,0.57,6.12,11.95,10.93,10.93,10.93,1650.86
HPE,HPE,Technology,Communication Equipment,62.09,38956735.0,1.08,12.44,14.05,5.61,2.42,2.42,2.42,82.42
MA,Mastercard,Financial Services,Credit Services,569.19,2048449.0,0.98,0.68,-2.82,1.69,1.17,1.17,1.17,498.62
AAL,AAL,Industrials,Airlines,13.01,63527347.0,1.07,1.25,0.31,-12.86,0.83,0.83,0.83,8.61
GRAB,GRAB,Technology,Software - Application,3.05,61147471.0,0.87,1.33,-10.82,-15.51,0.19,0.19,0.19,12.48
AMD,AMD,Technology,Semiconductors,516.13,18790168.0,0.93,2.49,13.15,6.87,9.7,9.7,9.7,842.57
TSM,TSMC,Technology,Semiconductors,433.24,10478505.0,1.07,1.22,3.89,0.95,4.54,4.54,4.54,2246.99
MXL,MXL,Technology,Semiconductors,74.57,2514378.0,1.06,7.54,25.43,0.32,0.19,0.19,0.19,6.76
FPS,FPS,Industrials,Electrical Equipment & Parts,31.82,9600600.0,1.67,8.97,3.99,-16.85,0.31,0.31,0.31,9.69
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,365.44,29922750.0,0.62,0.52,-2.9,11.58,10.93,10.93,10.93,1443.32
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,298.22,8832423.0,1.09,0.07,1.9,-8.55,2.63,2.63,2.63,373.17
ALKT,ALKT,Technology,Software - Application,20.51,3337855.0,2.02,7.61,2.09,1.48,0.07,0.07,0.07,2.19
HTFL,HTFL,Healthcare,Health Information Services,49.88,2152375.0,1.15,9.65,0.34,67.1,0.11,0.11,0.11,4.34
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,308.74,3214823.0,0.83,1.0,-2.93,-10.1,0.99,0.99,0.99,308.03
SYNA,SYNA,Technology,Semiconductors,101.03,530178.0,0.84,8.09,3.43,-8.19,0.05,0.05,0.05,3.95
^DJI,Dow Jones,Index,Market Index,52573.29,354468410.0,0.88,0.98,-2.07,-2.23,18635.57,18635.57,18635.57,0.0
MSTR,MicroStrategy,Technology,Software - Application,130.97,19031491.0,0.77,1.87,-9.56,38.11,2.49,2.49,2.49,52.03
VICR,VICR,Technology,Electronic Components,197.91,737425.0,1.45,11.15,10.71,-12.48,0.15,0.15,0.15,9.12
