Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,10910.0,-4.840819886611427,51.100258,468380.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,3725.0,2.194787379972565,33.341432,895072.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,3110.0,-2.507836990595611,44.7683256,1439496.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,3720.0,-5.822784810126582,78.4104204,2107807.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,8190.0,3.868103994927077,44.9126496,548384.0,一般,穎崴,一般,0,0,0,0
2059.TW,3520.0,3.5294117647058822,34.30944,974700.0,一般,川湖,一般,0,0,0,0
3008.TW,2240.0,0.22371364653243847,11.4883776,512874.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,2505.0,-3.2818532818532815,52.9536459,2113918.0,一般,創意,一般,0,0,0,0
3653.TW,3950.0,2.5974025974025974,82.174378,2080364.0,一般,健策,一般,0,0,0,0
6510.TWO,3200.0,-6.158357771260997,44.079808,1377494.0,一般,精測,一般,0,0,0,0
6223.TWO,3670.0,-1.2113055181695829,49.2167919,1341057.0,一般,旺矽,一般,0,0,0,0
3131.TWO,2420.0,-0.6160164271047228,33.2669656,1374668.0,一般,弘塑,一般,0,0,0,0
3529.TWO,2535.0,-2.5,37.054095,1461700.0,一般,力旺,一般,0,0,0,0
2330.TW,1810.0,0.0,526.1744029,29070409.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,1685.0,-6.388888888888888,205.70933265,12208269.0,一般,群聯,一般,0,0,0,0
2383.TW,2685.0,-3.9355992844364938,106.79896275,3977615.0,一般,台光電,一般,0,0,0,0
2454.TW,1620.0,-0.3076923076923077,91.379421,5640705.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,1730.0,-2.2598870056497176,45.6212764,2637068.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1835.0,-1.6085790884718498,16.6138331,905386.0,一般,富世達,一般,0,0,0,0
3017.TW,1945.0,-2.506265664160401,130.44969125,6706925.0,一般,奇鋐,一般,0,0,0,0
3533.TW,1955.0,-1.5113350125944585,31.01902705,1586651.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1155.0,-0.43103448275862066,7.295904,631680.0,一般,祥碩,一般,0,0,0,0
6442.TW,1935.0,4.594594594594595,72.55652085,3749691.0,一般,光聖,一般,0,0,0,0
6781.TW,1090.0,3.3175355450236967,25.695878,2357420.0,一般,AES-KY,一般,0,0,0,0
2345.TW,1535.0,-1.9169329073482428,66.2830499,4318114.0,一般,智邦,一般,0,0,0,0
2308.TW,1415.0,0.3546099290780142,181.0995391,12798554.0,一般,台達電,一般,0,0,0,0
6409.TW,740.0,-2.2457067371202113,5.0360108,680542.0,一般,旭隼,一般,0,0,0,0
2404.TW,935.0,2.185792349726776,41.97632945,4489447.0,一般,漢唐,一般,0,0,0,0
7734.TWO,1660.0,-5.681818181818182,7.276195,438325.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,953.0,-1.0384215991692627,5.30219657,556369.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1005.0,0.0,42.63241155,4242031.0,一般,雙鴻,一般,0,0,0,0
8210.TW,868.0,-2.799552071668533,27.11359448,3123686.0,一般,勤誠,一般,0,0,0,0
4749.TWO,863.0,0.46565774155995343,17.29798926,2004402.0,一般,新應材,一般,0,0,0,0
2360.TW,1480.0,-2.631578947368421,62.7982204,4243123.0,一般,致茂,一般,0,0,0,0
7750.TWO,1255.0,-3.4615384615384617,4.3913956,349912.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
