Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
CRM,Salesforce,Technology,Software - Application,252.05,55465200.0,4.98,22.58,22.69,33.8,13.98,13.98,13.98,207.44
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,2.88,36342400.0,0.89,-0.69,1.77,-7.1,0.1,0.1,0.1,44.41
MSFT,Microsoft,Technology,Software - Infrastructure,505.06,28649300.0,1.43,1.75,4.97,29.32,14.47,14.47,14.47,3750.35
AAL,AAL,Industrials,Airlines,13.72,65498100.0,1.01,-0.87,1.48,-7.55,0.9,0.9,0.9,9.08
ZS,ZS,Technology,Software - Infrastructure,187.3,3989900.0,2.11,9.98,7.06,21.81,0.75,0.75,0.75,30.29
TEAM,TEAM,Technology,Software - Application,185.62,6071400.0,1.65,10.18,6.12,78.0,1.13,1.13,1.13,46.99
SI=F,Silver (白銀),Index,Market Index,69.61,7503.0,163.82,0.26,0.21,18.35,0.0,0.0,0.0,0.0
FIG,FIG,Technology,Software - Application,30.62,27552700.0,2.48,13.28,12.12,23.67,0.84,0.84,0.84,16.32
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,328.61,3618000.0,1.03,-1.86,-1.76,-2.86,1.19,1.19,1.19,327.85
SNPS,SNPS,Technology,Software - Infrastructure,464.89,4072200.0,2.15,13.39,16.83,24.41,1.89,1.89,1.89,89.09
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,318.58,6555900.0,1.08,1.82,2.59,26.25,2.09,2.09,2.09,398.65
AMD,AMD,Technology,Semiconductors,476.67,16403600.0,1.03,-0.89,1.54,10.97,7.82,7.82,7.82,778.15
TSM,TSMC,Technology,Semiconductors,427.3,12730200.0,1.43,2.3,2.72,14.05,5.44,5.44,5.44,2216.18
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1176.1,2730600.0,1.14,-1.12,-5.49,-2.8,3.21,3.21,3.21,1048.78
VEEV,VEEV,Healthcare,Health Information Services,282.13,6408800.0,4.55,15.2,12.61,35.7,1.81,1.81,1.81,45.83
DIS,Disney,Communication Services,Entertainment,106.82,8699500.0,1.02,-2.56,-0.47,8.47,0.93,0.93,0.93,184.44
AVGO,Broadcom,Technology,Semiconductors,371.54,21271000.0,1.12,4.49,2.06,0.33,7.9,7.9,7.9,1767.63
JPM,JPMorgan,Financial Services,Banks - Diversified,354.22,5209900.0,0.89,-0.64,0.76,2.76,1.85,1.85,1.85,941.58
NFLX,Netflix,Communication Services,Entertainment,79.84,27120400.0,1.09,-1.99,-0.37,8.43,2.17,2.17,2.17,332.45
HRC=F,Steel (熱軋鋼),Index,Market Index,1203.0,169.0,0.85,0.33,0.75,0.67,0.0,0.0,0.0,0.0
CDE,CDE,Basic Materials,Gold,22.21,37705700.0,0.96,3.59,5.21,51.81,0.84,0.84,0.84,22.83
GOOG,Alphabet,Communication Services,Internet Content & Information,337.71,17899600.0,1.17,-0.41,-0.14,0.58,6.04,6.04,6.04,4130.17
BRK-B,Berkshire,Financial Services,Insurance - Diversified,503.7,6302000.0,1.84,-0.24,1.38,-1.07,3.17,3.17,3.17,1078.28
SMR,SMR,Industrials,Specialty Industrial Machinery,9.74,37852300.0,0.85,5.07,7.39,28.33,0.37,0.37,0.37,4.0
F,F,Consumer Cyclical,Auto Manufacturers,13.95,37658300.0,0.92,0.36,-0.29,-8.7,0.53,0.53,0.53,55.63
S,S,Technology,Software - Infrastructure,22.71,18698100.0,3.69,10.73,8.45,22.62,0.42,0.42,0.42,7.79
