Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
AAL,AAL,Industrials,Airlines,15.29,48564995.0,1.01,1.93,-7.67,-6.25,0.74,0.74,0.74,10.12
ZLAB,ZLAB,Healthcare,Biotechnology,26.0,3778183.0,3.36,10.31,40.62,32.52,0.1,0.1,0.1,2.92
RIG,RIG,Energy,Oil & Gas Drilling,5.81,51835066.0,1.27,1.57,11.3,8.19,0.3,0.3,0.3,6.49
HL,HL,Basic Materials,Other Precious Metals & Mining,17.76,34509490.0,0.86,1.2,15.4,16.46,0.61,0.61,0.61,11.93
BAC,Bank of America,Financial Services,Banks - Diversified,64.0,15114020.0,0.58,0.22,1.75,7.56,0.97,0.97,0.97,447.54
WMT,Walmart,Consumer Defensive,Discount Stores,113.26,16856998.0,0.75,0.53,1.53,-1.32,1.91,1.91,1.91,901.33
KKR,KKR,Financial Services,Asset Management,110.97,8309737.0,1.58,6.88,2.55,14.51,0.92,0.92,0.92,102.49
AMD,AMD,Technology,Semiconductors,474.32,17265042.0,0.51,1.01,-8.53,-11.24,8.19,8.19,8.19,774.32
NVDA,NVIDIA,Technology,Semiconductors,217.5,95707655.0,0.76,-0.02,2.62,6.86,20.82,20.82,20.82,5268.07
SEPN,SEPN,Healthcare,Biotechnology,47.76,1152931.0,3.57,22.93,22.52,39.0,0.06,0.06,0.06,2.15
PG,P&G,Consumer Defensive,Household & Personal Products,145.21,6171457.0,0.76,-0.84,-1.89,-2.13,0.9,0.9,0.9,337.53
^IXIC,Nasdaq,Index,Market Index,26445.45,7026093000.0,0.81,-0.6,-0.52,2.21,185808.16,185808.16,185808.16,0.0
WIX,WIX,Technology,Software - Infrastructure,66.71,1261256.0,0.74,6.86,-0.1,27.28,0.08,0.08,0.08,2.79
COST,Costco,Consumer Defensive,Discount Stores,944.32,1627633.0,0.88,-0.88,-0.37,1.93,1.54,1.54,1.54,418.79
UNH,UnitedHealth,Healthcare,Healthcare Plans,402.19,3390460.0,0.75,-1.6,-1.32,-6.27,1.36,1.36,1.36,365.25
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,525.61,6384413.0,1.1,0.67,-3.84,-8.65,3.36,3.36,3.36,417.31
MA,Mastercard,Financial Services,Credit Services,561.44,1818041.0,0.63,-0.31,-1.69,4.42,1.02,1.02,1.02,491.83
OUST,OUST,Technology,Electronic Components,45.13,3380992.0,1.11,7.12,-5.66,12.74,0.15,0.15,0.15,3.25
RNW,RNW,Utilities,Utilities - Renewable,6.85,23647730.0,25.19,11.75,8.9,11.38,0.16,0.16,0.16,2.5
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.22,145101679.0,2.3,5.21,2.78,2.3,0.32,0.32,0.32,3.1
F,F,Consumer Cyclical,Auto Manufacturers,13.98,36337303.0,0.79,-0.14,-1.83,0.94,0.51,0.51,0.51,55.75
SI=F,Silver (白銀),Index,Market Index,64.86,44078.0,233.22,-0.38,8.0,12.54,0.0,0.0,0.0,0.0
JPM,JPMorgan,Financial Services,Banks - Diversified,362.04,4561307.0,0.77,0.63,1.26,8.22,1.65,1.65,1.65,962.37
TXN,Texas Inst,Technology,Semiconductors,281.24,4465979.0,0.72,0.29,-0.84,-5.8,1.26,1.26,1.26,256.84
INTC,Intel,Technology,Semiconductors,97.71,163634859.0,1.76,0.19,-3.12,-5.25,15.99,15.99,15.99,492.85
RIOT,RIOT,Financial Services,Capital Markets,20.24,76064000.0,3.96,4.33,-6.12,0.25,1.54,1.54,1.54,7.65
BVC,BVC,Technology,Software - Application,14.08,73987.0,1.34,9.74,20.65,20.24,0.0,0.0,0.0,2.37
VSEC,VSEC,Industrials,Aerospace & Defense,241.82,530415.0,0.98,9.31,12.88,17.82,0.13,0.13,0.13,6.79
IMOS,IMOS,Technology,Semiconductors,59.28,227508.0,2.29,11.74,13.09,-14.26,0.01,0.01,0.01,2.06
^DJI,Dow Jones,Index,Market Index,53791.85,379390280.0,0.82,-0.34,-0.54,2.46,20408.11,20408.11,20408.11,0.0
V,Visa,Financial Services,Credit Services,362.82,4435492.0,0.71,0.42,-1.83,1.42,1.61,1.61,1.61,677.4
CIB,CIB,Financial Services,Banks - Regional,98.01,754412.0,2.78,7.15,8.89,21.87,0.07,0.07,0.07,23.25
HG=F,Copper (銅),Index,Market Index,6.63,41607.0,32.3,0.52,0.15,6.35,0.0,0.0,0.0,0.0
CDE,CDE,Basic Materials,Gold,18.58,33260488.0,0.72,2.37,14.62,19.18,0.62,0.62,0.62,19.1
STEP,STEP,Financial Services,Asset Management,49.51,1574016.0,0.67,7.28,1.83,15.65,0.08,0.08,0.08,6.39
CL=F,Crude Oil (原油),Index,Market Index,83.23,253891.0,0.94,1.34,9.85,6.51,0.02,0.02,0.02,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,86.48,15762349.0,1.1,-0.45,-0.09,2.65,1.36,1.36,1.36,372.08
AVGO,Broadcom,Technology,Semiconductors,416.08,12814188.0,0.72,-1.5,-0.5,8.34,5.33,5.33,5.33,1979.53
MU,Micron,Technology,Semiconductors,868.52,29137529.0,0.86,0.87,-2.71,-7.31,25.31,25.31,25.31,0.0
FORM,FORM,Technology,Semiconductor Equipment & Materials,121.07,1231866.0,0.97,7.65,0.64,9.76,0.15,0.15,0.15,9.46
MARA,MARA,Financial Services,Capital Markets,9.68,36318992.0,0.94,1.26,-17.62,-20.59,0.35,0.35,0.35,3.74
NN,NN,Technology,Software - Infrastructure,17.83,10897100.0,3.12,15.55,28.37,15.48,0.19,0.19,0.19,2.43
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,332.81,23158961.0,0.76,0.58,1.67,-15.69,7.71,7.71,7.71,1314.45
CRWV,CoreWeave,Technology,Software - Infrastructure,90.32,29581984.0,1.34,2.42,-1.72,8.41,2.67,2.67,2.67,49.28
NFLX,Netflix,Communication Services,Entertainment,74.79,26692823.0,0.88,-1.97,1.66,1.3,2.0,2.0,2.0,311.42
ONDS,ONDS,Technology,Communication Equipment,9.74,72336139.0,0.88,4.62,9.93,39.94,0.7,0.7,0.7,5.55
GC=F,Gold (黃金),Index,Market Index,4427.8,134680.0,117.73,1.51,8.12,10.78,0.6,0.6,0.6,0.0
PLSE,PLSE,Healthcare,Medical Instruments & Supplies,44.4,759450.0,1.85,6.96,16.32,71.49,0.03,0.03,0.03,3.17
SHAZ,SHAZ,Technology,Information Technology Services,56.58,1332895.0,0.77,7.36,1.91,-17.11,0.08,0.08,0.08,2.03
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,148.58,6434903.0,0.92,-0.07,-1.43,-5.59,0.96,0.96,0.96,39.2
JNJ,J&J,Healthcare,Drug Manufacturers - General,259.8,3645659.0,0.5,-0.77,1.91,0.79,0.95,0.95,0.95,626.09
TSM,TSMC,Technology,Semiconductors,422.06,9675813.0,0.83,0.86,1.17,0.11,4.08,4.08,4.08,2189.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1211.0,249.0,14.48,1.34,1.51,4.76,0.0,0.0,0.0,0.0
NU,NU,Financial Services,Banks - Regional,13.65,74036062.0,1.44,-1.52,-4.75,-0.15,1.01,1.01,1.01,65.94
ONTO,ONTO,Technology,Semiconductor Equipment & Materials,319.79,1073333.0,0.76,9.76,11.19,5.12,0.34,0.34,0.34,15.69
META,Meta,Communication Services,Internet Content & Information,599.12,12274440.0,0.87,0.71,1.9,-8.77,7.35,7.35,7.35,1526.26
ARMK,ARMK,Industrials,Specialty Business Services,60.47,4784603.0,1.62,8.54,7.56,3.99,0.29,0.29,0.29,15.9
COHU,COHU,Technology,Semiconductor Equipment & Materials,52.82,540744.0,0.73,6.77,-0.04,0.02,0.03,0.03,0.03,2.5
EA,EA,Communication Services,Electronic Gaming & Multimedia,209.7,0.0,0.0,0.0,0.38,2.53,0.0,0.0,0.0,52.93
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,354.48,2546931.0,0.76,1.05,1.79,5.15,0.9,0.9,0.9,353.46
^SOX,PHLX Semi,Index,Market Index,12098.47,0.0,0.0,0.87,-0.66,-2.02,0.0,0.0,0.0,0.0
ACHR,ACHR,Industrials,Aerospace & Defense,6.79,87198792.0,1.8,8.47,27.87,49.23,0.59,0.59,0.59,5.18
DIS,Disney,Communication Services,Entertainment,103.53,4678473.0,0.33,0.34,5.45,7.84,0.48,0.48,0.48,178.76
AEHR,AEHR,Technology,Semiconductor Equipment & Materials,117.18,2518602.0,1.08,10.34,6.63,72.27,0.3,0.3,0.3,3.82
CRM,Salesforce,Technology,Software - Application,197.47,6080817.0,0.57,-0.02,3.39,15.33,1.2,1.2,1.2,161.73
