Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
ADBE,Adobe,Technology,Software - Application,265.21,4581951.0,0.99,1.91,5.91,19.12,1.22,1.22,1.22,105.42
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,153.04,9931964.0,0.72,-1.16,-1.54,11.33,1.52,1.52,1.52,0.0
CRWV,CoreWeave,Technology,Software - Infrastructure,90.67,18500082.0,0.65,6.26,26.33,1.08,1.68,1.68,1.68,49.47
MCHP,MCHP,Technology,Semiconductors,84.69,18902160.0,1.54,13.89,14.0,-4.04,1.6,1.6,1.6,45.99
NFLX,Netflix,Communication Services,Entertainment,74.14,24721717.0,0.72,0.61,3.39,-1.76,1.83,1.83,1.83,308.71
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.18,53379099.0,1.2,5.31,5.83,-8.4,0.12,0.12,0.12,3.04
NVDA,NVIDIA,Technology,Semiconductors,223.96,104730601.0,0.78,2.27,11.56,10.44,23.46,23.46,23.46,5424.54
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,539.14,3993268.0,0.65,2.21,6.2,-8.41,2.15,2.15,2.15,428.06
CIFR,CIFR,Technology,Information Technology Services,17.18,44155136.0,1.15,-5.66,-23.03,-26.14,0.76,0.76,0.76,7.13
BVC,BVC,Technology,Software - Application,12.55,66155.0,0.61,16.85,12.25,30.73,0.0,0.0,0.0,2.11
WULF,WULF,Financial Services,Capital Markets,17.08,39582338.0,1.32,-3.06,-3.28,-26.38,0.68,0.68,0.68,8.52
MA,Mastercard,Financial Services,Credit Services,562.95,3003740.0,0.9,-2.26,-1.77,7.6,1.69,1.69,1.69,493.15
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,311.35,6681568.0,0.61,1.82,6.26,-11.84,2.08,2.08,2.08,389.59
SI=F,Silver (白銀),Index,Market Index,63.8,62570.0,1777.56,3.84,10.78,5.67,0.0,0.0,0.0,0.0
^GSPC,S&P 500,Index,Market Index,7757.64,2719843000.0,0.5,0.62,3.58,2.84,21099.56,21099.56,21099.56,0.0
^IXIC,Nasdaq,Index,Market Index,26690.62,7207856000.0,0.71,1.3,5.19,1.85,192382.11,192382.11,192382.11,0.0
MSTR,MicroStrategy,Technology,Software - Application,100.01,28317567.0,1.92,3.26,7.21,6.52,2.83,2.83,2.83,38.43
SOUN,SOUN,Technology,Software - Application,8.02,64467360.0,1.54,13.28,30.83,20.06,0.52,0.52,0.52,3.49
BRK-B,Berkshire,Financial Services,Insurance - Diversified,521.8,2721178.0,0.65,-0.54,2.01,5.32,1.42,1.42,1.42,1125.45
