Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
PLTR,Palantir,Technology,Software - Infrastructure,179.01,36295380.0,0.71,4.66,14.81,33.83,6.5,6.5,6.5,430.17
MNDY,MNDY,Technology,Software - Application,94.29,2141608.0,0.91,9.7,7.67,16.83,0.2,0.2,0.2,3.99
NOK,NOK,Technology,Communication Equipment,10.56,111631642.0,1.74,2.33,11.98,-6.13,1.18,1.18,1.18,58.95
PG,P&G,Consumer Defensive,Household & Personal Products,144.26,7482316.0,0.96,0.12,-1.84,-2.56,1.08,1.08,1.08,335.92
FIG,FIG,Technology,Software - Application,26.35,23305383.0,0.82,10.95,9.93,12.13,0.61,0.61,0.61,14.04
BTC-USD,Bitcoin,Crypto,Cryptocurrency,63458.46,18723827712.0,1.02,0.09,-2.23,-2.44,1188185.29,1188185.29,1188185.29,0.0
META,Meta,Communication Services,Internet Content & Information,594.97,10913215.0,0.81,2.78,0.86,-12.67,6.49,6.49,6.49,1515.69
SUTNY,SUTNY,Financial Services,Banks - Regional,5.75,38900.0,0.23,9.32,9.32,-30.05,0.0,0.0,0.0,31.66
^SOX,PHLX Semi,Index,Market Index,12456.0,0.0,0.0,0.46,3.38,0.46,0.0,0.0,0.0,0.0
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,341.7,1900432.0,0.6,-0.5,-2.24,0.08,0.65,0.65,0.65,340.71
NFLX,Netflix,Communication Services,Entertainment,78.24,40958247.0,1.58,5.43,6.17,6.19,3.2,3.2,3.2,325.79
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.3,72265447.0,0.77,0.44,11.11,4.07,0.17,0.17,0.17,3.21
QCOM,Qualcomm,Technology,Semiconductors,164.79,7477255.0,0.93,1.05,2.74,-7.41,1.23,1.23,1.23,173.03
DIS,Disney,Communication Services,Entertainment,104.8,5808468.0,0.62,1.53,0.11,7.87,0.61,0.61,0.61,180.96
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,153.9,7308037.0,1.1,3.26,5.84,-7.96,1.12,1.12,1.12,40.6
OPEN,OPEN,Real Estate,Real Estate Services,3.65,170611139.0,5.34,4.58,5.95,-23.16,0.62,0.62,0.62,3.52
^IXIC,Nasdaq,Index,Market Index,26803.03,7488350000.0,0.93,0.81,1.73,2.03,200710.44,200710.44,200710.44,0.0
BETA,BETA,Industrials,Aerospace & Defense,26.24,2446052.0,1.26,10.34,15.49,41.61,0.06,0.06,0.06,6.28
KEEL,KEEL,Technology,Information Technology Services,3.31,36283052.0,1.14,-6.5,-13.35,-23.91,0.12,0.12,0.12,2.04
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,250.82,3469563.0,0.76,0.83,1.88,2.47,0.87,0.87,0.87,443.23
PLBL,PLBL,Consumer Cyclical,Department Stores,6.91,137140.0,0.33,11.27,12.18,-11.52,0.0,0.0,0.0,2.53
HG=F,Copper (銅),Index,Market Index,6.59,48061.0,36.34,-0.11,-1.46,4.7,0.0,0.0,0.0,0.0
BVC,BVC,Technology,Software - Application,15.03,17186.0,0.26,14.38,39.17,32.77,0.0,0.0,0.0,2.53
NVDA,NVIDIA,Technology,Semiconductors,225.3,93629467.0,0.86,0.54,2.88,6.02,21.09,21.09,21.09,5456.99
GDDY,GDDY,Technology,Software - Infrastructure,100.5,2578507.0,1.34,9.45,9.51,10.32,0.26,0.26,0.26,12.73
ADBE,Adobe,Technology,Software - Application,270.49,4884844.0,1.09,4.54,3.94,20.45,1.32,1.32,1.32,107.52
ARX,ARX,Financial Services,Insurance Brokers,19.51,69076028.0,53.05,43.35,59.14,53.99,1.35,1.35,1.35,4.26
