Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
MARA,MARA,Financial Services,Capital Markets,9.2,34385393.0,0.82,-0.11,-8.82,-19.44,0.32,0.32,0.32,3.55
TXN,Texas Inst,Technology,Semiconductors,279.58,4747660.0,0.86,2.25,-2.27,-4.0,1.33,1.33,1.33,255.33
XNDU,XNDU,Technology,Software - Infrastructure,11.53,1300349.0,1.55,6.96,4.82,13.26,0.01,0.01,0.01,3.51
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,87.71,5877252.0,0.46,0.33,0.76,3.29,0.52,0.52,0.52,377.38
SMR,SMR,Industrials,Specialty Industrial Machinery,9.39,35578535.0,1.25,-4.67,-4.38,22.91,0.33,0.33,0.33,3.85
SOFI,SOFI,Financial Services,Credit Services,18.29,34201994.0,0.75,-0.76,-0.49,5.6,0.63,0.63,0.63,23.62
MA,Mastercard,Financial Services,Credit Services,569.29,2473106.0,0.94,0.4,1.13,3.22,1.41,1.41,1.41,498.7
DIS,Disney,Communication Services,Entertainment,106.85,8113296.0,1.01,1.96,1.85,7.16,0.87,0.87,0.87,184.5
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,332.36,7260342.0,0.95,-1.38,6.75,3.55,2.41,2.41,2.41,415.89
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,2.8,37047782.0,1.36,-1.41,-6.67,-9.39,0.1,0.1,0.1,43.18
SI=F,Silver (白銀),Index,Market Index,64.82,31855.0,184.13,-0.07,2.36,15.97,0.0,0.0,0.0,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1216.0,203.0,4.61,1.67,1.76,5.37,0.0,0.0,0.0,0.0
BRK-B,Berkshire,Financial Services,Insurance - Diversified,504.03,3954833.0,0.83,-0.57,-3.41,2.21,1.99,1.99,1.99,1078.98
RDDT,RDDT,Communication Services,Internet Content & Information,178.09,20415353.0,5.71,12.63,10.14,-3.87,3.64,3.64,3.64,34.26
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,338.86,2378790.0,0.76,-0.83,-4.71,-2.63,0.81,0.81,0.81,0.0
AVAH,AVAH,Healthcare,Medical Care Facilities,12.32,7281332.0,1.9,9.12,29.82,24.44,0.09,0.09,0.09,2.68
^VIX,VIX,Index,Market Index,14.25,0.0,0.0,-2.6,-4.36,-14.82,0.0,0.0,0.0,0.0
SMCI,Super Micro,Technology,Computer Hardware,39.84,61388358.0,0.65,1.74,27.98,61.43,2.45,2.45,2.45,25.77
AEHR,AEHR,Technology,Semiconductor Equipment & Materials,134.06,3267995.0,1.22,8.73,30.07,59.22,0.44,0.44,0.44,4.37
GC=F,Gold (黃金),Index,Market Index,4432.0,124670.0,191.86,1.57,2.1,11.2,0.55,0.55,0.55,0.0
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,148.47,7098837.0,1.02,-3.53,-3.34,-7.49,1.05,1.05,1.05,39.17
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.32,49573619.0,0.5,0.87,6.42,7.91,0.12,0.12,0.12,3.24
