Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
GENI,GENI,Communication Services,Internet Content & Information,8.08,16840471.0,2.34,14.29,10.68,22.05,0.14,0.14,0.14,2.16
^GSPC,S&P 500,Index,Market Index,7736.52,3703215000.0,0.67,1.79,4.14,2.64,28650.0,28650.0,28650.0,0.0
AMD,AMD,Technology,Semiconductors,518.58,37266340.0,1.19,7.0,14.07,-6.06,19.33,19.33,19.33,0.0
PLTR,Palantir,Technology,Software - Infrastructure,162.66,172005673.0,4.2,29.45,31.68,22.73,27.98,27.98,27.98,389.95
AEHR,AEHR,Technology,Semiconductor Equipment & Materials,109.89,3434172.0,1.39,19.82,56.99,51.93,0.38,0.38,0.38,3.58
WHR,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",44.62,5871619.0,2.45,13.8,15.96,17.3,0.26,0.26,0.26,0.0
LFTO,LFTO,Communication Services,Advertising Agencies,25.51,1037514.0,2.04,13.68,14.86,10.0,0.03,0.03,0.03,4.32
NVDA,NVIDIA,Technology,Semiconductors,211.94,130429698.0,0.96,2.56,7.58,8.38,27.64,27.64,27.64,5133.4
ARM,ARM,Technology,Semiconductors,280.56,9577670.0,1.16,17.36,14.64,-12.93,2.69,2.69,2.69,299.64
MA,Mastercard,Financial Services,Credit Services,571.1,3206807.0,0.8,0.02,1.48,7.13,1.83,1.83,1.83,500.29
NFLX,Netflix,Communication Services,Entertainment,73.57,42742380.0,0.99,0.33,1.63,-3.22,3.14,3.14,3.14,306.34
META,Meta,Communication Services,Internet Content & Information,587.94,16729236.0,0.66,-0.39,-0.92,-2.06,9.84,9.84,9.84,1497.78
BETA,BETA,Industrials,Aerospace & Defense,21.95,3141093.0,2.47,13.2,19.49,15.53,0.07,0.07,0.07,5.25
MRVL,MRVL,Technology,Semiconductors,218.59,33061182.0,1.25,12.8,25.29,-12.31,7.23,7.23,7.23,196.19
QCOM,Qualcomm,Technology,Semiconductors,162.67,15323813.0,0.88,7.32,-0.13,-12.77,2.49,2.49,2.49,170.8
BTC-USD,Bitcoin,Crypto,Cryptocurrency,64209.59,23277109248.0,1.04,1.18,-0.8,-1.15,1494613.64,1494613.64,1494613.64,0.0
BRK-B,Berkshire,Financial Services,Insurance - Diversified,517.22,3478913.0,0.74,0.8,0.95,2.1,1.8,1.8,1.8,1115.57
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,243.8,5782249.0,0.86,-0.53,-7.37,-4.3,1.41,1.41,1.41,430.82
INTC,Intel,Technology,Semiconductors,100.86,117064891.0,0.9,10.84,16.87,-17.46,11.81,11.81,11.81,508.74
^VIX,VIX,Index,Market Index,16.5,0.0,0.0,4.04,-9.39,5.97,0.0,0.0,0.0,0.0
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,348.24,2940429.0,0.65,2.42,1.09,-0.69,1.02,1.02,1.02,0.0
NU,NU,Financial Services,Banks - Regional,14.33,46347569.0,0.99,-0.76,-2.38,1.92,0.66,0.66,0.66,69.22
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,546.62,7844590.0,0.86,5.48,14.73,-7.79,4.29,4.29,4.29,433.99
ENTG,ENTG,Technology,Semiconductor Equipment & Materials,144.56,4363967.0,1.1,15.46,22.34,-0.42,0.63,0.63,0.63,22.02
CL=F,Crude Oil (原油),Index,Market Index,75.33,327.0,0.0,-6.24,-4.96,9.89,0.0,0.0,0.0,0.0
UFPT,UFPT,Healthcare,Medical Devices,334.84,635842.0,3.44,25.16,29.75,23.07,0.21,0.21,0.21,2.59
PFE,PFE,Healthcare,Drug Manufacturers - General,25.41,61323473.0,1.45,1.52,0.63,7.12,1.56,1.56,1.56,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,492.81,49565875.0,0.78,1.06,25.29,27.43,24.43,24.43,24.43,3659.38
AEIS,AEIS,Industrials,Electrical Equipment & Parts,341.39,1729129.0,1.63,15.19,24.86,9.83,0.59,0.59,0.59,13.66
W,W,Consumer Cyclical,Internet Retail,116.08,13523585.0,3.22,29.97,22.78,24.58,1.57,1.57,1.57,0.0
JPM,JPMorgan,Financial Services,Banks - Diversified,357.52,8473316.0,1.2,1.38,0.06,5.86,3.03,3.03,3.03,0.0
DORM,DORM,Consumer Cyclical,Auto Parts,147.8,1767819.0,5.23,15.76,3.23,5.52,0.26,0.26,0.26,4.42
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,153.96,14030598.0,0.95,-0.71,0.6,12.84,2.16,2.16,2.16,0.0
^SOX,PHLX Semi,Index,Market Index,12179.26,0.0,0.0,6.55,10.36,-5.59,0.0,0.0,0.0,0.0
NVO,NVO,Healthcare,Drug Manufacturers - General,44.28,45688713.0,3.38,-5.97,-13.11,-10.11,2.02,2.02,2.02,195.8
PG,P&G,Consumer Defensive,Household & Personal Products,148.01,7359177.0,0.67,2.1,-0.58,-0.87,1.09,1.09,1.09,0.0
WIX,WIX,Technology,Software - Infrastructure,66.78,3516917.0,1.67,17.49,14.06,33.0,0.23,0.23,0.23,2.79
GOOG,Alphabet,Communication Services,Internet Content & Information,375.35,19734327.0,0.85,0.77,12.85,2.86,7.41,7.41,7.41,4590.51
WLK,WLK,Basic Materials,Specialty Chemicals,80.63,3009220.0,2.03,15.37,11.74,7.79,0.24,0.24,0.24,10.33
JNJ,J&J,Healthcare,Drug Manufacturers - General,254.93,7256400.0,0.91,0.2,-4.42,-1.7,1.85,1.85,1.85,614.36
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.16,47400557.0,0.84,3.85,10.2,-18.18,0.1,0.1,0.1,3.01
HG=F,Copper (銅),Index,Market Index,6.63,121.0,0.05,1.8,4.9,7.34,0.0,0.0,0.0,0.0
PAY,PAY,Technology,Software - Infrastructure,44.6,4597086.0,3.07,29.2,30.64,58.44,0.21,0.21,0.21,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,86.56,15866647.0,0.71,-0.35,-1.94,4.34,1.37,1.37,1.37,372.43
ONDS,ONDS,Technology,Communication Equipment,8.86,72038072.0,1.23,5.85,12.72,13.3,0.64,0.64,0.64,5.05
WMT,Walmart,Consumer Defensive,Discount Stores,111.55,29373375.0,1.19,0.76,-1.37,0.81,3.28,3.28,3.28,887.72
ZBRA,ZBRA,Technology,Communication Equipment,368.83,2600505.0,2.42,26.47,29.69,36.46,0.96,0.96,0.96,17.57
OPEN,OPEN,Real Estate,Real Estate Services,4.12,53757729.0,1.6,4.57,4.57,-19.06,0.22,0.22,0.22,3.97
AVGO,Broadcom,Technology,Semiconductors,418.16,28050687.0,1.36,6.61,9.78,11.84,11.73,11.73,11.73,1989.43
MSTR,MicroStrategy,Technology,Software - Application,97.65,15158179.0,1.0,2.94,1.55,-3.1,1.48,1.48,1.48,35.67
HRC=F,Steel (熱軋鋼),Index,Market Index,1165.0,62.0,0.27,-2.1,0.78,0.87,0.0,0.0,0.0,0.0
ORCL,Oracle,Technology,Software - Infrastructure,145.74,36501127.0,0.98,2.74,21.49,1.38,5.32,5.32,5.32,419.8
F,F,Consumer Cyclical,Auto Manufacturers,14.24,52614692.0,0.79,-1.32,-4.81,2.96,0.75,0.75,0.75,56.78
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,327.35,32958176.0,0.86,1.64,6.48,-22.02,10.79,10.79,10.79,1292.88
AMC,AMC,Communication Services,Entertainment,2.68,40359776.0,0.84,-5.96,0.37,54.02,0.11,0.11,0.11,0.0
V,Visa,Financial Services,Credit Services,369.59,7494782.0,0.85,1.07,0.82,3.45,2.77,2.77,2.77,690.04
NOK,NOK,Technology,Communication Equipment,9.92,97709802.0,1.06,5.98,11.09,-20.7,0.97,0.97,0.97,0.0
LIF,LIF,Technology,Software - Application,63.97,1010565.0,1.78,13.6,12.86,12.76,0.06,0.06,0.06,5.18
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,317.74,14730730.0,0.96,7.85,17.85,-9.27,4.68,4.68,4.68,397.58
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1115.68,3135365.0,1.17,-0.51,-8.6,-7.03,3.5,3.5,3.5,0.0
^IXIC,Nasdaq,Index,Market Index,26584.99,8762211000.0,0.89,2.59,6.87,1.78,232943.31,232943.31,232943.31,0.0
IT,IT,Technology,Information Technology Services,185.79,3353039.0,2.09,22.61,19.22,37.51,0.62,0.62,0.62,12.44
GC=F,Gold (黃金),Index,Market Index,4133.3,728.0,0.03,2.47,2.4,-0.52,0.0,0.0,0.0,0.0
AAPL,Apple,Technology,Consumer Electronics,309.38,67778746.0,0.87,1.96,-9.03,-1.05,20.97,20.97,20.97,4515.15
EA,EA,Communication Services,Electronic Gaming & Multimedia,209.7,48430629.0,11.67,-0.1,0.4,2.19,10.16,10.16,10.16,52.92
CRM,Salesforce,Technology,Software - Application,190.99,8787984.0,0.63,2.71,5.23,15.3,1.68,1.68,1.68,0.0
DIS,Disney,Communication Services,Entertainment,98.18,16294560.0,1.23,0.04,-0.72,0.79,1.6,1.6,1.6,0.0
SOFI,SOFI,Financial Services,Credit Services,18.7,59827284.0,0.6,3.72,11.71,0.48,1.12,1.12,1.12,24.13
^DJI,Dow Jones,Index,Market Index,54085.88,580351963.0,0.97,1.71,2.54,1.94,31388.85,31388.85,31388.85,0.0
PLPC,PLPC,Industrials,Electrical Equipment & Parts,423.6,122811.0,0.88,18.27,42.57,15.18,0.05,0.05,0.05,2.07
AAOI,AAOI,Technology,Communication Equipment,131.63,20335284.0,1.82,19.44,49.34,6.7,2.68,2.68,2.68,10.56
FN,FN,Technology,Electronic Components,531.03,1454330.0,1.59,16.47,18.08,6.05,0.77,0.77,0.77,0.0
ADBE,Adobe,Technology,Software - Application,257.49,3953283.0,0.57,2.45,3.33,18.08,1.02,1.02,1.02,102.35
CRWV,CoreWeave,Technology,Software - Infrastructure,91.9,33009988.0,0.91,7.16,36.55,6.29,3.03,3.03,3.03,50.14
AMZN,Amazon,Consumer Cyclical,Internet Retail,277.42,69522809.0,0.85,-2.32,20.17,13.62,19.29,19.29,19.29,2992.34
TXN,Texas Inst,Technology,Semiconductors,283.63,8961937.0,0.94,5.42,2.37,-6.55,2.54,2.54,2.54,259.02
AAL,AAL,Industrials,Airlines,16.56,61070615.0,1.02,3.24,7.81,-6.7,1.01,1.01,1.01,10.96
SI=F,Silver (白銀),Index,Market Index,59.76,89.0,0.68,3.63,4.3,-3.49,0.0,0.0,0.0,0.0
SPCX,SPCX,Industrials,Aerospace & Defense,125.33,113631645.0,1.77,9.43,7.66,-21.87,14.24,14.24,14.24,1651.12
T,T,Communication Services,Telecom Services,23.38,55149364.0,0.93,-0.89,-5.19,13.61,1.29,1.29,1.29,160.21
MU,Micron,Technology,Semiconductors,892.67,35997655.0,0.62,7.62,8.79,-9.35,32.13,32.13,32.13,0.0
CIFR,CIFR,Technology,Information Technology Services,20.38,58994705.0,1.81,-15.65,-0.2,-6.21,1.2,1.2,1.2,8.34
PATH,PATH,Technology,Software - Infrastructure,14.1,57978435.0,1.13,8.05,15.67,19.19,0.82,0.82,0.82,7.31
TDW,TDW,Energy,Oil & Gas Equipment & Services,84.19,1812643.0,2.99,17.78,12.72,23.46,0.15,0.15,0.15,4.19
BAC,Bank of America,Financial Services,Banks - Diversified,62.9,28232805.0,0.99,0.67,0.45,5.01,1.78,1.78,1.78,439.84
SMCI,Super Micro,Technology,Computer Hardware,31.69,52445555.0,1.5,10.65,11.39,16.55,1.66,1.66,1.66,20.5
COST,Costco,Consumer Defensive,Discount Stores,947.85,2418982.0,1.12,-0.65,-1.94,-0.25,2.29,2.29,2.29,420.35
UNH,UnitedHealth,Healthcare,Healthcare Plans,407.55,5256067.0,1.2,-1.88,-4.95,-2.5,2.14,2.14,2.14,370.11
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,150.73,7057350.0,0.71,2.89,-10.23,-10.74,1.06,1.06,1.06,39.77
TSM,TSMC,Technology,Semiconductors,417.17,12339502.0,0.75,2.72,6.34,-7.66,5.15,5.15,5.15,2163.64
SNAP,SNAP,Communication Services,Internet Content & Information,5.79,88440851.0,2.01,14.88,21.38,21.89,0.51,0.51,0.51,9.59
GRAB,GRAB,Technology,Software - Application,3.72,102074733.0,1.77,1.36,7.83,-3.38,0.38,0.38,0.38,15.21
EWTX,EWTX,Healthcare,Biotechnology,44.71,4181724.0,4.76,16.48,10.79,11.48,0.19,0.19,0.19,4.81
CMG,CMG,Consumer Cyclical,Restaurants,33.82,48013338.0,2.45,-9.72,0.93,-0.47,1.62,1.62,1.62,42.8
