Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,17855.0,1.8830242510699,46.3255117,259454.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,5300.0,0.47393364928909953,72.562247,1369099.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4250.0,1.9184652278177456,53.5939025,1261033.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6945.0,-1.279317697228145,65.3749518,941324.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,8610.0,2.7446300715990453,33.0859053,384273.0,一般,穎崴,一般,0,0,0,0
2059.TW,6795.0,10.0,143.4285882,2110796.0,一般,川湖,一般,0,0,0,0
3008.TW,3885.0,10.0,86.73204225,2232485.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4310.0,1.2925969447708578,76.6047763,1777373.0,一般,創意,一般,0,0,0,0
3653.TW,3935.0,3.0104712041884816,89.05058465,2263039.0,一般,健策,一般,0,0,0,0
6510.TWO,3390.0,-4.908835904628331,38.2872363,1129417.0,一般,精測,一般,0,0,0,0
6223.TWO,5885.0,6.708975521305531,82.40853775,1400315.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3165.0,4.455445544554455,13.9995546,442324.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3155.0,-1.40625,22.9981832,728944.0,一般,力旺,一般,0,0,0,0
2330.TW,2305.0,0.4357298474945534,895.4358892,38847544.0,半導體業,台積電,半導體業,0,0,0,0
8299.TWO,2360.0,4.888888888888889,121.8380208,5162628.0,一般,群聯,一般,0,0,0,0
2383.TW,5065.0,6.184486373165619,123.45638665,2437441.0,一般,台光電,一般,0,0,0,0
2454.TW,4475.0,10.0,737.8026475,16487210.0,IC設計,聯發科,IC設計,0,0,0,0
3665.TW,2155.0,2.863961813842482,54.31770165,2520543.0,一般,貿聯-KY,一般,0,0,0,0
6805.TW,1950.0,2.9023746701846966,33.8068965,1733687.0,一般,富世達,一般,0,0,0,0
3017.TW,2545.0,-0.9727626459143969,161.91129665,6361937.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2335.0,1.9650655021834063,21.64486625,926975.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1440.0,2.857142857142857,17.1862128,1193487.0,一般,祥碩,一般,0,0,0,0
6442.TW,2100.0,6.598984771573605,23.326779,1110799.0,一般,光聖,一般,0,0,0,0
6781.TW,1145.0,8.018867924528301,15.90715295,1389271.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2475.0,2.272727272727273,66.6159615,2691554.0,一般,智邦,一般,0,0,0,0
2308.TW,2415.0,7.095343680709535,376.25217,15579800.0,一般,台達電,一般,0,0,0,0
6409.TW,915.0,1.6666666666666667,20.43733935,2233589.0,一般,旭隼,一般,0,0,0,0
2404.TW,1190.0,7.207207207207207,52.5161042,4413118.0,一般,漢唐,一般,0,0,0,0
7734.TWO,3185.0,5.289256198347108,6.52189265,204769.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1305.0,1.953125,7.06943295,541719.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1110.0,1.36986301369863,44.8537125,4040875.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1510.0,9.818181818181818,44.7470682,2963382.0,一般,勤誠,一般,0,0,0,0
4749.TWO,991.0,4.646251319957761,13.05928899,1317789.0,一般,新應材,一般,0,0,0,0
2360.TW,2390.0,-2.4489795918367347,79.1684393,3312487.0,一般,致茂,一般,0,0,0,0
7750.TWO,2215.0,1.3729977116704806,6.3212556,285384.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,1105.0,5.238095238095238,12.2877768,1112016.0,一般,聖暉*,一般,0,0,0,0
