Code,Close,Daily_Chg%,Daily_Amount_B,Volume,Sector,Name,Industry,RVOL,Weekly_Chg%,Monthly_Chg%,Vol_Increase
5274.TWO,17425.0,-4.911323328785812,57.1822285,328162.0,伺服器IC,信驊,伺服器IC,0,0,0,0
6669.TW,4545.0,-1.3029315960912053,62.094699,1366220.0,AI伺服器,緯穎,AI伺服器,0,0,0,0
3661.TW,4230.0,-2.3094688221709005,88.0306569,2081103.0,ASIC設計,世芯-KY,ASIC設計,0,0,0,0
7769.TWO,6920.0,2.4426350851221317,37.7405728,545384.0,IC測試(興櫃),鴻勁,IC測試(興櫃),0,0,0,0
6515.TW,9100.0,-4.2105263157894735,26.899418,295598.0,一般,穎崴,一般,0,0,0,0
2059.TW,7315.0,-2.5316455696202533,57.1766734,781636.0,一般,川湖,一般,0,0,0,0
3008.TW,5165.0,5.408163265306123,175.74485815,3402611.0,光學鏡頭,大立光,光學鏡頭,0,0,0,0
3443.TW,4850.0,-0.6147540983606558,156.889643,3234838.0,一般,創意,一般,0,0,0,0
3653.TW,3390.0,-6.868131868131869,95.1073992,2805528.0,一般,健策,一般,0,0,0,0
6510.TWO,3430.0,-1.0101010101010102,13.1030116,382012.0,一般,精測,一般,0,0,0,0
6223.TWO,6905.0,-3.7630662020905925,62.2801999,901958.0,一般,旺矽,一般,0,0,0,0
3131.TWO,3570.0,-0.6954102920723227,10.6424913,298109.0,一般,弘塑,一般,0,0,0,0
3529.TWO,3245.0,0.0,28.0655507,864886.0,一般,力旺,一般,0,0,0,0
2330.TW,2390.0,0.0,982.2889723,41099957.0,半導體業,台積電,半導體業,0,0,0,0
3017.TW,2505.0,-0.9881422924901186,96.0204075,3833150.0,一般,奇鋐,一般,0,0,0,0
3533.TW,2225.0,-0.44742729306487694,12.5167375,562550.0,一般,嘉澤,一般,0,0,0,0
5269.TW,1435.0,0.7017543859649122,9.63873715,671689.0,一般,祥碩,一般,0,0,0,0
6442.TW,1865.0,-3.6175710594315245,44.48459545,2385233.0,一般,光聖,一般,0,0,0,0
6781.TW,1190.0,2.1459227467811157,12.6377286,1061994.0,一般,AES-KY,一般,0,0,0,0
2345.TW,2380.0,0.21052631578947367,110.297768,4634360.0,一般,智邦,一般,0,0,0,0
2308.TW,1980.0,-1.0,271.8013518,13727341.0,一般,台達電,一般,0,0,0,0
6409.TW,1000.0,9.529025191675794,20.63236,2063236.0,一般,旭隼,一般,0,0,0,0
2404.TW,1365.0,8.764940239043826,81.01205385,5934949.0,一般,漢唐,一般,0,0,0,0
7734.TWO,3380.0,3.840245775729647,5.6549428,167306.0,封裝材料(興櫃),印能科技,封裝材料(興櫃),0,0,0,0
1590.TW,1390.0,0.36101083032490977,11.1441165,801735.0,一般,亞德客-KY,一般,0,0,0,0
3324.TW,1010.0,-4.265402843601896,21.9372202,2172002.0,一般,雙鴻,一般,0,0,0,0
8210.TW,1285.0,0.0,10.85867405,845033.0,一般,勤誠,一般,0,0,0,0
4749.TWO,927.0,-0.7494646680942184,4.5587079,491770.0,一般,新應材,一般,0,0,0,0
2360.TW,2185.0,1.1574074074074074,37.0418243,1695278.0,一般,致茂,一般,0,0,0,0
7750.TWO,2100.0,-3.0023094688221708,3.590874,170994.0,工具機(興櫃),新代,工具機(興櫃),0,0,0,0
5536.TWO,1350.0,3.8461538461538463,13.8249855,1024073.0,一般,聖暉*,一般,0,0,0,0
3491.TWO,1340.0,-6.293706293706294,25.3239364,1889846.0,一般,昇達科,一般,0,0,0,0
1519.TW,808.0,-1.3431013431013432,13.02403888,1611886.0,一般,華城,一般,0,0,0,0
