date,open,high,low,close,volume
2024-12-31,1310.0,1360.0,1310.0,1360.0,1458397
2025-01-02,1365.0,1365.0,1280.0,1285.0,2330466
2025-01-03,1300.0,1310.0,1265.0,1270.0,1725986
2025-01-06,1300.0,1340.0,1290.0,1340.0,1821143
2025-01-07,1365.0,1370.0,1330.0,1340.0,2126872
2025-01-08,1330.0,1355.0,1290.0,1290.0,1750630
2025-01-09,1295.0,1320.0,1285.0,1295.0,1256655
2025-01-10,1295.0,1310.0,1265.0,1270.0,1395752
2025-01-13,1260.0,1270.0,1175.0,1180.0,2674577
2025-01-14,1190.0,1215.0,1180.0,1205.0,1228863
2025-01-15,1210.0,1215.0,1185.0,1195.0,1152643
2025-01-16,1230.0,1255.0,1215.0,1255.0,1221717
2025-01-17,1255.0,1265.0,1215.0,1225.0,1198260
2025-01-20,1235.0,1325.0,1235.0,1325.0,3240926
2025-01-21,1310.0,1330.0,1300.0,1330.0,1301536
2025-01-22,1350.0,1350.0,1310.0,1320.0,2476018
2025-02-03,1230.0,1295.0,1230.0,1280.0,1950097
2025-02-04,1300.0,1355.0,1295.0,1315.0,3238192
2025-02-05,1340.0,1370.0,1320.0,1350.0,3440214
2025-02-06,1365.0,1365.0,1305.0,1325.0,2423546
2025-02-07,1340.0,1390.0,1335.0,1380.0,3164650
2025-02-10,1350.0,1370.0,1305.0,1335.0,2647436
2025-02-11,1350.0,1360.0,1335.0,1350.0,1190748
2025-02-12,1375.0,1375.0,1335.0,1335.0,937462
2025-02-13,1345.0,1365.0,1335.0,1335.0,1101629
2025-02-14,1345.0,1350.0,1315.0,1320.0,1312258
2025-02-17,1355.0,1435.0,1345.0,1415.0,4777679
2025-02-18,1430.0,1480.0,1415.0,1450.0,4594739
2025-02-19,1475.0,1490.0,1415.0,1420.0,3903511
2025-02-20,1425.0,1435.0,1405.0,1415.0,1679923
2025-02-21,1415.0,1420.0,1390.0,1405.0,1647238
2025-02-24,1395.0,1420.0,1375.0,1415.0,1392662
2025-02-25,1400.0,1410.0,1380.0,1410.0,899162
2025-02-26,1410.0,1415.0,1390.0,1395.0,1231056
2025-02-27,1405.0,1430.0,1340.0,1340.0,2910589
2025-03-03,1315.0,1345.0,1280.0,1320.0,2422451
2025-03-04,1285.0,1310.0,1250.0,1285.0,2381849
2025-03-05,1300.0,1330.0,1295.0,1315.0,1817472
2025-03-06,1330.0,1345.0,1310.0,1335.0,1185625
2025-03-07,1315.0,1330.0,1290.0,1290.0,1224592
2025-03-10,1305.0,1310.0,1255.0,1255.0,919936
2025-03-11,1200.0,1225.0,1165.0,1210.0,2078988
2025-03-12,1235.0,1250.0,1210.0,1210.0,844255
2025-03-13,1235.0,1245.0,1175.0,1175.0,990474
