Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
CRM,Salesforce,Technology,Software - Application,172.68,8186720.0,0.65,3.4,6.26,4.94,1.41,1.41,1.41,141.42
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,160.49,6063950.0,0.97,-4.02,1.29,-5.38,0.97,0.97,0.97,42.28
MA,Mastercard,Financial Services,Credit Services,551.54,2345968.0,0.85,3.05,5.42,12.41,1.29,1.29,1.29,487.33
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,145.95,9267985.0,0.64,1.0,6.18,3.57,1.35,1.35,1.35,604.96
XPO,XPO,Industrials,Trucking,219.29,1290043.0,1.76,7.06,5.41,-0.66,0.28,0.28,0.28,25.75
COST,Costco,Consumer Defensive,Discount Stores,945.57,2241476.0,0.81,3.17,3.57,-3.46,2.12,2.12,2.12,419.34
CL=F,Crude Oil (原油),Index,Market Index,79.05,695.0,0.0,-0.69,9.67,-2.11,0.0,0.0,0.0,0.0
JBHT,JBHT,Industrials,Integrated Freight & Logistics,298.41,2454379.0,2.34,8.01,5.59,5.39,0.73,0.73,0.73,28.14
RKT,RKT,Financial Services,Mortgage Finance,14.9,38245116.0,1.51,2.05,2.34,7.12,0.57,0.57,0.57,42.16
NFLX,Netflix,Communication Services,Entertainment,74.35,64570712.0,1.75,0.91,-1.48,-8.96,4.8,4.8,4.8,313.07
HRC=F,Steel (熱軋鋼),Index,Market Index,1182.0,95.0,10.33,2.43,2.34,5.54,0.0,0.0,0.0,0.0
SNAP,SNAP,Communication Services,Internet Content & Information,4.69,37051592.0,1.21,-1.47,-0.21,-17.86,0.17,0.17,0.17,7.77
T,T,Communication Services,Telecom Services,21.98,78166362.0,1.33,2.57,4.47,-5.62,1.72,1.72,1.72,152.72
DNN,DNN,Energy,Uranium,2.85,37977678.0,1.49,-7.77,-10.09,-13.9,0.11,0.11,0.11,2.58
SKHY,SKHY,Technology,Semiconductors,152.31,53469898.0,0.0,-13.69,0.0,0.0,8.14,8.14,8.14,1081.18
NU,NU,Financial Services,Banks - Regional,13.79,176440446.0,1.28,-0.65,0.88,10.94,2.43,2.43,2.43,66.61
KARO,KARO,Technology,Software - Application,65.16,297647.0,1.79,11.23,12.17,32.76,0.02,0.02,0.02,2.01
ORCL,Oracle,Technology,Software - Infrastructure,124.21,54322695.0,1.22,-6.25,-13.87,-35.52,6.75,6.75,6.75,357.78
HG=F,Copper (銅),Index,Market Index,6.29,193.0,0.29,-0.12,1.14,-3.03,0.0,0.0,0.0,0.0
LCID,LCID,Consumer Cyclical,Auto Manufacturers,6.46,45435548.0,0.96,8.57,10.81,23.05,0.29,0.29,0.29,2.52
