Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
DXCM,DXCM,Healthcare,Medical Devices,83.45,11764839.0,2.46,11.95,16.65,21.19,0.98,0.98,0.98,32.2
^VIX,VIX,Index,Market Index,15.99,0.0,0.0,-6.44,-13.94,-3.62,0.0,0.0,0.0,0.0
COST,Costco,Consumer Defensive,Discount Stores,951.89,1684576.0,0.79,-0.24,1.8,2.94,1.6,1.6,1.6,422.14
IESC,IESC,Industrials,Engineering & Construction,744.54,485145.0,2.48,30.27,18.92,6.37,0.36,0.36,0.36,14.83
JNJ,J&J,Healthcare,Drug Manufacturers - General,256.35,4552080.0,0.56,0.21,-2.68,0.93,1.17,1.17,1.17,617.78
BHC,BHC,Healthcare,Drug Manufacturers - Specialty & Generic,6.89,16939823.0,3.19,14.26,55.53,44.44,0.12,0.12,0.12,2.57
MU,Micron,Technology,Semiconductors,823.03,52850199.0,0.94,-5.9,-10.63,-20.27,43.5,43.5,43.5,0.0
RBLX,RBLX,Communication Services,Electronic Gaming & Multimedia,35.6,60912137.0,5.73,-26.85,-25.13,-38.57,2.17,2.17,2.17,25.49
AMZN,Amazon,Consumer Cyclical,Internet Retail,271.58,125921078.0,2.41,15.32,17.0,12.36,34.2,34.2,34.2,2921.42
SMCI,Super Micro,Technology,Computer Hardware,28.4,34196677.0,0.85,2.42,-5.65,2.71,0.97,0.97,0.97,18.37
PATH,PATH,Technology,Software - Infrastructure,12.76,39792404.0,0.67,3.15,17.71,10.48,0.51,0.51,0.51,6.61
V,Visa,Financial Services,Credit Services,366.13,4869821.0,0.58,-0.04,2.92,4.29,1.78,1.78,1.78,683.58
ONDS,ONDS,Technology,Communication Equipment,7.49,58653351.0,0.85,-1.19,-3.97,-5.43,0.44,0.44,0.44,4.27
AMC,AMC,Communication Services,Entertainment,2.82,39301108.0,0.86,1.81,24.23,46.11,0.11,0.11,0.11,0.0
SKHY,SKHY,Technology,Semiconductors,143.73,45673756.0,0.93,-3.54,-7.01,0.0,6.56,6.56,6.56,1020.27
^GSPC,S&P 500,Index,Market Index,7489.72,3472292000.0,0.64,0.7,1.05,0.09,26006.5,26006.5,26006.5,0.0
SPSC,SPSC,Technology,Software - Application,73.39,1402471.0,2.49,11.48,20.0,25.9,0.1,0.1,0.1,2.69
^IXIC,Nasdaq,Index,Market Index,25373.85,10729502000.0,1.31,1.0,1.59,-2.56,272248.81,272248.81,272248.81,0.0
SPCX,SPCX,Industrials,Aerospace & Defense,108.37,54866858.0,0.88,-3.41,-5.82,-31.21,5.95,5.95,5.95,1427.69
ETN,ETN,Industrials,Specialty Industrial Machinery,415.2,4430408.0,1.47,7.32,2.75,0.7,1.84,1.84,1.84,0.0
SPXC,SPXC,Industrials,Building Products & Equipment,219.62,1036449.0,1.6,10.2,-0.2,-5.22,0.23,0.23,0.23,11.0
BAC,Bank of America,Financial Services,Banks - Diversified,61.95,15925369.0,0.51,0.36,-0.16,6.15,0.99,0.99,0.99,0.0
ORCL,Oracle,Technology,Software - Infrastructure,129.87,28967333.0,0.78,1.81,12.94,-8.86,3.76,3.76,3.76,374.09
CRM,Salesforce,Technology,Software - Application,184.02,8402484.0,0.55,1.83,12.44,12.74,1.55,1.55,1.55,0.0
INTC,Intel,Technology,Semiconductors,90.2,104550780.0,0.69,-1.02,-2.3,-28.99,9.43,9.43,9.43,454.97
BETA,BETA,Industrials,Aerospace & Defense,18.93,1160098.0,0.94,7.74,3.95,8.92,0.02,0.02,0.02,4.53
MA,Mastercard,Financial Services,Credit Services,573.1,4576551.0,1.36,-0.74,6.2,9.7,2.62,2.62,2.62,0.0
AAL,AAL,Industrials,Airlines,15.27,47769228.0,0.65,-1.04,5.46,-15.87,0.73,0.73,0.73,10.11
KEEL,KEEL,Technology,Information Technology Services,3.97,37986337.0,0.98,-1.98,-6.81,-26.21,0.15,0.15,0.15,2.4
TXN,Texas Inst,Technology,Semiconductors,275.74,8797555.0,0.92,-1.08,-1.37,-7.6,2.43,2.43,2.43,251.82
META,Meta,Communication Services,Internet Content & Information,556.71,24155637.0,1.22,3.28,-6.47,-9.17,13.45,13.45,13.45,1418.22
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1148.84,2879738.0,1.29,-0.53,-3.95,-3.6,3.31,3.31,3.31,0.0
AVGO,Broadcom,Technology,Semiconductors,389.28,18487399.0,0.93,0.37,1.93,5.4,7.2,7.2,7.2,1852.03
HG=F,Copper (銅),Index,Market Index,6.51,38588.0,15.89,0.98,2.97,6.27,0.0,0.0,0.0,0.0
CRWV,CoreWeave,Technology,Software - Infrastructure,71.77,25394767.0,0.82,-2.88,-0.15,-16.24,1.82,1.82,1.82,39.16
ABEV,ABEV,Consumer Defensive,Beverages - Brewers,3.11,57167503.0,2.0,-0.32,1.63,0.0,0.18,0.18,0.18,48.06
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,507.67,7057569.0,0.76,1.18,-5.33,-22.01,3.58,3.58,3.58,403.07
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,293.02,12544424.0,0.81,-1.58,-3.99,-25.11,3.68,3.68,3.68,366.65
CDNA,CDNA,Healthcare,Diagnostics & Research,43.71,2748247.0,3.05,14.72,17.69,49.44,0.12,0.12,0.12,2.26
LGN,LGN,Industrials,Engineering & Construction,63.93,1335537.0,0.66,6.89,-9.7,-20.09,0.09,0.09,0.09,10.5
NFLX,Netflix,Communication Services,Entertainment,71.71,33199303.0,0.75,-2.0,2.31,-3.34,2.38,2.38,2.38,298.6
PG,P&G,Consumer Defensive,Household & Personal Products,144.49,6781320.0,0.67,0.37,-1.98,-1.99,0.98,0.98,0.98,0.0
DIS,Disney,Communication Services,Entertainment,96.19,8249340.0,0.62,0.03,1.41,0.5,0.79,0.79,0.79,0.0
MSFT,Microsoft,Technology,Software - Infrastructure,464.72,56468734.0,1.15,3.02,21.75,20.93,26.24,26.24,26.24,3450.8
NVDA,NVIDIA,Technology,Semiconductors,200.75,139261166.0,1.02,2.93,-2.94,1.6,27.96,27.96,27.96,4862.37
QCOM,Qualcomm,Technology,Semiconductors,147.61,13778152.0,0.84,-2.63,-11.59,-18.86,2.03,2.03,2.03,154.99
ARXS,ARXS,Industrials,Aerospace & Defense,54.3,1464877.0,1.58,10.86,28.07,16.65,0.08,0.08,0.08,22.67
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,87.59,10879681.0,0.51,-1.02,6.49,7.75,0.95,0.95,0.95,376.86
AMD,AMD,Technology,Semiconductors,476.15,25316589.0,0.77,-1.9,-8.77,-11.97,12.05,12.05,12.05,0.0
^SOX,PHLX Semi,Index,Market Index,11311.08,0.0,0.0,0.07,-4.3,-15.29,0.0,0.0,0.0,0.0
GOOGL,GOOGL,Communication Services,Internet Content & Information,356.13,46347613.0,1.57,6.73,11.38,-1.41,16.51,16.51,16.51,4355.45
OUST,OUST,Technology,Electronic Components,39.01,3953482.0,1.25,9.79,14.6,-35.01,0.15,0.15,0.15,2.63
WMT,Walmart,Consumer Defensive,Discount Stores,111.2,22765331.0,0.99,0.09,1.58,2.19,2.53,2.53,2.53,884.94
UNH,UnitedHealth,Healthcare,Healthcare Plans,414.4,2755262.0,0.59,-1.68,-1.51,-2.85,1.14,1.14,1.14,376.34
NU,NU,Financial Services,Banks - Regional,14.33,43036090.0,0.68,-1.1,1.7,7.02,0.62,0.62,0.62,69.22
KC,KC,Technology,Software - Application,11.15,2395316.0,2.28,9.96,17.74,21.46,0.03,0.03,0.03,3.34
BSBR,BSBR,Financial Services,Banks - Regional,5.67,12535652.0,6.19,12.28,6.98,9.25,0.07,0.07,0.07,21.23
RIG,RIG,Energy,Oil & Gas Drilling,5.32,62752493.0,1.2,4.72,-0.56,9.24,0.33,0.33,0.33,0.0
ITGR,ITGR,Healthcare,Medical Devices,121.21,2355408.0,5.22,20.18,22.91,28.17,0.29,0.29,0.29,4.12
JPM,JPMorgan,Financial Services,Banks - Diversified,351.79,6583546.0,0.87,0.27,-0.4,5.3,2.32,2.32,2.32,0.0
TSM,TSMC,Technology,Semiconductors,404.25,11904676.0,0.68,0.23,0.21,-9.0,4.81,4.81,4.81,2096.63
AMBA,AMBA,Technology,Semiconductor Equipment & Materials,86.0,9037920.0,4.6,16.08,26.36,-2.65,0.78,0.78,0.78,3.77
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,155.44,11761157.0,0.85,-0.97,-0.96,14.06,1.83,1.83,1.83,0.0
GOOG,Alphabet,Communication Services,Internet Content & Information,356.65,30351093.0,1.49,6.88,11.77,-0.35,10.82,10.82,10.82,4361.81
ADBE,Adobe,Technology,Software - Application,250.41,5540248.0,0.79,1.01,11.24,18.69,1.39,1.39,1.39,99.54
CL=F,Crude Oil (原油),Index,Market Index,86.8,235348.0,0.68,3.84,-2.81,26.57,0.02,0.02,0.02,0.0
BRK-B,Berkshire,Financial Services,Insurance - Diversified,511.54,2521127.0,0.55,0.36,3.36,2.36,1.29,1.29,1.29,1103.32
MSTR,MicroStrategy,Technology,Software - Application,93.28,20486826.0,1.43,-4.56,1.76,-0.12,1.91,1.91,1.91,34.08
RIVN,RIVN,Consumer Cyclical,Auto Manufacturers,15.22,54290336.0,2.19,-9.57,-3.91,-11.41,0.83,0.83,0.83,22.03
F,F,Consumer Cyclical,Auto Manufacturers,14.68,46174682.0,0.63,-1.21,2.16,7.62,0.68,0.68,0.68,58.54
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,146.26,20501639.0,3.2,-10.59,-7.6,-8.15,3.0,3.0,3.0,38.53
SI=F,Silver (白銀),Index,Market Index,57.78,27280.0,176.23,-1.77,-1.5,-3.84,0.0,0.0,0.0,0.0
BTC-USD,Bitcoin,Crypto,Cryptocurrency,62944.99,30960480256.0,1.3,-2.75,-3.67,-1.84,1948807.07,1948807.07,1948807.07,0.0
GC=F,Gold (黃金),Index,Market Index,4098.6,106211.0,2.96,-0.04,0.76,0.74,0.44,0.44,0.44,0.0
SOFI,SOFI,Financial Services,Credit Services,16.31,56019639.0,0.54,-0.97,-0.91,-11.55,0.91,0.91,0.91,21.04
IREN,IREN,Financial Services,Capital Markets,36.8,63471543.0,1.22,-3.82,-0.73,-15.05,2.34,2.34,2.34,13.15
TSLA,Tesla,Consumer Cyclical,Auto Manufacturers,311.21,35616593.0,0.79,0.76,-0.58,-26.83,11.08,11.08,11.08,1229.14
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,331.96,3292591.0,0.74,-0.42,-0.31,-5.38,1.09,1.09,1.09,0.0
^DJI,Dow Jones,Index,Market Index,52485.03,703442636.0,1.34,0.53,1.04,0.34,36920.21,36920.21,36920.21,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1191.0,36.0,0.27,-0.17,3.03,2.76,0.0,0.0,0.0,0.0
NOK,NOK,Technology,Communication Equipment,9.14,86735470.0,0.82,0.55,0.44,-29.2,0.79,0.79,0.79,0.0
MPWR,MPWR,Technology,Semiconductors,1426.03,1545412.0,1.39,8.35,6.91,7.08,2.2,2.2,2.2,70.06
