Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
MA,Mastercard,Financial Services,Credit Services,535.21,3128046.0,1.17,-0.52,2.95,9.23,1.67,1.67,1.67,472.9
BAC,Bank of America,Financial Services,Banks - Diversified,61.59,35350776.0,1.12,1.6,5.64,9.94,2.18,2.18,2.18,432.24
SAH,SAH,Consumer Cyclical,Auto & Truck Dealerships,99.73,323802.0,1.03,7.96,13.32,17.87,0.03,0.03,0.03,3.15
^VIX,VIX,Index,Market Index,15.67,0.0,0.0,-5.03,-7.28,-11.37,0.0,0.0,0.0,0.0
PG,P&G,Consumer Defensive,Household & Personal Products,148.05,6129328.0,0.61,1.35,-0.24,-1.04,0.91,0.91,0.91,344.75
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,167.21,7534949.0,1.32,3.54,4.93,4.65,1.26,1.26,1.26,44.05
SKHYV,SKHYV,Technology,Semiconductors,194.2,69572875.0,0.0,0.0,0.0,0.0,13.51,13.51,13.51,1192.63
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,244.11,3644140.0,0.64,-0.27,-3.41,7.19,0.89,0.89,0.89,431.29
MANE,MANE,Healthcare,Biotechnology,123.7,1334320.0,3.3,12.28,4.61,28.76,0.17,0.17,0.17,5.17
AAL,AAL,Industrials,Airlines,15.63,181389518.0,1.35,-0.26,-5.39,4.34,2.84,2.84,2.84,10.34
PYPL,PYPL,Financial Services,Credit Services,55.52,89318737.0,7.56,17.2,24.68,33.69,4.96,4.96,4.96,48.97
SI=F,Silver (白銀),Index,Market Index,58.16,138.0,0.39,-1.04,-0.01,-14.29,0.0,0.0,0.0,0.0
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,341.44,3942239.0,1.22,1.1,1.56,3.97,1.35,1.35,1.35,340.46
META,Meta,Communication Services,Internet Content & Information,681.31,17731107.0,0.76,3.07,12.96,20.16,12.08,12.08,12.08,1729.45
UNH,UnitedHealth,Healthcare,Healthcare Plans,418.52,6745442.0,1.52,-1.57,-1.66,2.45,2.82,2.82,2.82,380.08
NFLX,Netflix,Communication Services,Entertainment,73.68,32381169.0,0.87,0.2,-2.53,-8.29,2.39,2.39,2.39,310.25
ORCL,Oracle,Technology,Software - Infrastructure,132.49,48263565.0,1.15,3.56,-5.69,-28.05,6.39,6.39,6.39,381.63
BILL,BILL,Technology,Software - Application,44.63,3458083.0,1.76,7.88,13.56,34.51,0.15,0.15,0.15,4.45
GC=F,Gold (黃金),Index,Market Index,4068.9,667.0,1.63,0.19,-0.05,-3.47,0.0,0.0,0.0,0.0
CWK,CWK,Real Estate,Real Estate Services,13.83,1910027.0,1.39,7.46,3.06,2.44,0.03,0.03,0.03,3.24
AVGO,Broadcom,Technology,Semiconductors,394.28,16167483.0,0.7,1.33,1.44,3.2,6.37,6.37,6.37,1875.82
IMOS,IMOS,Technology,Semiconductors,68.64,200141.0,1.36,6.47,0.84,10.8,0.01,0.01,0.01,2.39
