Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
GOOG,Alphabet,Communication Services,Internet Content & Information,346.12,21685314.0,1.4,-2.17,-2.51,-6.73,7.51,7.51,7.51,4223.55
ADBE,Adobe,Technology,Software - Application,237.25,7210699.0,1.49,0.82,6.09,14.44,1.71,1.71,1.71,94.31
GRAB,GRAB,Technology,Software - Application,3.57,41058482.0,1.29,-4.29,-9.16,2.29,0.15,0.15,0.15,14.6
V,Visa,Financial Services,Credit Services,358.56,7396918.0,0.94,-1.8,2.75,7.64,2.65,2.65,2.65,681.89
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,81.56,32874656.0,2.26,-3.96,-2.31,1.59,2.68,2.68,2.68,0.0
^DJI,Dow Jones,Index,Market Index,52146.42,549691647.0,1.19,-0.77,-0.93,0.28,28664.45,28664.45,28664.45,0.0
IOVA,IOVA,Healthcare,Biotechnology,5.0,23128414.0,1.07,7.3,18.2,30.89,0.12,0.12,0.12,2.23
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1179.11,2163075.0,0.9,0.85,-0.8,5.04,2.55,2.55,2.55,0.0
T,T,Communication Services,Telecom Services,21.81,70400888.0,1.07,-0.77,3.22,-5.83,1.54,1.54,1.54,151.54
SI=F,Silver (白銀),Index,Market Index,56.22,31587.0,81.87,0.58,-6.0,-19.57,0.0,0.0,0.0,0.0
HG=F,Copper (銅),Index,Market Index,6.27,43312.0,57.34,-0.41,0.59,-3.37,0.0,0.0,0.0,0.0
TSM,TSMC,Technology,Semiconductors,398.37,20866543.0,1.3,-2.77,-8.23,-6.45,8.31,8.31,8.31,2066.14
^IXIC,Nasdaq,Index,Market Index,25520.24,6557165000.0,0.88,-1.4,-2.9,-3.25,167340.45,167340.45,167340.45,0.0
BTC-USD,Bitcoin,Crypto,Cryptocurrency,64031.99,27726358528.0,0.98,0.38,0.43,6.69,1775373.86,1775373.86,1775373.86,0.0
TRVI,TRVI,Healthcare,Biotechnology,19.07,8309900.0,3.24,9.85,6.89,23.83,0.16,0.16,0.16,2.71
AGL,AGL,Healthcare,Medical Care Facilities,129.84,344825.0,1.02,7.11,13.05,14.63,0.04,0.04,0.04,2.17
