Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1175.41,1421431.0,0.53,2.49,1.98,6.99,1.67,1.67,1.67,1048.16
CRM,Salesforce,Technology,Software - Application,170.06,7710568.0,0.62,-2.15,1.49,12.04,1.31,1.31,1.31,139.28
HL,HL,Basic Materials,Other Precious Metals & Mining,15.29,74401643.0,1.37,7.0,-1.35,-4.2,1.14,1.14,1.14,10.26
DOCN,DOCN,Technology,Software - Infrastructure,136.45,4390724.0,1.37,14.58,8.04,-21.25,0.6,0.6,0.6,15.95
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,175.85,13549359.0,2.02,9.61,8.89,7.71,2.38,2.38,2.38,46.33
WDC,WDC,Technology,Computer Hardware,548.39,7200147.0,0.88,12.51,-2.65,-26.51,3.95,3.95,3.95,189.02
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,151.71,13023976.0,0.88,2.26,4.56,10.09,1.98,1.98,1.98,628.83
NVDA,NVIDIA,Technology,Semiconductors,207.29,108223095.0,0.89,1.97,-2.13,-1.61,22.43,22.43,22.43,5020.77
CRWV,CoreWeave,Technology,Software - Infrastructure,79.58,24583369.0,0.92,8.92,-0.45,-32.53,1.96,1.96,1.96,43.42
T,T,Communication Services,Telecom Services,22.26,130272208.0,1.71,1.41,4.61,1.14,2.9,2.9,2.9,154.67
CIFR,CIFR,Technology,Information Technology Services,22.89,46619136.0,1.89,11.44,15.2,-21.56,1.07,1.07,1.07,9.36
NFLX,Netflix,Communication Services,Entertainment,68.67,56183353.0,0.81,1.58,-6.61,-11.26,3.86,3.86,3.86,285.94
BE,BE,Industrials,Electrical Equipment & Parts,226.26,14883770.0,1.05,14.82,-7.04,-31.21,3.37,3.37,3.37,64.36
NBIS,NBIS,Communication Services,Internet Content & Information,216.92,25233876.0,1.18,18.78,11.76,-24.34,5.47,5.47,5.47,55.08
META,Meta,Communication Services,Internet Content & Information,643.81,8401169.0,0.5,-0.32,-2.61,11.54,5.41,5.41,5.41,1634.26
MXL,MXL,Technology,Semiconductors,86.06,3494321.0,0.97,14.73,-7.05,-3.04,0.3,0.3,0.3,7.71
ACHR,ACHR,Industrials,Aerospace & Defense,5.28,48920147.0,1.21,-0.56,8.87,-5.21,0.26,0.26,0.26,4.03
TXN,Texas Inst,Technology,Semiconductors,291.3,6610245.0,1.03,2.55,-4.66,-9.78,1.93,1.93,1.93,265.11
MA,Mastercard,Financial Services,Credit Services,538.3,2437936.0,0.8,-1.67,0.05,9.9,1.31,1.31,1.31,475.63
ADBE,Adobe,Technology,Software - Application,227.16,5045434.0,0.88,-3.23,2.89,16.4,1.15,1.15,1.15,90.3
AAOI,AAOI,Technology,Communication Equipment,119.26,10145754.0,1.13,15.76,-4.93,-26.31,1.21,1.21,1.21,9.57
ACMR,ACMR,Technology,Semiconductor Equipment & Materials,95.27,1269173.0,1.27,15.45,-3.67,-13.29,0.12,0.12,0.12,6.58
PLTR,Palantir,Technology,Software - Infrastructure,132.66,22019189.0,0.66,-1.62,-0.79,3.26,2.92,2.92,2.92,318.03
SPCX,SPCX,Industrials,Aerospace & Defense,123.54,77829252.0,1.28,3.08,-9.22,-33.22,9.62,9.62,9.62,1627.54
MARA,MARA,Financial Services,Capital Markets,12.25,97975300.0,1.92,4.97,0.74,-13.85,1.2,1.2,1.2,4.67
AMD,AMD,Technology,Semiconductors,544.43,27221951.0,1.03,8.11,-0.68,1.31,14.82,14.82,14.82,887.75
EROC,EROC,Industrials,Specialty Industrial Machinery,13.29,1342173.0,0.89,12.82,7.18,-18.67,0.02,0.02,0.02,3.63
^SOX,PHLX Semi,Index,Market Index,12356.16,0.0,0.0,5.21,-2.41,-13.84,0.0,0.0,0.0,0.0
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,322.0,11760389.0,1.12,4.97,-6.96,-17.23,3.79,3.79,3.79,402.68
COST,Costco,Consumer Defensive,Discount Stores,929.22,1689920.0,0.73,-0.7,0.81,-2.34,1.57,1.57,1.57,412.09
BRK-B,Berkshire,Financial Services,Insurance - Diversified,489.65,4456879.0,0.99,-0.33,-0.29,0.04,2.18,2.18,2.18,1056.1
OUST,OUST,Technology,Electronic Components,40.68,3750704.0,0.9,17.0,-3.07,-12.65,0.15,0.15,0.15,2.74
JOBY,JOBY,Industrials,Airports & Air Services,7.66,83691252.0,1.3,2.54,-2.92,-23.4,0.64,0.64,0.64,7.53
UCTT,UCTT,Technology,Semiconductor Equipment & Materials,105.15,1491487.0,1.1,14.59,1.33,-13.3,0.16,0.16,0.16,4.71
ONDS,ONDS,Technology,Communication Equipment,7.66,281506682.0,1.87,11.5,4.08,-17.37,2.16,2.16,2.16,4.36
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,81.97,9636950.0,0.49,-0.18,-1.34,3.25,0.79,0.79,0.79,352.67
SOFI,SOFI,Financial Services,Credit Services,17.64,86143545.0,1.06,3.7,-4.91,-1.51,1.52,1.52,1.52,22.63
BTC-USD,Bitcoin,Crypto,Cryptocurrency,66220.03,29712750592.0,1.3,1.52,3.81,13.08,1967579.27,1967579.27,1967579.27,0.0
JNJ,J&J,Healthcare,Drug Manufacturers - General,250.61,4975166.0,0.51,0.72,-1.28,9.73,1.25,1.25,1.25,603.27
PVLA,PVLA,Healthcare,Biotechnology,143.94,363886.0,1.2,15.94,-3.83,27.27,0.05,0.05,0.05,2.06
AVGO,Broadcom,Technology,Semiconductors,386.5,16450311.0,0.84,2.21,-0.67,-6.04,6.36,6.36,6.36,1838.8
