Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
NVDA,NVIDIA,Technology,Semiconductors,199.0,149005898.0,0.97,-0.52,-4.05,-7.58,29.65,29.65,29.65,4819.98
IQV,IQV,Healthcare,Diagnostics & Research,185.62,1813381.0,0.88,8.37,3.6,10.55,0.34,0.34,0.34,30.98
TSM,TSMC,Technology,Semiconductors,440.83,9780068.0,0.6,1.02,3.52,8.98,4.31,4.31,4.31,2286.35
AAPL,Apple,Technology,Consumer Electronics,293.08,46572137.0,0.88,-0.41,-2.06,-5.1,13.65,13.65,13.65,4304.57
T,T,Communication Services,Telecom Services,22.37,42235503.0,0.62,-1.93,-3.41,-11.44,0.94,0.94,0.94,155.43
SOFI,SOFI,Financial Services,Credit Services,17.31,119083264.0,1.25,0.12,-2.26,10.82,2.06,2.06,2.06,22.2
PRIM,PRIM,Industrials,Engineering & Construction,92.69,5785581.0,1.72,9.11,-10.24,-21.15,0.54,0.54,0.54,5.03
EWTX,EWTX,Healthcare,Biotechnology,42.3,1339161.0,0.49,8.94,24.59,29.36,0.06,0.06,0.06,4.55
NTRA,NTRA,Healthcare,Diagnostics & Research,259.97,2938702.0,1.56,10.74,18.11,27.94,0.76,0.76,0.76,37.23
PLTR,Palantir,Technology,Software - Infrastructure,113.5,45608183.0,1.04,-2.74,-14.82,-17.08,5.18,5.18,5.18,272.09
INTC,Intel,Technology,Semiconductors,131.65,101683749.0,0.68,-0.48,12.47,9.85,13.39,13.39,13.39,661.67
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,234.89,7265371.0,0.94,0.06,5.58,8.9,1.71,1.71,1.71,415.0
^DJI,Dow Jones,Index,Market Index,51848.9,560271694.0,0.93,0.35,-0.29,2.51,29049.47,29049.47,29049.47,0.0
BLDR,BLDR,Industrials,Building Products & Equipment,85.41,3494855.0,1.4,11.31,8.47,15.19,0.3,0.3,0.3,9.19
GC=F,Gold (黃金),Index,Market Index,4019.7,1564.0,1.49,-2.67,-7.19,-11.09,0.01,0.01,0.01,0.0
MARA,MARA,Financial Services,Capital Markets,14.0,51448061.0,1.2,-4.76,-2.91,1.38,0.72,0.72,0.72,5.34
AVGO,Broadcom,Technology,Semiconductors,382.07,28217995.0,0.8,0.51,1.42,-7.74,10.78,10.78,10.78,1817.73
UNH,UnitedHealth,Healthcare,Healthcare Plans,405.8,6795661.0,0.97,-0.84,-0.45,4.46,2.76,2.76,2.76,368.52
SNAP,SNAP,Communication Services,Internet Content & Information,4.53,42621406.0,0.65,1.57,-12.21,-20.8,0.19,0.19,0.19,7.51
MSFT,Microsoft,Technology,Software - Infrastructure,365.46,38527409.0,0.88,-2.27,-7.2,-12.69,14.08,14.08,14.08,2714.8
KVUE,KVUE,Consumer Defensive,Household & Personal Products,18.8,43265421.0,2.09,2.12,2.01,7.24,0.81,0.81,0.81,36.1
GRAB,GRAB,Technology,Software - Application,3.49,51775889.0,0.83,0.87,0.0,-0.57,0.18,0.18,0.18,14.27
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,374.8,11227026.0,0.74,0.93,1.48,22.74,4.21,4.21,4.21,468.71
RUN,RUN,Technology,Solar,14.42,52595763.0,6.79,12.57,14.08,-1.37,0.76,0.76,0.76,3.44
NOK,NOK,Technology,Communication Equipment,13.81,89033459.0,0.8,0.8,-1.22,-10.73,1.23,1.23,1.23,77.09
PATH,PATH,Technology,Software - Infrastructure,10.31,77943522.0,1.76,1.48,-2.0,-5.67,0.8,0.8,0.8,5.34
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,342.86,6365988.0,1.02,5.67,1.71,9.52,2.18,2.18,2.18,341.87
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,150.11,9385863.0,1.16,-5.1,-11.32,-18.86,1.41,1.41,1.41,39.55
SI=F,Silver (白銀),Index,Market Index,57.78,787.0,70.27,-6.84,-17.35,-23.87,0.0,0.0,0.0,0.0
ADBE,Adobe,Technology,Software - Application,196.57,6687535.0,0.68,-0.44,-5.19,-19.69,1.31,1.31,1.31,78.14
PG,P&G,Consumer Defensive,Household & Personal Products,152.04,8561571.0,0.85,0.78,-0.3,5.26,1.3,1.3,1.3,354.04
HNI,HNI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",37.33,859622.0,0.91,8.99,13.85,21.6,0.03,0.03,0.03,2.69
SMCI,Super Micro,Technology,Computer Hardware,32.45,49708199.0,0.68,-2.61,11.05,-8.8,1.61,1.61,1.61,20.99
ADPT,ADPT,Healthcare,Diagnostics & Research,19.34,5271244.0,0.92,12.25,12.31,39.34,0.1,0.1,0.1,3.1
CRL,CRL,Healthcare,Diagnostics & Research,202.1,758588.0,0.91,8.31,9.37,26.08,0.15,0.15,0.15,9.73
JPM,JPMorgan,Financial Services,Banks - Diversified,333.45,7618290.0,0.62,-0.21,0.7,8.84,2.54,2.54,2.54,893.48
