Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
BRK-B,Berkshire,Financial Services,Insurance - Diversified,494.95,4338646.0,0.82,-0.12,1.47,2.54,2.15,2.15,2.15,1067.53
AMZN,Amazon,Consumer Cyclical,Internet Retail,246.0,35091692.0,0.81,-0.01,0.74,-6.87,8.63,8.63,8.63,2646.25
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,222.47,5390440.0,1.21,0.4,-1.31,5.74,1.2,1.2,1.2,393.06
^SOX,PHLX Semi,Index,Market Index,13294.22,0.0,0.0,-5.71,5.03,14.72,0.0,0.0,0.0,0.0
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,141.86,13997250.0,0.77,0.67,-4.73,-10.17,1.99,1.99,1.99,588.0
AMD,AMD,Technology,Semiconductors,507.29,26857508.0,0.83,-7.3,6.68,19.62,13.62,13.62,13.62,827.19
ACHR,ACHR,Industrials,Aerospace & Defense,5.44,55640062.0,1.24,-1.98,2.26,-10.08,0.3,0.3,0.3,4.15
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,80.28,17557002.0,1.0,-0.78,-1.3,-0.67,1.41,1.41,1.41,345.4
GRND,GRND,Technology,Software - Application,13.36,2664869.0,1.55,5.78,17.4,-0.3,0.04,0.04,0.04,2.37
YSS,YSS,Industrials,Aerospace & Defense,32.49,1856008.0,0.82,6.52,17.38,35.26,0.06,0.06,0.06,4.21
TWST,TWST,Healthcare,Diagnostics & Research,84.95,2371980.0,1.08,5.15,21.25,72.77,0.2,0.2,0.2,5.29
AAL,AAL,Industrials,Airlines,15.71,133093749.0,0.86,1.62,11.5,27.62,2.09,2.09,2.09,10.39
NVDA,NVIDIA,Technology,Semiconductors,207.41,125087034.0,0.82,-2.37,-0.37,-7.95,25.94,25.94,25.94,5023.68
JPM,JPMorgan,Financial Services,Banks - Diversified,331.14,7921183.0,0.91,3.68,5.9,11.19,2.62,2.62,2.62,887.29
MWH,MWH,Utilities,Utilities - Renewable,34.48,1611969.0,0.94,7.15,5.12,-20.63,0.06,0.06,0.06,7.23
TSM,TSMC,Technology,Semiconductors,425.83,8259794.0,0.59,-3.53,-0.49,5.31,3.52,3.52,3.52,2208.56
PG,P&G,Consumer Defensive,Household & Personal Products,152.49,8175390.0,1.07,1.35,2.57,7.71,1.25,1.25,1.25,355.09
INTC,Intel,Technology,Semiconductors,117.05,131400739.0,0.88,-8.45,8.46,7.61,15.38,15.38,15.38,588.29
CYTK,CYTK,Healthcare,Biotechnology,75.21,3925461.0,2.57,5.37,9.88,-0.84,0.3,0.3,0.3,10.21
CRM,Salesforce,Technology,Software - Application,161.71,15548417.0,1.11,-1.73,-7.78,-6.8,2.51,2.51,2.51,132.44
AVGO,Broadcom,Technology,Semiconductors,376.71,29355054.0,0.86,-4.37,-3.94,-11.4,11.06,11.06,11.06,1792.23
CL=F,Crude Oil (原油),Index,Market Index,75.9,1334.0,0.0,-6.01,-13.95,-28.0,0.0,0.0,0.0,0.0
QCOM,Qualcomm,Technology,Semiconductors,214.07,19093912.0,1.0,-3.05,4.21,6.24,4.09,4.09,4.09,225.63
MRNA,MRNA,Healthcare,Biotechnology,55.4,12857582.0,2.39,6.27,16.07,12.97,0.71,0.71,0.71,21.98
ORCL,Oracle,Technology,Software - Infrastructure,188.33,16695554.0,0.45,-2.24,-8.49,-2.39,3.14,3.14,3.14,541.65
COST,Costco,Consumer Defensive,Discount Stores,986.68,1448368.0,0.78,0.74,1.87,-5.94,1.43,1.43,1.43,437.57
HRC=F,Steel (熱軋鋼),Index,Market Index,1163.0,184.0,4.65,3.84,3.38,7.78,0.0,0.0,0.0,0.0
^VIX,VIX,Index,Market Index,16.41,0.0,0.0,1.3,-17.41,-7.91,0.0,0.0,0.0,0.0
HG=F,Copper (銅),Index,Market Index,6.49,222.0,0.49,0.18,3.04,3.88,0.0,0.0,0.0,0.0
NOK,NOK,Technology,Communication Equipment,13.98,118954336.0,0.95,-5.67,0.94,0.22,1.66,1.66,1.66,78.04
DIS,Disney,Communication Services,Entertainment,101.28,10658532.0,1.23,-0.4,1.96,-1.4,1.08,1.08,1.08,175.87
SNAP,SNAP,Communication Services,Internet Content & Information,5.16,92193086.0,2.46,-9.63,-7.69,-6.69,0.48,0.48,0.48,8.55
BTC-USD,Bitcoin,Crypto,Cryptocurrency,65715.66,24863148032.0,0.97,-0.87,3.39,-13.33,1633898.09,1633898.09,1633898.09,0.0
F,F,Consumer Cyclical,Auto Manufacturers,14.41,40839806.0,0.85,-2.44,-3.61,7.54,0.59,0.59,0.59,57.42
JOBY,JOBY,Industrials,Airports & Air Services,9.34,47419159.0,1.42,-3.41,0.76,-9.85,0.44,0.44,0.44,9.19
AAPL,Apple,Technology,Consumer Electronics,299.24,37342135.0,0.75,0.95,2.99,-0.33,11.17,11.17,11.17,4395.04
FRMI,FRMI,Real Estate,REIT - Specialty,7.88,23793349.0,0.9,5.35,40.21,21.04,0.19,0.19,0.19,5.03
MU,Micron,Technology,Semiconductors,1020.76,43671087.0,0.8,-6.18,9.07,40.86,44.58,44.58,44.58,1151.15
MSFT,Microsoft,Technology,Software - Infrastructure,393.83,31182390.0,0.86,-1.48,-2.37,-6.66,12.28,12.28,12.28,2925.54
PLTR,Palantir,Technology,Software - Infrastructure,133.25,29119561.0,0.84,-1.08,0.89,-0.55,3.88,3.88,3.88,319.44
TTWO,TTWO,Communication Services,Electronic Gaming & Multimedia,229.97,3381022.0,1.93,6.35,8.45,-5.14,0.78,0.78,0.78,42.7
SPCX,SPCX,Industrials,Aerospace & Defense,201.8,315224407.0,0.0,4.83,0.0,0.0,63.61,63.61,63.61,2641.73
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,169.27,6225928.0,0.83,-0.21,8.86,-13.39,1.05,1.05,1.05,44.6
SSRM,SSRM,Basic Materials,Gold,31.83,3980357.0,1.37,9.99,23.76,1.4,0.13,0.13,0.13,6.6
GC=F,Gold (黃金),Index,Market Index,4353.0,1175.0,0.96,0.58,2.18,-4.45,0.01,0.01,0.01,0.0
NU,NU,Financial Services,Banks - Regional,12.72,47600085.0,0.98,2.33,7.07,4.35,0.61,0.61,0.61,61.84
^DJI,Dow Jones,Index,Market Index,51999.67,449788206.0,0.89,0.64,2.22,4.99,23388.84,23388.84,23388.84,0.0
ONDS,ONDS,Technology,Communication Equipment,9.21,50869463.0,0.94,-3.15,-4.56,-13.28,0.47,0.47,0.47,4.76
PBLS,PBLS,Healthcare,Biotechnology,26.59,3370224.0,0.0,6.32,0.0,0.0,0.09,0.09,0.09,3.25
^IXIC,Nasdaq,Index,Market Index,26376.34,10453103000.0,0.99,-1.15,2.72,0.58,275714.64,275714.64,275714.64,0.0
NIO,NIO,Consumer Cyclical,Auto Manufacturers,5.01,43439749.0,1.63,-3.65,-5.11,-17.87,0.22,0.22,0.22,12.55
V,Visa,Financial Services,Credit Services,333.12,6174620.0,1.01,2.87,2.48,2.26,2.06,2.06,2.06,633.51
CRWV,CoreWeave,Technology,Software - Infrastructure,117.03,41524609.0,1.65,9.67,18.87,9.07,4.86,4.86,4.86,63.85
MSTR,MicroStrategy,Technology,Software - Application,122.81,17710369.0,0.95,-6.35,4.95,-30.78,2.18,2.18,2.18,43.39
SI=F,Silver (白銀),Index,Market Index,70.17,211.0,8.18,0.14,7.79,-9.07,0.0,0.0,0.0,0.0
RBLX,RBLX,Communication Services,Electronic Gaming & Multimedia,49.34,13959322.0,1.26,8.06,14.74,15.15,0.69,0.69,0.69,35.33
HLNE,HLNE,Financial Services,Asset Management,87.22,890453.0,0.89,6.38,9.03,2.42,0.08,0.08,0.08,4.84
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,568.23,10891982.0,0.99,-3.0,13.83,30.14,6.19,6.19,6.19,451.15
LION,LION,Other,Other,16.36,16272281.0,5.43,13.85,21.01,29.43,0.27,0.27,0.27,4.75
RDW,RDW,Industrials,Aerospace & Defense,13.5,40851692.0,0.73,-8.97,-14.29,-3.98,0.55,0.55,0.55,2.69
SOFI,SOFI,Financial Services,Credit Services,17.71,104690458.0,1.45,3.39,7.53,13.45,1.85,1.85,1.85,22.72
