Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
SNAP,SNAP,Communication Services,Internet Content & Information,6.07,53623905.0,1.11,5.93,2.71,-0.65,0.33,0.33,0.33,10.06
RGTI,RGTI,Technology,Computer Hardware,24.16,47836864.0,0.65,0.27,-10.62,32.24,1.16,1.16,1.16,8.03
DIS,Disney,Communication Services,Entertainment,99.34,7888844.0,0.9,-0.05,-4.23,-1.13,0.78,0.78,0.78,172.51
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,336.41,8176709.0,0.92,-2.12,5.79,21.98,2.75,2.75,2.75,420.7
GOOG,Alphabet,Communication Services,Internet Content & Information,369.27,37645382.0,1.14,3.82,-4.36,-3.9,13.9,13.9,13.9,4473.87
MU,Micron,Technology,Semiconductors,996.0,53659458.0,1.1,-7.74,7.85,55.58,53.44,53.44,53.44,1123.22
ABVX,ABVX,Healthcare,Biotechnology,104.93,4976772.0,0.72,16.39,-18.97,-15.23,0.52,0.52,0.52,8.36
^DJI,Dow Jones,Index,Market Index,51561.93,520670534.0,0.83,1.73,1.76,4.59,26846.78,26846.78,26846.78,0.0
RDDT,RDDT,Communication Services,Internet Content & Information,183.91,7361770.0,1.29,8.51,9.67,7.15,1.35,1.35,1.35,35.4
MRVL,MRVL,Technology,Semiconductors,316.43,85668645.0,1.23,4.9,54.48,87.51,27.11,27.11,27.11,276.81
ACHR,ACHR,Industrials,Aerospace & Defense,6.38,57115584.0,1.02,-2.3,-6.31,9.25,0.36,0.36,0.36,4.87
TSM,TSMC,Technology,Semiconductors,444.92,10923566.0,0.93,1.88,4.72,12.81,4.86,4.86,4.86,2307.57
BRK-B,Berkshire,Financial Services,Insurance - Diversified,478.63,3919319.0,0.66,0.69,0.25,2.82,1.88,1.88,1.88,1032.33
