Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
T,T,Communication Services,Telecom Services,22.72,84785678.0,1.26,1.34,3.23,-8.72,1.93,1.93,1.93,157.87
SOFI,SOFI,Financial Services,Credit Services,17.88,88180942.0,0.97,3.35,-0.17,10.58,1.58,1.58,1.58,22.94
AAL,AAL,Industrials,Airlines,17.87,155324882.0,0.88,1.71,11.76,19.77,2.78,2.78,2.78,11.82
DKNG,DKNG,Consumer Cyclical,Gambling,25.7,16446946.0,1.32,11.26,-2.61,2.51,0.42,0.42,0.42,12.75
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,149.06,10430109.0,1.19,4.59,-8.7,-14.22,1.55,1.55,1.55,39.27
INTC,Intel,Technology,Semiconductors,128.32,98046468.0,0.68,-3.42,-4.23,5.38,12.58,12.58,12.58,644.94
CRWV,CoreWeave,Technology,Software - Infrastructure,96.58,39666039.0,1.2,-2.21,-18.12,-7.38,3.83,3.83,3.83,52.69
ORCL,Oracle,Technology,Software - Infrastructure,148.53,27310401.0,0.84,-2.58,-19.4,-22.22,4.06,4.06,4.06,427.84
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,136.54,9899924.0,0.46,-0.73,-0.92,-7.68,1.35,1.35,1.35,565.95
CRM,Salesforce,Technology,Software - Application,158.37,11036917.0,0.45,5.45,4.34,-10.78,1.75,1.75,1.75,129.71
SPCX,SPCX,Industrials,Aerospace & Defense,153.23,126431973.0,0.86,0.15,-17.17,0.0,19.37,19.37,19.37,2018.68
MA,Mastercard,Financial Services,Credit Services,499.02,3820185.0,0.87,2.07,1.88,0.8,1.91,1.91,1.91,440.93
BFLY,BFLY,Healthcare,Medical Devices,8.89,17027009.0,0.7,10.85,-0.11,89.96,0.15,0.15,0.15,2.33
MARA,MARA,Financial Services,Capital Markets,14.54,55062492.0,1.14,4.76,2.25,1.47,0.8,0.8,0.8,5.54
BB,BB,Technology,Software - Infrastructure,11.4,53666443.0,1.33,10.25,36.04,31.49,0.61,0.61,0.61,6.68
NFLX,Netflix,Communication Services,Entertainment,73.81,71095451.0,1.12,4.1,-4.61,-15.5,5.25,5.25,5.25,310.8
PG,P&G,Consumer Defensive,Household & Personal Products,149.02,16550056.0,1.51,0.35,-0.9,1.04,2.47,2.47,2.47,347.01
HD,Home Depot,Consumer Cyclical,Home Improvement Retail,348.86,7738268.0,1.16,1.12,4.36,9.76,2.7,2.7,2.7,347.85
LCID,LCID,Consumer Cyclical,Auto Manufacturers,5.92,29914915.0,2.75,15.63,10.45,-5.43,0.18,0.18,0.18,2.31
