Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
BKH,BKH,Utilities,Utilities - Regulated Gas,71.94,1551831.0,0.91,6.14,0.66,-2.04,0.11,0.11,0.11,5.48
^IXIC,Nasdaq,Index,Market Index,25169.5,8437508000.0,0.81,-1.98,-6.27,-4.2,212367.87,212367.87,212367.87,0.0
KO,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,83.59,20438206.0,1.09,2.77,6.13,6.27,1.71,1.71,1.71,359.64
GRAB,GRAB,Technology,Software - Application,3.27,42614617.0,0.85,-0.91,-4.11,-10.41,0.14,0.14,0.14,13.37
WMT,Walmart,Consumer Defensive,Discount Stores,120.59,22344486.0,0.82,1.44,3.17,-5.49,2.69,2.69,2.69,959.66
^SOX,PHLX Semi,Index,Market Index,12206.46,0.0,0.0,-3.57,-12.29,1.04,0.0,0.0,0.0,0.0
COCO,COCO,Consumer Defensive,Beverages - Non-Alcoholic,78.74,1400918.0,1.64,6.09,4.74,8.67,0.11,0.11,0.11,4.5
TGTX,TGTX,Healthcare,Biotechnology,46.62,5067208.0,2.12,7.49,16.23,8.07,0.24,0.24,0.24,7.14
DVN,DVN,Energy,Oil & Gas E&P,46.6,16820514.0,1.31,5.74,0.91,-0.28,0.78,0.78,0.78,53.75
GC=F,Gold (黃金),Index,Market Index,4083.2,7319.0,4.48,-4.15,-7.97,-13.47,0.03,0.03,0.03,0.0
HRC=F,Steel (熱軋鋼),Index,Market Index,1165.0,182.0,4.12,3.56,3.56,8.07,0.0,0.0,0.0,0.0
MUSA,MUSA,Consumer Cyclical,Specialty Retail,612.16,469172.0,1.84,10.04,12.91,5.92,0.29,0.29,0.29,11.31
SI=F,Silver (白銀),Index,Market Index,63.22,1582.0,30.78,-2.88,-13.96,-26.05,0.0,0.0,0.0,0.0
GOOG,Alphabet,Communication Services,Internet Content & Information,353.32,19678147.0,0.69,-2.48,-0.66,-8.65,6.95,6.95,6.95,4308.71
NP,NP,Financial Services,Insurance Brokers,26.95,712846.0,0.92,7.16,10.86,-12.16,0.02,0.02,0.02,3.73
MA,Mastercard,Financial Services,Credit Services,489.08,3238872.0,0.81,-1.24,3.72,-1.75,1.58,1.58,1.58,432.14
PLTR,Palantir,Technology,Software - Infrastructure,130.21,29150613.0,0.78,-1.41,-8.43,-4.88,3.8,3.8,3.8,312.15
CASY,CASY,Consumer Cyclical,Specialty Retail,915.6,2006838.0,3.4,20.29,18.27,4.39,1.84,1.84,1.84,33.94
PBF,PBF,Energy,Oil & Gas Refining & Marketing,42.57,2734365.0,1.3,5.48,0.05,0.12,0.12,0.12,0.12,5.04
F,F,Consumer Cyclical,Auto Manufacturers,14.3,48932864.0,0.95,-4.35,-8.98,18.67,0.7,0.7,0.7,56.98
HOOD,HOOD,Financial Services,Capital Markets,86.36,41272645.0,1.47,3.09,4.24,6.91,3.56,3.56,3.56,77.77
^VIX,VIX,Index,Market Index,22.22,0.0,0.0,11.83,38.36,23.51,0.0,0.0,0.0,0.0
LYG,LYG,Financial Services,Banks - Regional,5.16,51280566.0,1.97,-3.37,-3.37,-3.73,0.26,0.26,0.26,75.14
NOK,NOK,Technology,Communication Equipment,13.4,91683567.0,0.61,-3.25,-19.9,-3.74,1.23,1.23,1.23,74.81
PATH,PATH,Technology,Software - Infrastructure,10.75,44783896.0,1.1,0.0,-7.88,0.84,0.48,0.48,0.48,5.57
TSM,TSMC,Technology,Semiconductors,408.75,12030856.0,0.82,-4.48,-6.4,1.04,4.92,4.92,4.92,2119.97
AAL,AAL,Industrials,Airlines,13.42,135178763.0,1.33,-4.76,-1.11,4.93,1.81,1.81,1.81,8.88
CRM,Salesforce,Technology,Software - Application,170.92,10726391.0,0.78,-2.53,-10.33,-3.7,1.83,1.83,1.83,139.98
BRK-B,Berkshire,Financial Services,Insurance - Diversified,483.68,5037302.0,0.83,-0.84,1.75,0.86,2.44,2.44,2.44,1043.23
MRVL,MRVL,Technology,Semiconductors,252.59,52738310.0,0.55,-5.35,-16.26,47.85,13.32,13.32,13.32,220.97
SOFI,SOFI,Financial Services,Credit Services,15.87,85827565.0,1.14,-3.64,-4.86,-2.4,1.36,1.36,1.36,20.36
AMD,AMD,Technology,Semiconductors,452.4,27523098.0,0.82,-4.86,-16.61,-1.39,12.45,12.45,12.45,737.68
NWE,NWE,Utilities,Utilities - Regulated Electric,69.72,786749.0,1.06,6.15,0.81,-1.48,0.05,0.05,0.05,4.29
AMZN,Amazon,Consumer Cyclical,Internet Retail,238.0,38263040.0,0.87,-2.53,-4.81,-11.52,9.11,9.11,9.11,2560.19
CRK,CRK,Energy,Oil & Gas E&P,13.37,2614032.0,1.04,5.52,1.06,-11.28,0.03,0.03,0.03,3.93
IMAX,IMAX,Communication Services,Entertainment,42.18,1720459.0,2.48,5.16,8.21,24.65,0.07,0.07,0.07,2.32
ABBV,AbbVie,Healthcare,Drug Manufacturers - General,224.95,4133222.0,0.74,-0.21,3.6,10.93,0.93,0.93,0.93,397.44
VG,VG,Energy,Oil & Gas Midstream,13.29,10475168.0,0.94,6.58,6.15,14.37,0.14,0.14,0.14,33.02
CRWV,CoreWeave,Technology,Software - Infrastructure,95.61,16847472.0,0.62,-2.88,-13.81,-16.64,1.61,1.61,1.61,52.16
LLYVK,LLYVK,Communication Services,Entertainment,99.53,521359.0,1.11,5.14,6.04,4.13,0.05,0.05,0.05,9.16
NFLX,Netflix,Communication Services,Entertainment,82.0,34124945.0,0.91,0.72,0.59,-4.04,2.8,2.8,2.8,345.29
UNFI,UNFI,Consumer Defensive,Food Distribution,50.59,922700.0,0.79,9.19,-2.86,-3.21,0.05,0.05,0.05,3.07
KEEL,KEEL,Technology,Information Technology Services,5.25,49594058.0,0.65,-3.14,-14.63,22.09,0.26,0.26,0.26,3.17
PLBL,PLBL,Consumer Cyclical,Department Stores,6.08,207736.0,10.15,16.36,1.79,-15.56,0.0,0.0,0.0,2.23
AVGO,Broadcom,Technology,Semiconductors,372.1,37424608.0,0.73,-5.12,-22.35,-13.15,13.93,13.93,13.93,1770.3
BBAI,BBAI,Technology,Information Technology Services,4.02,35048390.0,0.83,0.75,-16.77,-6.94,0.14,0.14,0.14,1.93
PG,P&G,Consumer Defensive,Household & Personal Products,149.05,7198053.0,0.82,0.26,6.32,3.97,1.07,1.07,1.07,347.08
ONDS,ONDS,Technology,Communication Equipment,9.31,40560794.0,0.61,-3.52,-19.81,-1.17,0.38,0.38,0.38,4.75
BULL,BULL,Technology,Software - Application,6.12,25794015.0,1.92,11.27,3.73,-13.44,0.16,0.16,0.16,3.25
ORCL,Oracle,Technology,Software - Infrastructure,201.26,39876567.0,1.72,-2.21,-12.62,3.83,8.03,8.03,8.03,578.83
ALHC,ALHC,Healthcare,Healthcare Plans,20.56,12745508.0,1.53,7.08,44.28,19.81,0.26,0.26,0.26,4.25
T,T,Communication Services,Telecom Services,23.21,42026000.0,0.73,2.2,-1.44,-6.67,0.98,0.98,0.98,161.27
NVDA,NVIDIA,Technology,Semiconductors,200.42,150398224.0,0.87,-3.73,-6.67,-8.67,30.14,30.14,30.14,4854.37
COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,153.97,6298618.0,0.6,-0.98,-5.67,-28.92,0.97,0.97,0.97,40.57
PLUG,PLUG,Industrials,Electrical Equipment & Parts,2.86,42430427.0,0.66,-1.72,-22.49,-18.75,0.12,0.12,0.12,3.99
LLY,Eli Lilly,Healthcare,Drug Manufacturers - General,1136.37,2686974.0,0.7,-0.73,5.34,17.52,3.05,3.05,3.05,1013.35
QCOM,Qualcomm,Technology,Semiconductors,191.2,18320746.0,0.87,-6.92,-23.52,-19.5,3.5,3.5,3.5,201.52
SMCI,Super Micro,Technology,Computer Hardware,29.27,188978616.0,4.4,-27.98,-38.27,-12.68,5.53,5.53,5.53,17.6
MSFT,Microsoft,Technology,Software - Infrastructure,397.36,30387335.0,0.9,-1.5,-7.02,-3.71,12.07,12.07,12.07,2951.76
OPEN,OPEN,Real Estate,Real Estate Services,4.48,47974845.0,1.41,3.23,-8.01,-7.63,0.21,0.21,0.21,4.32
UNH,UnitedHealth,Healthcare,Healthcare Plans,407.46,6475440.0,0.71,-1.34,8.08,5.99,2.64,2.64,2.64,370.03
JNJ,J&J,Healthcare,Drug Manufacturers - General,238.49,6956293.0,0.92,0.63,6.83,7.7,1.66,1.66,1.66,574.1
DIS,Disney,Communication Services,Entertainment,98.61,6881380.0,0.81,-0.72,-0.78,-5.83,0.68,0.68,0.68,171.24
COST,Costco,Consumer Defensive,Discount Stores,983.37,1686255.0,0.72,1.53,2.24,-1.61,1.66,1.66,1.66,436.1
MU,Micron,Technology,Semiconductors,891.88,53807408.0,0.9,-4.7,-17.39,12.14,47.99,47.99,47.99,1005.8
AAPL,Apple,Technology,Consumer Electronics,291.58,49237715.0,0.8,0.35,-6.02,-0.38,14.36,14.36,14.36,4282.54
TE,TE,Industrials,Electrical Equipment & Parts,7.73,36251222.0,0.89,-8.63,-32.78,27.98,0.28,0.28,0.28,2.16
BTC-USD,Bitcoin,Crypto,Cryptocurrency,61296.84,27582470144.0,0.65,-0.56,0.61,-20.86,1690718.25,1690718.25,1690718.25,0.0
BAC,Bank of America,Financial Services,Banks - Diversified,54.54,29917567.0,0.74,0.22,4.08,7.89,1.63,1.63,1.63,387.05
AAOI,AAOI,Technology,Communication Equipment,175.13,16795735.0,0.98,7.52,-4.86,-5.28,2.94,2.94,2.94,14.05
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,497.01,11373115.0,1.16,-0.44,-0.75,12.04,5.65,5.65,5.65,394.61
INTC,Intel,Technology,Semiconductors,107.04,121541237.0,0.97,-0.82,-5.03,-17.31,13.01,13.01,13.01,537.98
META,Meta,Communication Services,Internet Content & Information,570.98,16735589.0,0.75,-2.33,-8.35,-4.66,9.56,9.56,9.56,1449.39
JPM,JPMorgan,Financial Services,Banks - Diversified,309.14,7337488.0,0.82,-1.14,2.76,3.05,2.27,2.27,2.27,828.34
PENN,PENN,Consumer Cyclical,Resorts & Casinos,21.45,6092614.0,2.07,5.56,9.16,34.57,0.13,0.13,0.13,2.87
CL=F,Crude Oil (原油),Index,Market Index,92.69,4902.0,0.02,5.09,-3.47,-5.49,0.0,0.0,0.0,0.0
AXTI,AXTI,Technology,Semiconductor Equipment & Materials,85.29,9306439.0,1.23,8.84,-20.07,-32.21,0.79,0.79,0.79,5.58
HG=F,Copper (銅),Index,Market Index,6.19,561.0,0.8,-1.78,-4.48,-3.48,0.0,0.0,0.0,0.0
XOM,Exxon Mobil,Energy,Oil & Gas Integrated,150.62,11484570.0,0.77,1.15,-1.25,0.63,1.73,1.73,1.73,624.31
^GSPC,S&P 500,Index,Market Index,7266.99,3253456000.0,0.59,-1.62,-3.8,-1.97,23642.83,23642.83,23642.83,0.0
SM,SM,Energy,Oil & Gas E&P,32.83,2940408.0,0.9,5.63,-4.26,7.04,0.1,0.1,0.1,7.87
CAVA,CAVA,Consumer Cyclical,Restaurants,81.56,3859090.0,1.44,6.92,14.34,1.96,0.31,0.31,0.31,9.5
V,Visa,Financial Services,Credit Services,322.96,5772614.0,0.82,-0.64,3.38,-0.28,1.86,1.86,1.86,614.19
NU,NU,Financial Services,Banks - Regional,11.62,39972151.0,0.6,-2.19,-0.17,-13.93,0.46,0.46,0.46,56.49
PARR,PARR,Energy,Oil & Gas Refining & Marketing,57.63,459380.0,0.58,5.47,0.77,-10.65,0.03,0.03,0.03,2.89
LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,321.8,13392569.0,1.19,-1.64,-6.37,8.7,4.31,4.31,4.31,402.43
IREN,IREN,Financial Services,Capital Markets,51.52,39746168.0,0.74,-4.63,-21.32,-6.58,2.05,2.05,2.05,18.41
TXN,Texas Inst,Technology,Semiconductors,282.01,7311000.0,0.84,-2.29,-8.61,-5.29,2.06,2.06,2.06,256.66
