Code,Name,Sector,Industry,Close,Volume,RVOL,Daily_Chg%,Weekly_Chg%,Monthly_Chg%,Daily_Amount_B,Weekly_Amount_B,Monthly_Amount_B,Market_Cap_B
ONDS,ONDS,Technology,Communication Equipment,10.43,63373576.0,0.66,-12.87,-21.1,11.67,0.66,0.66,0.66,5.32
EHC,EHC,Healthcare,Medical Care Facilities,104.01,527588.0,0.61,4.18,-1.74,-0.95,0.05,0.05,0.05,10.32
AMAT,Applied Mat,Technology,Semiconductor Equipment & Materials,453.01,11888258.0,1.44,-9.71,0.66,5.69,5.39,5.39,5.39,359.67
JNJ,J&J,Healthcare,Drug Manufacturers - General,232.77,5636649.0,0.68,2.02,3.3,3.63,1.31,1.31,1.31,560.33
KVUE,KVUE,Consumer Defensive,Household & Personal Products,17.71,24611165.0,0.91,4.92,2.49,0.17,0.44,0.44,0.44,34.0
V,Visa,Financial Services,Credit Services,323.57,4847717.0,0.48,1.06,-0.85,1.5,1.57,1.57,1.57,615.35
CMG,CMG,Consumer Cyclical,Restaurants,29.34,40622328.0,1.42,4.12,-7.91,-10.38,1.19,1.19,1.19,37.64
HRC=F,Steel (熱軋鋼),Index,Market Index,1195.0,227.0,2.2,6.22,6.41,11.06,0.0,0.0,0.0,0.0
PODD,PODD,Healthcare,Medical Devices,153.22,2285708.0,1.62,4.65,5.71,1.28,0.35,0.35,0.35,10.61
AMD,AMD,Technology,Semiconductors,466.38,45749376.0,1.56,-10.86,-9.63,10.68,21.34,21.34,21.34,760.48
ADBE,Adobe,Technology,Software - Application,251.44,4726410.0,0.67,-2.7,-3.0,0.51,1.19,1.19,1.19,101.63
POET,POET,Technology,Semiconductors,11.86,55352285.0,1.36,-23.39,-3.5,22.02,0.66,0.66,0.66,2.05
NFLX,Netflix,Communication Services,Entertainment,82.18,43333341.0,1.13,0.76,-4.46,-6.9,3.56,3.56,3.56,346.04
RGTI,RGTI,Technology,Computer Hardware,20.68,49681480.0,0.75,-14.4,-19.03,2.94,1.03,1.03,1.03,6.87
QCOM,Qualcomm,Technology,Semiconductors,215.94,23783472.0,1.16,-10.98,-13.97,12.14,5.14,5.14,5.14,227.6
